id,soil_ph,soil_moisture,avg_temperature,total_rainfall,fertilizer_amount,pesticide_usage,sunlight_hours,nitrogen_content,phosphorus_content,potassium_content,irrigation_frequency,crop_type,region,season,harvest_date,field_id,yield_tpha
3721,5.26,41.65,10.1,841.91,204.78,8.32,2684.48,2.12,1.4,0.58,4,Soybean,Central,Summer,2021-05-31,F0282,7.25
3722,5.58,42.22,21.28,950.87,285.39,10.83,2575.73,2.13,1.3,1.72,4,Soybean,South,Autumn,2021-09-23,F0254,7.17
3723,5.7,43.79,12.33,1110.64,139.95,3.69,1235.06,2.22,0.88,1.78,3,Rice,West,Spring,2021-07-01,F0076,5.18
3724,8.01,20.99,28.78,825.03,225.35,2.19,1807.66,1.25,0.59,1.81,5,Rice,West,Autumn,2021-02-18,F0406,8.02
3725,4.71,22.75,18.97,514.38,99.19,14.82,2367.28,0.56,1.16,0.94,3,Corn,North,Autumn,2021-02-24,F0332,3.98
3726,4.85,42.28,19.71,806.96,269.73,5.5,1692.04,1.26,0.34,1.9,3,Corn,West,Spring,2021-10-11,F0047,8.1
3727,6.91,44.37,13.5,1156.12,96.43,3.16,2772.73,1.03,1.3,1.16,6,Rice,Central,Autumn,2021-09-30,F0489,5.91
3728,5.8,36.45,25.55,744.72,272.71,1.24,2897.32,1.52,1.2,1.88,2,Barley,North,Summer,2021-08-28,F0044,8.15
3729,7.77,30.39,16.73,855.33,157.54,11.49,1182.23,0.6,0.24,1.47,2,Corn,North,Summer,2021-04-17,F0437,6.02
3730,5.17,12.33,14.2,850.34,299.92,13.34,1010.0,1.91,1.47,0.58,2,Corn,East,Autumn,2021-04-29,F0109,7.97
3731,5.17,35.74,33.59,215.59,226.27,13.08,2494.29,2.14,1.11,1.79,1,Corn,West,Autumn,2021-02-23,F0452,7.03
3732,6.81,48.1,13.95,561.95,89.72,1.12,2814.2,0.56,0.39,1.02,6,Barley,East,Spring,2021-10-21,F0425,6.56
3733,7.69,47.34,26.4,275.44,201.0,5.85,2012.23,2.57,1.47,0.66,1,Rice,East,Autumn,2021-02-07,F0464,8.05
3734,7.49,17.04,34.23,1146.17,195.99,3.55,1310.68,1.27,0.25,1.18,3,Rice,West,Autumn,2021-07-14,F0382,6.08
3735,5.89,18.54,10.59,1011.7,63.09,14.21,1149.0,1.1,0.61,0.7,1,Barley,South,Autumn,2021-12-01,F0139,4.33
3736,8.21,10.96,27.21,349.94,85.08,3.05,1850.63,1.37,1.05,1.5,1,Soybean,West,Autumn,2021-06-29,F0462,4.63
3737,7.41,43.7,18.6,827.47,133.69,3.95,2030.9,1.96,1.02,1.07,5,Corn,Central,Autumn,2021-10-24,F0171,7.18
3738,5.23,47.72,31.2,882.89,148.88,14.91,1054.8,1.81,1.19,1.94,4,Barley,South,Summer,2021-01-13,F0183,5.19
3739,6.13,22.39,20.85,577.83,52.39,2.29,1582.09,0.61,1.18,1.59,4,Soybean,Central,Spring,2021-04-08,F0057,4.68
3740,7.65,30.81,17.4,879.45,259.7,5.4,2809.24,0.76,0.66,1.4,1,Corn,Central,Autumn,2021-05-03,F0044,7.82
3741,6.33,12.78,30.96,201.63,232.98,1.61,1236.27,1.36,1.04,0.57,1,Corn,Central,Spring,2021-04-21,F0414,6.47
3742,7.83,26.65,30.78,837.56,227.26,12.52,1182.6,0.99,0.97,1.17,5,Rice,North,Summer,2021-03-29,F0168,5.71
3743,6.33,19.61,25.83,494.92,257.93,0.25,2420.0,2.56,0.73,1.76,4,Corn,North,Spring,2021-01-16,F0151,9.05
3744,4.54,35.86,19.1,683.24,62.97,4.93,1197.1,1.18,0.32,1.63,4,Corn,West,Summer,2021-02-01,F0066,4.78
3745,6.96,12.92,30.3,1039.87,163.93,4.39,1427.61,0.72,1.16,1.36,5,Barley,West,Summer,2021-02-17,F0471,6.59
3746,7.98,29.09,10.06,641.69,271.14,14.94,1883.73,2.22,0.33,0.97,4,Wheat,North,Autumn,2021-11-14,F0324,7.16
3747,8.32,24.9,33.76,419.73,273.08,7.56,1057.04,1.84,1.16,0.99,2,Soybean,West,Summer,2021-07-18,F0065,7.49
3748,7.85,13.04,20.03,199.57,203.16,2.5,1773.95,2.63,0.44,0.91,6,Corn,Central,Spring,2021-08-01,F0421,7.09
3749,4.7,26.64,11.91,732.86,190.25,3.99,1610.87,1.4,0.81,1.81,3,Rice,South,Spring,2021-10-06,F0050,6.3
3750,7.25,14.57,19.24,745.45,103.44,4.45,1760.37,1.9,1.1,0.52,5,Soybean,Central,Summer,2021-11-05,F0177,5.28
3751,7.51,47.69,23.83,683.94,122.65,14.78,2773.43,1.96,0.42,1.27,3,Rice,North,Autumn,2021-03-24,F0216,5.9
3752,8.36,20.45,21.8,169.33,159.12,14.06,1731.28,1.3,0.69,1.0,2,Rice,North,Summer,2021-04-12,F0460,5.88
3753,6.26,39.24,18.79,464.07,81.2,3.45,2571.04,1.57,0.93,1.8,2,Corn,West,Autumn,2021-11-08,F0167,5.22
3754,7.75,16.33,19.89,450.57,149.12,7.4,2827.33,1.89,1.4,0.74,4,Corn,Central,Summer,2021-02-03,F0461,6.09
3755,6.95,22.68,33.89,1164.57,167.58,1.18,1627.76,0.71,0.94,1.91,5,Soybean,East,Summer,2021-10-24,F0032,5.99
3756,7.43,17.42,29.67,439.13,150.08,12.47,2479.24,0.91,0.31,0.97,3,Barley,Central,Autumn,2021-09-20,F0196,5.95
3757,8.06,12.4,14.27,1032.75,291.78,5.88,1455.73,2.21,0.42,1.02,2,Rice,East,Spring,2021-05-15,F0036,7.35
3758,7.58,18.2,25.41,701.74,242.27,13.87,1023.06,2.86,0.41,1.94,1,Barley,East,Summer,2021-02-21,F0444,6.59
3759,7.42,31.82,33.63,945.8,201.13,6.81,1123.34,0.78,1.05,0.6,4,Wheat,Central,Summer,2021-09-05,F0016,6.94
3760,5.24,19.71,26.63,1023.47,132.74,14.85,2682.06,1.34,1.21,0.54,5,Wheat,East,Autumn,2021-01-14,F0426,4.76
3761,7.27,43.27,21.7,838.83,277.41,4.78,2468.36,2.06,1.0,1.23,6,Corn,West,Summer,2021-06-20,F0363,8.15
3762,7.88,27.48,27.66,557.81,131.46,8.96,1912.31,1.14,1.36,1.79,2,Wheat,East,Summer,2021-03-07,F0492,5.25
3763,5.36,16.64,27.14,217.19,190.28,14.29,1592.23,2.4,0.44,0.79,3,Barley,West,Spring,2021-01-29,F0042,5.77
3764,7.84,43.32,23.23,354.85,291.94,5.75,2639.83,0.65,0.93,1.88,3,Wheat,North,Spring,2021-09-26,F0035,7.45
3765,4.92,25.36,30.75,220.76,250.94,6.58,1229.71,2.35,0.62,1.88,4,Rice,West,Summer,2021-10-31,F0118,7.46
3766,4.87,25.32,29.81,1090.64,68.71,0.4,1798.22,0.69,0.37,1.07,6,Barley,South,Summer,2021-12-26,F0487,5.16
3767,8.17,37.59,14.9,1166.4,216.25,14.15,2700.69,1.85,0.29,1.61,2,Soybean,Central,Summer,2021-01-13,F0095,6.89
3768,7.42,44.9,28.49,910.44,192.43,6.91,1812.26,2.27,1.01,1.07,5,Rice,West,Autumn,2021-03-28,F0275,7.1
3769,8.25,48.93,26.74,899.23,88.09,8.12,2504.42,2.02,0.94,1.76,6,Rice,South,Spring,2021-01-30,F0421,5.59
3770,6.44,15.6,15.8,951.8,119.03,10.31,1863.2,1.22,0.52,1.19,5,Soybean,Central,Summer,2021-01-24,F0028,5.77
3771,6.34,19.25,31.9,1026.78,148.6,13.79,2467.8,1.54,0.59,0.87,6,Barley,East,Spring,2021-06-24,F0105,6.56
3772,5.94,27.97,18.36,1021.6,116.5,10.34,2518.28,2.04,1.38,0.52,1,Rice,Central,Spring,2021-04-16,F0115,5.85
3773,8.48,26.47,20.83,957.05,242.8,14.39,1368.29,2.33,1.13,1.57,3,Barley,West,Summer,2021-10-02,F0151,7.24
3774,6.32,47.64,24.46,933.95,262.84,12.76,2905.91,0.87,0.49,1.87,4,Corn,South,Spring,2021-10-05,F0263,6.06
3775,6.9,40.11,21.11,1167.93,64.06,7.51,2502.05,1.43,0.65,1.96,5,Rice,South,Summer,2021-07-07,F0098,5.11
3776,5.5,11.22,13.52,447.41,230.76,4.22,1515.01,0.85,0.21,0.78,5,Wheat,East,Summer,2021-12-31,F0447,6.74
3777,8.05,46.3,26.37,268.11,126.87,14.29,2270.66,0.88,1.17,0.8,1,Wheat,West,Autumn,2021-06-11,F0087,3.74
3778,6.49,23.91,34.73,644.32,155.01,10.46,1822.83,0.95,1.07,0.94,6,Wheat,Central,Spring,2021-11-20,F0157,5.77
3779,7.46,36.56,30.33,1054.48,208.47,3.32,2837.71,1.49,0.63,1.82,1,Rice,Central,Autumn,2021-02-28,F0404,6.89
3780,7.51,30.2,19.17,1159.07,116.65,10.8,1880.0,1.46,0.72,1.96,5,Corn,South,Spring,2021-02-12,F0142,6.32
3781,8.08,18.41,20.66,850.84,78.11,7.89,1515.7,2.08,1.13,0.91,4,Soybean,West,Autumn,2021-10-25,F0429,5.12
3782,7.24,22.83,15.29,261.56,114.52,8.07,2681.89,1.25,0.59,1.37,2,Rice,South,Summer,2021-10-23,F0386,5.11
3783,6.72,14.68,19.36,388.1,253.52,7.52,2173.11,1.15,1.43,1.3,6,Rice,North,Summer,2021-09-02,F0376,8.42
3784,5.9,13.96,29.21,994.0,255.51,4.43,2714.4,1.28,0.71,1.4,3,Corn,East,Summer,2021-01-25,F0093,7.18
3785,4.59,30.74,23.89,1051.91,194.88,14.81,2759.91,0.77,0.76,0.97,4,Rice,Central,Spring,2021-10-30,F0067,7.33
3786,4.86,21.08,18.32,1124.07,269.01,11.56,2025.8,0.63,0.53,1.98,4,Wheat,West,Autumn,2021-06-03,F0244,6.92
3787,7.38,18.85,14.63,503.86,174.5,1.24,2094.57,1.99,0.61,0.69,6,Barley,North,Summer,2021-10-11,F0455,6.92
3788,4.6,49.31,15.11,454.1,154.9,12.89,1398.69,1.12,0.58,0.99,6,Barley,North,Summer,2021-01-23,F0290,5.38
3789,7.05,47.73,29.14,1103.96,284.57,8.08,2316.41,1.71,0.92,0.76,1,Rice,East,Spring,2021-09-16,F0259,7.86
3790,5.69,14.03,34.83,1156.06,279.13,13.13,1017.81,2.92,0.21,0.5,3,Corn,East,Summer,2021-09-08,F0449,6.01
3791,5.2,42.95,31.82,161.48,149.84,10.47,1016.8,1.18,0.56,0.79,4,Corn,East,Spring,2021-11-14,F0398,4.27
3792,6.05,21.92,12.95,1158.92,122.78,2.97,1026.9,0.84,1.49,1.28,6,Rice,South,Spring,2021-08-09,F0351,4.98
3793,5.81,14.26,21.27,1173.2,117.96,12.55,2683.48,1.03,0.2,1.68,5,Wheat,West,Summer,2021-07-23,F0113,5.8
3794,4.78,28.21,22.45,434.07,224.77,11.44,2218.62,0.62,1.17,1.56,3,Soybean,North,Spring,2021-03-03,F0294,5.88
3795,8.47,45.8,20.45,1184.38,52.54,0.15,2189.24,2.86,0.38,1.99,5,Barley,East,Summer,2021-11-12,F0231,5.4
3796,8.48,10.01,26.37,1055.98,296.38,4.84,2757.87,2.54,1.32,0.66,6,Wheat,North,Spring,2021-03-01,F0056,8.06
3797,7.13,33.02,21.79,733.35,237.13,11.64,1001.38,0.93,1.11,1.76,4,Corn,Central,Spring,2021-07-25,F0098,6.63
3798,8.18,16.52,24.52,1148.6,107.64,1.68,2837.87,0.97,0.48,0.52,6,Wheat,Central,Summer,2021-12-26,F0182,5.36
3799,7.18,23.4,22.23,806.26,273.83,6.8,2471.32,0.94,0.58,0.96,2,Wheat,East,Spring,2021-06-28,F0207,5.95
3800,5.89,36.57,23.76,579.18,179.43,3.81,2855.58,0.59,0.23,0.54,6,Soybean,West,Spring,2021-05-11,F0460,6.73
3801,5.59,19.6,11.87,1088.1,278.95,12.15,2759.21,1.62,0.44,1.42,5,Wheat,West,Autumn,2021-04-04,F0335,8.35
3802,5.54,44.94,20.5,156.5,210.74,5.45,2841.41,1.01,0.5,1.76,3,Barley,Central,Spring,2021-09-06,F0092,6.49
3803,5.95,46.36,24.68,1167.11,70.81,2.18,2120.56,1.03,0.22,0.74,1,Rice,South,Spring,2021-05-17,F0449,5.53
3804,6.63,48.83,23.79,678.83,136.38,6.35,1109.69,1.71,1.34,0.6,4,Corn,Central,Summer,2021-06-17,F0483,5.6
3805,6.71,23.72,31.07,1178.72,260.4,2.13,2692.22,1.96,0.28,0.76,3,Corn,North,Spring,2021-10-12,F0218,7.42
3806,6.33,21.49,18.21,703.7,104.93,11.12,1626.08,1.67,1.48,1.22,5,Rice,West,Summer,2021-05-14,F0253,4.63
3807,4.83,27.71,32.19,1178.51,75.88,1.14,1356.31,2.53,0.72,0.6,6,Corn,South,Summer,2021-02-08,F0384,4.37
3808,6.68,35.09,32.12,1194.02,81.08,4.89,2104.9,2.64,1.27,0.64,5,Wheat,Central,Autumn,2021-12-11,F0145,4.84
3809,5.92,28.71,33.63,169.28,102.03,5.11,1490.4,2.12,0.92,0.5,5,Corn,Central,Summer,2021-12-15,F0183,5.86
3810,5.87,41.43,33.91,1114.09,286.51,12.07,1408.12,1.37,0.33,1.6,1,Corn,West,Autumn,2021-08-13,F0298,7.03
3811,4.82,25.85,17.88,376.93,211.55,8.41,1900.64,1.23,0.46,1.87,6,Corn,Central,Summer,2021-01-09,F0406,6.21
3812,7.45,34.04,25.03,307.11,119.66,14.84,2725.77,0.57,0.37,0.96,2,Barley,East,Autumn,2021-04-26,F0395,4.49
3813,5.09,49.73,29.02,1074.41,66.08,0.62,2300.22,2.32,1.14,1.45,6,Wheat,North,Spring,2021-03-20,F0397,5.8
3814,7.06,41.62,32.58,501.3,207.67,6.57,1275.22,2.61,0.93,1.34,6,Rice,South,Summer,2021-11-05,F0238,6.2
3815,8.07,17.2,18.66,1072.51,104.52,12.28,1029.3,1.88,0.99,1.43,5,Soybean,North,Summer,2021-08-22,F0099,6.06
3816,4.8,31.76,23.7,518.49,114.71,3.91,1661.84,1.18,0.42,1.09,5,Soybean,North,Summer,2021-08-02,F0467,5.16
3817,6.2,13.0,10.19,344.24,137.56,14.67,2170.62,2.95,1.06,0.57,1,Wheat,North,Summer,2021-03-15,F0343,5.98
3818,5.64,29.76,15.16,275.39,145.61,3.35,1003.71,2.89,1.05,1.86,2,Wheat,East,Spring,2021-05-28,F0244,6.15
3819,6.31,12.66,22.5,519.69,194.09,14.18,1994.0,1.44,1.4,0.7,5,Soybean,South,Spring,2021-09-03,F0136,5.46
3820,6.18,34.39,25.29,305.28,160.78,2.39,1746.58,0.51,0.57,0.77,1,Wheat,North,Autumn,2021-04-09,F0039,5.88
3821,7.08,34.8,19.28,868.88,72.41,10.14,1499.3,1.92,0.22,1.08,5,Corn,South,Autumn,2021-05-06,F0300,5.07
3822,6.17,35.84,14.42,149.48,210.29,10.17,2466.14,2.41,0.68,0.52,3,Rice,North,Spring,2021-05-08,F0395,6.7
3823,4.87,45.47,34.16,1024.12,176.94,9.07,2565.97,2.83,0.54,1.9,3,Corn,East,Autumn,2021-05-09,F0086,7.47
3824,7.3,36.46,29.4,470.47,103.52,11.56,2894.12,1.09,0.8,0.54,5,Corn,West,Autumn,2021-04-26,F0354,4.23
3825,8.09,49.94,30.65,147.37,268.19,10.74,2114.48,1.87,0.33,1.49,1,Corn,East,Spring,2021-10-20,F0311,7.04
3826,7.68,16.82,28.04,253.68,98.09,4.24,1701.93,2.9,1.48,0.77,1,Soybean,West,Summer,2021-07-11,F0232,5.11
3827,7.97,42.12,15.94,474.93,246.44,9.4,1423.43,1.26,0.93,1.48,3,Soybean,North,Summer,2021-02-21,F0027,7.05
3828,7.17,42.36,14.61,530.34,288.01,8.57,1324.75,2.42,0.63,1.35,5,Soybean,East,Summer,2021-03-15,F0473,7.17
3829,5.61,13.13,12.19,533.93,103.17,14.87,2704.32,0.79,1.01,1.45,2,Barley,North,Autumn,2021-05-17,F0009,4.7
3830,5.78,11.58,28.77,1187.94,229.29,10.78,2722.19,0.51,1.09,1.77,1,Rice,West,Spring,2021-07-19,F0137,6.45
3831,5.81,25.79,31.4,1057.27,174.98,6.26,2981.96,2.0,0.21,1.45,2,Rice,West,Autumn,2021-05-26,F0079,6.48
3832,7.69,43.51,24.92,437.44,229.1,0.33,2343.81,1.03,0.36,1.56,4,Soybean,West,Summer,2021-01-21,F0235,7.74
3833,5.03,41.82,21.54,278.18,183.58,5.42,2020.89,2.39,0.98,0.75,3,Wheat,West,Summer,2021-10-27,F0097,6.22
3834,8.42,19.24,11.97,827.85,175.21,9.26,2696.06,0.53,0.43,1.55,1,Corn,North,Autumn,2021-05-10,F0424,5.83
3835,5.13,45.71,28.64,681.67,131.2,13.18,1504.65,2.08,1.44,1.61,5,Soybean,South,Autumn,2021-02-01,F0015,5.64
3836,4.78,22.81,10.46,1198.08,231.8,13.16,1051.18,0.77,0.22,0.73,5,Rice,East,Summer,2021-05-05,F0189,7.04
3837,5.56,37.7,33.97,712.27,175.99,7.64,1194.91,2.88,1.08,1.04,1,Corn,East,Summer,2021-12-27,F0446,6.73
3838,6.02,12.75,24.67,612.88,153.6,7.72,2581.89,2.81,1.47,1.36,5,Barley,South,Spring,2021-06-27,F0257,5.9
3839,4.84,30.05,22.46,836.72,179.05,0.13,2895.65,2.85,1.11,1.45,6,Barley,West,Summer,2021-03-31,F0040,6.6
3840,6.88,14.0,15.85,745.57,110.3,4.96,2300.5,2.91,0.77,0.99,3,Corn,East,Summer,2021-07-08,F0457,7.33
3841,5.6,34.37,25.21,448.21,163.19,0.28,2196.04,2.6,1.11,0.5,1,Barley,North,Spring,2021-05-15,F0371,6.14
3842,7.51,14.67,31.55,1091.14,72.65,6.43,2518.22,2.8,0.76,0.63,3,Wheat,East,Summer,2021-05-12,F0436,5.73
3843,5.87,43.05,17.67,935.13,79.31,2.59,2113.25,2.04,0.32,0.88,5,Barley,South,Summer,2021-04-20,F0295,6.08
3844,7.71,41.07,22.86,343.65,123.14,9.82,2340.19,1.01,1.1,0.95,5,Wheat,Central,Spring,2021-09-01,F0364,5.18
3845,5.73,16.83,31.1,739.86,238.63,3.6,2208.46,0.59,0.24,1.21,5,Corn,West,Spring,2021-02-05,F0445,6.9
3846,7.97,37.75,17.71,981.44,145.02,1.25,1421.36,1.8,0.96,1.66,3,Rice,North,Spring,2021-12-03,F0328,6.47
3847,6.7,34.72,20.79,360.88,186.57,10.66,2668.88,1.91,0.36,0.79,6,Barley,North,Autumn,2021-09-10,F0284,5.83
3848,7.42,27.52,10.84,978.24,232.74,4.17,2417.12,1.65,0.36,1.69,5,Barley,South,Autumn,2021-01-30,F0158,7.81
3849,6.99,19.06,31.37,151.65,137.25,4.54,2783.44,0.9,0.67,1.74,1,Rice,East,Summer,2021-11-26,F0367,6.03
3850,4.75,35.27,29.26,581.78,165.13,2.94,1895.8,1.89,0.63,1.5,2,Corn,North,Summer,2021-11-06,F0280,7.54
3851,4.95,39.34,22.21,1173.9,225.62,3.2,2217.29,0.82,1.33,1.56,1,Wheat,North,Spring,2021-01-24,F0465,7.54
3852,7.72,31.11,17.16,757.45,171.8,0.34,2102.32,2.54,0.99,1.15,4,Wheat,East,Summer,2021-12-05,F0277,6.99
3853,6.96,14.82,34.54,549.26,190.81,2.08,1526.76,0.9,0.2,1.02,6,Wheat,Central,Spring,2021-03-26,F0318,6.55
3854,5.24,22.72,30.24,382.07,205.44,11.09,2519.7,2.91,0.32,0.74,5,Wheat,South,Autumn,2021-01-10,F0377,5.49
3855,5.5,48.92,13.37,149.78,147.22,2.04,2641.76,0.88,0.78,1.11,6,Corn,North,Autumn,2021-03-04,F0169,4.5
3856,6.01,13.4,24.71,388.0,105.94,7.87,1302.46,1.29,1.14,1.26,3,Wheat,Central,Spring,2021-07-18,F0252,6.66
3857,4.61,17.98,16.79,640.14,231.48,5.83,2622.21,1.42,1.18,1.54,5,Rice,Central,Summer,2021-05-11,F0067,6.66
3858,4.53,20.61,21.79,422.02,69.94,14.23,2591.15,0.97,0.62,0.65,6,Barley,West,Summer,2021-07-28,F0300,3.55
3859,7.42,43.05,26.43,264.0,114.87,0.79,2248.3,1.0,0.62,1.68,4,Corn,North,Summer,2021-09-07,F0239,7.05
3860,4.58,41.98,27.86,262.9,246.5,8.24,2992.25,2.88,0.6,1.35,4,Wheat,East,Spring,2021-03-09,F0261,6.3
3861,6.87,14.85,28.41,340.07,184.63,5.9,2475.51,1.67,1.29,1.65,5,Rice,West,Summer,2021-03-30,F0362,7.29
3862,7.69,32.43,10.87,1125.25,125.87,7.74,1051.8,1.1,0.94,0.5,4,Soybean,North,Summer,2021-06-24,F0090,5.24
3863,7.95,39.85,23.17,600.31,131.38,2.04,1546.41,1.48,0.91,0.88,5,Wheat,West,Spring,2021-10-13,F0442,6.69
3864,6.46,43.03,20.06,262.96,164.01,5.5,2562.55,2.36,0.37,1.7,5,Soybean,West,Summer,2021-08-02,F0451,6.73
3865,7.71,10.61,14.57,462.03,79.27,6.76,1983.81,1.29,0.49,0.89,2,Soybean,South,Summer,2021-09-16,F0033,5.27
3866,5.32,20.92,29.01,1175.59,267.18,14.3,2334.57,2.76,1.49,1.43,5,Corn,East,Spring,2021-12-12,F0224,6.84
3867,6.03,25.29,31.78,905.58,279.53,8.33,1780.55,2.58,0.79,1.67,3,Wheat,West,Spring,2021-06-13,F0217,7.63
3868,4.84,11.14,27.23,735.84,88.71,4.11,2981.35,0.52,0.63,0.92,3,Corn,East,Summer,2021-01-31,F0078,5.2
3869,6.5,31.01,28.33,460.02,225.65,8.26,2897.03,2.77,0.75,1.72,3,Barley,West,Summer,2021-05-02,F0034,6.42
3870,5.56,14.23,29.62,289.38,172.22,7.28,1962.55,1.81,0.6,0.62,4,Wheat,East,Summer,2021-01-11,F0207,6.34
3871,7.46,27.11,32.68,987.2,151.17,11.61,1487.53,2.07,0.62,1.68,2,Rice,East,Autumn,2021-12-29,F0022,5.98
3872,7.74,19.11,34.14,743.41,82.56,14.94,2978.91,0.6,0.24,1.32,1,Barley,West,Spring,2021-05-06,F0353,4.2
3873,5.89,15.3,17.05,888.18,204.25,9.48,2228.1,1.08,0.36,1.08,2,Corn,North,Summer,2021-12-09,F0210,7.44
3874,7.02,30.93,10.43,616.61,267.7,1.36,1514.66,2.57,0.74,1.44,1,Soybean,Central,Autumn,2021-07-15,F0489,8.14
3875,4.84,26.65,33.58,953.49,264.46,8.63,1636.5,2.44,0.29,1.07,6,Soybean,North,Summer,2021-06-20,F0178,7.87
3876,7.71,15.75,10.43,525.95,130.64,9.85,2891.24,0.69,0.68,1.57,4,Wheat,Central,Spring,2021-03-22,F0054,5.05
3877,5.27,46.97,15.38,875.1,156.65,6.6,2693.46,2.14,0.45,1.95,1,Wheat,North,Autumn,2021-08-04,F0277,6.05
3878,4.94,13.64,13.16,630.29,158.24,12.37,1122.69,2.63,0.99,1.7,6,Soybean,North,Summer,2021-04-20,F0363,5.23
3879,7.52,14.94,13.19,153.35,116.19,8.53,1554.35,1.92,1.32,0.64,1,Corn,North,Autumn,2021-02-06,F0291,6.05
3880,5.25,49.57,30.05,1106.65,189.7,5.9,2280.14,0.81,0.26,1.77,3,Rice,South,Spring,2021-10-11,F0053,6.25
3881,8.06,26.42,20.28,639.22,261.01,3.27,1070.39,2.19,0.68,1.53,4,Rice,South,Summer,2021-06-15,F0239,7.93
3882,6.89,34.52,29.34,888.4,279.63,3.28,1634.15,1.16,1.0,1.03,4,Corn,South,Autumn,2021-04-12,F0101,9.54
3883,5.21,30.76,11.26,438.4,129.98,1.89,1154.59,1.19,0.74,1.44,5,Barley,Central,Summer,2021-05-05,F0218,5.83
3884,7.97,12.82,13.42,219.51,70.45,1.5,1421.86,2.58,0.63,1.28,4,Wheat,North,Spring,2021-01-26,F0061,4.75
3885,5.12,48.49,33.2,399.44,157.76,10.5,2072.89,1.09,0.53,1.44,3,Soybean,East,Summer,2021-03-18,F0122,6.31
3886,5.06,26.48,22.66,1194.16,165.43,14.88,2938.28,0.51,0.42,0.93,3,Wheat,West,Summer,2021-12-29,F0253,5.52
3887,7.6,31.71,30.88,296.49,105.16,13.33,2505.91,1.35,0.47,1.05,2,Soybean,West,Summer,2021-12-21,F0398,5.49
3888,7.74,17.99,32.65,733.16,296.99,6.67,2231.12,1.68,1.48,0.85,1,Wheat,North,Autumn,2021-07-28,F0244,7.16
3889,6.17,41.14,34.35,592.74,117.34,8.76,2451.62,0.74,0.83,1.1,3,Barley,North,Summer,2021-02-04,F0473,5.5
3890,7.79,43.89,28.35,688.99,273.25,7.55,1539.66,1.0,0.43,0.52,4,Wheat,North,Summer,2021-08-21,F0147,7.55
3891,8.16,31.77,31.39,122.73,152.69,13.02,2771.22,2.55,0.35,0.93,6,Barley,West,Autumn,2021-01-19,F0365,3.95
3892,7.52,11.76,12.01,450.93,298.5,2.83,1312.45,2.09,0.33,1.85,6,Wheat,North,Spring,2021-08-09,F0385,7.77
3893,7.8,39.2,23.44,806.56,153.52,3.5,1463.87,2.26,0.22,1.53,1,Wheat,East,Spring,2021-05-20,F0185,6.06
3894,8.08,46.68,14.86,825.72,147.42,0.12,2804.21,2.54,1.13,1.37,1,Wheat,Central,Summer,2021-08-13,F0242,6.22
3895,6.38,34.18,19.08,605.58,218.76,9.05,1284.66,0.57,0.37,1.24,3,Wheat,South,Summer,2021-01-10,F0450,6.92
3896,4.6,28.0,10.79,558.52,178.28,3.21,2813.68,0.87,0.52,1.67,2,Corn,Central,Summer,2021-07-02,F0053,7.43
3897,6.04,38.81,19.36,254.68,273.45,5.07,2777.0,1.85,0.97,1.37,6,Rice,East,Spring,2021-07-03,F0378,7.85
3898,6.99,31.96,27.16,321.39,185.33,2.71,1044.73,2.93,1.07,0.92,1,Soybean,South,Summer,2021-11-15,F0068,7.04
3899,4.79,45.27,30.69,973.36,268.18,11.03,2437.63,2.18,0.74,0.62,3,Wheat,East,Spring,2021-06-12,F0460,6.11
3900,6.58,36.81,13.7,494.47,243.41,13.69,2663.0,2.73,1.39,1.68,2,Wheat,Central,Summer,2021-03-13,F0422,7.35
3901,8.14,44.83,17.12,1172.47,130.3,1.04,1526.47,1.65,0.24,1.14,4,Wheat,South,Autumn,2021-03-10,F0413,5.28
3902,7.8,12.6,34.67,368.36,265.21,5.51,1946.99,1.92,1.34,0.92,6,Rice,West,Spring,2021-09-20,F0162,7.35
3903,5.67,38.94,11.4,1090.57,217.23,5.87,1460.04,1.39,1.04,0.65,4,Corn,Central,Autumn,2021-06-06,F0249,7.12
3904,6.55,45.8,14.43,229.86,57.4,1.34,2102.57,0.71,0.82,1.71,2,Rice,West,Spring,2021-01-09,F0120,4.75
3905,6.69,22.13,14.66,341.97,226.46,7.05,1629.09,0.76,0.8,1.41,5,Barley,Central,Spring,2021-11-02,F0236,6.69
3906,6.87,22.93,20.95,1056.81,52.3,11.5,2085.32,2.14,1.27,1.25,4,Corn,West,Spring,2021-01-24,F0443,5.12
3907,5.41,20.07,25.21,465.98,265.56,8.11,2487.48,1.85,0.47,1.81,1,Barley,West,Spring,2021-06-16,F0076,6.71
3908,4.66,14.36,22.53,205.55,298.19,9.45,1644.37,0.58,1.42,1.5,2,Barley,North,Summer,2021-11-14,F0030,7.27
3909,5.68,19.34,26.49,456.1,239.46,1.19,1833.51,1.55,0.73,1.41,4,Barley,West,Spring,2021-03-15,F0055,6.41
3910,8.26,16.15,14.88,1055.43,299.5,2.29,2719.22,0.59,0.89,1.64,5,Corn,Central,Autumn,2021-11-11,F0109,7.23
3911,7.91,34.95,21.63,760.39,62.19,1.78,2504.5,1.13,0.86,1.75,2,Barley,West,Summer,2021-02-19,F0265,5.73
3912,7.88,13.51,22.04,1172.63,200.81,14.22,1362.39,0.8,1.46,1.67,4,Soybean,West,Summer,2021-01-24,F0038,6.12
