Crop,Rainfall_mm,Temperature_C,Fertilizer_Used,Irrigation_Used,Weather_Condition,Soil_Type,Region,Nitrogen,Phosphorus,Potassium,Soil_pH,Yield_kg_per_acre
Soybean,1053.2,31.4,0,1,Windy,Clay,North,114,96,47,6.46,2124.5
Wheat,422.8,18.5,1,1,Rainy,Peaty,North,82,61,106,6.72,2480.8
Sugarcane,640.2,33.8,1,1,Cloudy,Clay,East,121,73,99,6.59,5305.3
Cotton,1052.2,27.4,0,0,Rainy,Sandy,West,79,51,103,5.32,1523.3
Sorghum,856.5,20.5,1,0,Sunny,Sandy,East,128,57,35,5.42,1939.2
Cotton,550.2,26.9,0,1,Windy,Loamy,North,78,89,68,7.37,1641.3
Cotton,1350.1,15.2,0,0,Rainy,Sandy,Central,67,57,40,6.25,1325.9
Barley,660.1,30.5,0,0,Rainy,Chalky,East,119,73,54,6.97,1955.2
Cotton,910.7,26.2,0,0,Rainy,Clay,East,102,79,84,5.63,1377.3
Sorghum,848.5,19.4,1,1,Sunny,Sandy,South,103,96,113,5.32,2015.0
Soybean,576.4,25.3,0,1,Cloudy,Peaty,North,51,96,87,5.83,1814.4
Cotton,955.5,22.8,0,0,Rainy,Loamy,Central,80,66,66,6.32,1689.8
Maize,1017.6,23.1,0,0,Sunny,Clay,East,68,31,45,5.97,2656.4
Sugarcane,759.7,13.4,0,0,Windy,Loamy,East,62,72,99,7.54,4818.8
Cotton,799.1,17.0,1,0,Stormy,Clay,Central,124,52,102,6.64,1687.4
Sugarcane,1080.1,25.6,0,1,Sunny,Peaty,North,119,47,66,7.98,5032.3
Maize,307.5,24.6,1,1,Stormy,Loamy,South,90,22,82,6.82,2798.6
Maize,646.5,32.8,1,0,Rainy,Silty,East,84,45,116,4.57,3370.4
Sugarcane,964.0,23.2,1,0,Rainy,Chalky,South,129,73,45,7.34,5198.9
Rice,742.0,23.8,0,1,Sunny,Chalky,West,61,59,47,5.29,2796.9
Wheat,737.7,24.1,0,0,Stormy,Clay,North,49,85,48,6.68,2083.1
Barley,1170.5,25.8,0,1,Rainy,Silty,West,46,87,73,5.88,2602.5
Rice,710.0,27.5,0,0,Windy,Loamy,West,112,66,31,8.21,2872.1
Rice,1493.8,24.6,1,1,Cloudy,Silty,West,128,21,87,7.65,3805.3
Soybean,373.6,30.4,1,0,Cloudy,Silty,North,54,61,39,5.91,1978.7
Barley,236.4,40.8,0,0,Rainy,Loamy,North,116,53,105,6.4,1929.2
Barley,1163.7,22.0,0,1,Stormy,Peaty,Central,85,40,75,6.7,1929.1
Rice,604.8,29.4,0,1,Rainy,Silty,South,129,63,111,7.19,3185.2
Cotton,609.9,27.2,0,0,Stormy,Silty,South,124,21,48,6.52,1159.4
Soybean,1195.4,33.3,0,0,Windy,Peaty,Central,126,78,67,5.68,1813.7
Soybean,750.8,28.2,0,1,Stormy,Silty,Central,100,35,66,5.93,2052.2
Maize,1173.1,22.6,0,1,Rainy,Silty,West,131,39,107,6.5,3438.3
Sorghum,716.9,20.0,1,0,Windy,Silty,Central,100,45,74,7.49,1937.2
Barley,1008.8,30.7,1,0,Sunny,Chalky,East,90,35,63,6.84,2335.1
Rice,746.6,20.5,1,1,Cloudy,Sandy,South,77,89,31,5.88,3235.1
Maize,624.1,34.1,1,1,Rainy,Peaty,Central,51,42,73,7.02,3042.0
Sugarcane,1419.2,30.3,0,1,Rainy,Silty,East,127,61,112,6.19,5596.1
Wheat,1234.9,27.5,0,1,Rainy,Chalky,East,116,56,56,7.21,2388.1
Sorghum,682.0,19.1,0,1,Windy,Peaty,East,105,91,77,8.5,1799.7
Sorghum,846.5,31.1,0,0,Sunny,Clay,East,93,25,36,6.21,1584.4
Sorghum,1342.9,36.7,0,0,Stormy,Clay,West,78,56,56,7.14,1505.5
Soybean,603.5,24.4,1,1,Sunny,Silty,East,115,41,114,5.9,2234.3
Sugarcane,619.8,22.5,0,0,Windy,Chalky,West,78,25,100,6.41,4307.5
Sorghum,1041.0,26.4,1,0,Rainy,Chalky,West,117,51,118,6.52,1930.0
Sugarcane,1581.1,29.8,0,1,Cloudy,Peaty,East,69,36,47,6.35,5416.6
Cotton,916.1,23.8,1,0,Rainy,Peaty,South,87,57,62,8.47,1733.1
Sorghum,1214.9,32.4,0,0,Stormy,Chalky,East,122,36,62,6.25,1270.2
Wheat,594.8,38.5,1,0,Cloudy,Peaty,East,70,56,54,6.97,2349.6
Sugarcane,1008.3,29.0,0,1,Rainy,Chalky,East,64,42,43,4.96,5196.7
Sugarcane,792.1,25.1,0,1,Cloudy,Sandy,South,107,68,67,6.85,5042.9
Wheat,1460.0,29.6,0,0,Sunny,Chalky,North,90,80,67,7.41,2136.8
Sorghum,1379.6,34.1,0,0,Windy,Clay,North,52,68,33,6.08,1690.6
Wheat,1583.8,28.0,1,0,Rainy,Peaty,West,139,80,91,4.5,2848.5
Sugarcane,691.4,29.9,0,0,Stormy,Chalky,West,102,96,111,6.47,4278.9
Wheat,910.6,31.2,1,0,Sunny,Chalky,South,81,51,39,6.51,2468.0
Sugarcane,1012.6,21.7,0,0,Rainy,Peaty,Central,93,82,64,7.08,5009.9
Sugarcane,703.1,29.8,1,1,Sunny,Sandy,North,106,26,52,8.11,5455.5
Cotton,939.3,18.9,0,0,Stormy,Sandy,West,119,41,118,6.2,962.9
Rice,1172.7,23.0,0,0,Rainy,Peaty,North,129,25,94,5.81,3061.8
Sugarcane,734.9,33.9,1,1,Stormy,Loamy,South,95,80,111,5.57,5336.6
Sorghum,689.0,32.2,0,0,Cloudy,Peaty,South,58,33,108,6.66,1552.4
Maize,669.1,25.4,0,0,Stormy,Peaty,Central,85,35,54,6.88,2107.6
Soybean,496.9,37.2,1,0,Cloudy,Sandy,Central,54,22,82,6.06,1649.0
Barley,1156.2,19.1,0,0,Rainy,Sandy,South,71,28,113,7.12,2184.0
Rice,688.3,25.8,1,1,Cloudy,Peaty,West,88,66,46,6.87,2945.7
Rice,656.7,28.7,0,0,Rainy,Peaty,North,60,61,86,6.53,2873.3
Rice,1058.7,10.2,1,1,Rainy,Peaty,East,104,61,104,5.78,3243.3
Cotton,896.8,26.1,1,0,Windy,Sandy,Central,109,42,106,6.11,1327.6
Sugarcane,742.3,20.3,1,0,Rainy,Peaty,East,66,22,118,4.56,5150.5
Cotton,1143.2,20.4,1,1,Cloudy,Peaty,West,62,20,49,6.69,1537.0
Sugarcane,730.4,25.4,0,0,Windy,Silty,Central,86,86,54,6.52,4835.5
Sorghum,246.9,16.0,0,1,Windy,Loamy,East,134,90,71,6.65,1775.2
Cotton,1300.0,22.2,1,1,Rainy,Clay,West,51,22,74,6.9,2019.9
Cotton,651.5,16.2,0,1,Stormy,Loamy,North,124,68,60,6.81,1287.2
Soybean,684.3,27.7,0,0,Stormy,Silty,West,105,86,94,6.41,1961.8
Maize,685.6,27.6,0,0,Windy,Clay,Central,44,74,81,6.54,2764.9
Cotton,917.9,24.9,1,0,Rainy,Peaty,South,48,23,109,5.38,1276.0
Soybean,817.7,33.0,0,0,Stormy,Silty,North,59,50,50,6.03,1670.5
Wheat,1196.4,25.2,0,1,Rainy,Peaty,East,121,85,59,6.54,2778.7
Maize,1393.5,26.9,1,0,Rainy,Sandy,Central,102,97,32,5.91,3175.1
Sorghum,696.2,21.6,0,0,Windy,Chalky,South,125,83,99,7.19,1339.5
Cotton,618.6,13.2,1,1,Windy,Silty,West,111,50,72,5.97,1733.5
Barley,743.4,26.1,1,1,Sunny,Sandy,South,137,82,58,6.67,2501.9
Rice,1031.7,25.3,1,0,Stormy,Silty,Central,112,85,32,6.59,3031.5
Wheat,865.1,37.3,0,1,Stormy,Silty,Central,110,50,87,7.1,2123.5
Wheat,749.9,31.0,0,1,Stormy,Sandy,South,69,66,62,7.22,1955.1
Sorghum,510.9,24.5,1,1,Cloudy,Clay,West,121,41,104,7.06,2069.1
Soybean,237.3,27.8,1,1,Rainy,Loamy,South,130,93,74,4.82,2569.6
Wheat,598.6,32.4,1,1,Windy,Peaty,Central,55,65,98,7.46,2251.8
Maize,1279.3,30.1,1,0,Stormy,Silty,Central,124,77,61,7.72,3011.9
Cotton,1030.8,37.0,1,0,Sunny,Peaty,East,44,80,111,6.11,1492.8
Cotton,842.5,22.3,1,0,Stormy,Chalky,East,68,65,113,6.69,1159.8
Barley,1118.9,32.9,0,0,Rainy,Sandy,North,86,20,81,5.79,2154.4
Sorghum,513.6,24.5,1,0,Rainy,Peaty,Central,61,44,93,4.94,2120.7
Rice,917.0,28.2,1,0,Windy,Sandy,East,117,80,69,5.91,2587.9
Soybean,364.1,23.7,1,0,Cloudy,Peaty,South,96,33,42,6.07,1742.5
Rice,1003.8,26.1,0,1,Windy,Loamy,West,122,64,119,6.22,3270.4
Wheat,977.9,28.3,0,0,Stormy,Loamy,South,74,96,109,5.73,2291.7
Sorghum,985.0,30.6,0,0,Sunny,Loamy,West,127,58,118,5.91,1907.8
Barley,1250.3,27.4,0,0,Windy,Loamy,East,99,85,103,6.49,2171.8
Rice,1132.8,12.1,1,1,Cloudy,Loamy,North,109,51,58,5.88,3593.7
Maize,537.3,26.5,0,0,Windy,Loamy,South,99,77,92,6.93,2705.0
Cotton,1254.8,35.8,1,0,Rainy,Sandy,South,97,75,113,7.05,1737.1
Wheat,837.2,26.5,1,1,Stormy,Silty,South,42,25,55,8.4,2623.2
Barley,309.0,36.0,1,0,Stormy,Peaty,West,73,86,88,7.4,1775.8
Rice,867.4,26.3,1,0,Stormy,Loamy,East,84,69,78,6.69,3102.5
Soybean,1094.1,17.6,1,1,Stormy,Sandy,South,89,57,82,6.0,1962.7
Maize,595.8,24.4,1,0,Stormy,Sandy,South,41,22,117,6.73,2440.1
Maize,1299.9,23.6,0,1,Stormy,Sandy,North,54,24,60,6.76,2150.3
Rice,623.0,25.6,0,0,Sunny,Silty,North,76,43,41,6.09,3223.5
Cotton,755.7,19.9,0,0,Cloudy,Peaty,East,54,73,87,7.13,807.9
Rice,700.6,26.9,0,0,Stormy,Silty,East,99,53,65,5.38,2520.7
Wheat,387.3,25.0,0,1,Cloudy,Clay,Central,135,58,39,6.3,2430.6
Rice,602.1,34.7,1,1,Stormy,Sandy,North,124,67,35,6.94,2961.6
Maize,686.4,19.7,0,1,Windy,Clay,Central,103,68,36,6.27,2290.5
Barley,861.0,28.5,0,0,Stormy,Chalky,West,120,53,60,6.33,1591.5
Rice,100.0,29.5,0,0,Rainy,Loamy,Central,137,99,101,6.39,3139.1
Cotton,1115.0,31.6,1,1,Sunny,Loamy,South,135,26,32,5.83,2427.0
Sorghum,1112.0,24.8,1,1,Windy,Silty,Central,91,37,76,7.44,2291.1
Barley,1254.4,28.3,1,0,Windy,Peaty,East,62,89,114,5.69,2219.4
Soybean,452.5,29.1,0,0,Rainy,Clay,West,138,53,30,6.75,1816.7
Sugarcane,812.2,17.1,0,0,Stormy,Peaty,South,76,70,74,6.83,4392.8
Rice,1182.4,25.0,0,0,Sunny,Silty,Central,80,87,83,5.74,3061.0
Cotton,1208.2,26.8,0,1,Windy,Loamy,West,96,33,79,6.56,1667.0
Barley,1343.7,27.5,0,0,Sunny,Peaty,West,136,88,108,5.77,2391.7
Cotton,930.8,27.4,1,0,Windy,Peaty,South,64,27,36,7.61,1410.6
Soybean,883.2,29.6,0,0,Stormy,Loamy,Central,76,34,92,5.59,1799.9
Maize,432.6,38.6,1,0,Windy,Clay,West,79,78,44,5.98,2678.8
Cotton,1219.5,23.4,0,0,Windy,Loamy,West,124,30,118,5.52,1684.5
Barley,761.9,29.3,1,0,Cloudy,Peaty,North,85,39,96,5.41,2344.0
Cotton,910.2,34.8,1,0,Stormy,Clay,West,99,74,59,7.77,1121.0
Cotton,890.2,16.2,1,1,Rainy,Clay,North,137,55,107,6.93,1913.9
Cotton,181.6,28.6,1,1,Rainy,Loamy,Central,58,33,97,6.61,1895.7
Wheat,656.6,16.9,0,1,Stormy,Peaty,Central,130,77,65,5.97,2031.7
Wheat,1036.2,40.1,0,0,Rainy,Silty,Central,48,57,96,7.23,2274.9
Maize,885.4,30.1,0,1,Stormy,Peaty,East,108,99,34,5.84,2679.6
Rice,1038.5,29.3,1,0,Rainy,Sandy,Central,44,20,54,7.13,3324.5
Cotton,1135.2,15.8,0,0,Cloudy,Chalky,West,128,84,40,5.8,1235.7
Soybean,653.0,24.0,0,0,Rainy,Silty,South,65,20,101,5.98,1972.6
Rice,745.5,24.0,0,0,Windy,Clay,North,58,79,119,7.11,2860.8
Soybean,857.6,37.6,0,1,Stormy,Silty,East,69,44,95,7.19,1557.6
Rice,1132.0,31.4,1,0,Sunny,Clay,Central,139,29,57,6.98,3410.1
Maize,829.8,17.1,1,0,Sunny,Clay,Central,87,69,89,5.66,3177.0
Cotton,365.7,29.8,0,1,Stormy,Silty,South,55,31,39,6.14,1112.0
Cotton,840.5,18.0,0,1,Cloudy,Clay,South,110,51,79,6.63,1423.5
Sugarcane,1120.0,17.2,0,1,Rainy,Clay,East,57,52,68,5.82,5251.2
Soybean,1307.1,29.7,1,0,Cloudy,Sandy,North,95,91,66,7.6,2154.3
Rice,984.2,31.5,1,1,Sunny,Peaty,Central,60,45,92,4.58,3236.0
Rice,454.2,29.8,1,0,Stormy,Peaty,East,70,61,90,5.88,2921.5
Sorghum,778.1,38.3,0,0,Stormy,Chalky,West,40,69,114,6.09,1020.8
Sorghum,1042.5,29.2,1,1,Cloudy,Chalky,West,42,80,67,4.5,1928.2
Wheat,1159.9,28.0,1,1,Cloudy,Sandy,East,134,60,62,5.38,2803.9
Sugarcane,1052.1,19.7,1,1,Rainy,Chalky,Central,64,76,104,7.0,5517.6
Barley,824.5,32.1,1,0,Windy,Silty,East,47,21,74,6.52,2253.3
Sorghum,1157.6,17.1,1,0,Windy,Loamy,Central,104,89,73,7.76,2264.8
Barley,707.8,39.1,0,0,Rainy,Loamy,South,101,50,30,7.74,2047.1
Wheat,955.4,32.2,0,0,Windy,Loamy,East,46,42,82,6.85,2481.4
Wheat,1124.9,43.7,0,0,Sunny,Sandy,Central,46,95,76,6.75,2187.7
Wheat,1073.0,29.3,0,0,Windy,Sandy,East,47,73,62,6.55,2146.0
Soybean,1079.7,32.5,1,1,Rainy,Clay,East,58,47,96,4.5,2576.3
Soybean,1072.2,25.3,0,0,Windy,Loamy,Central,56,98,119,5.38,2130.3
Maize,585.4,26.7,0,1,Stormy,Silty,Central,50,38,44,6.58,2469.1
Maize,905.3,20.7,0,1,Cloudy,Chalky,North,88,95,43,6.99,2614.4
Wheat,627.2,18.3,1,1,Sunny,Silty,East,50,67,52,6.73,3057.7
Sugarcane,813.2,28.1,0,1,Stormy,Chalky,West,80,21,83,5.79,4895.2
Rice,549.3,26.7,1,1,Stormy,Loamy,East,101,30,37,7.25,3033.7
Soybean,1003.5,20.5,1,0,Rainy,Loamy,East,91,63,83,7.69,2481.9
Sugarcane,310.5,21.6,1,0,Cloudy,Loamy,Central,105,78,65,7.25,5226.9
Cotton,1085.2,27.2,0,0,Cloudy,Sandy,East,107,78,113,7.29,1248.4
Soybean,904.6,20.4,1,0,Sunny,Chalky,East,131,57,81,6.05,2130.7
Soybean,1470.6,29.1,0,1,Rainy,Sandy,West,136,44,35,7.36,2428.0
Maize,838.6,20.6,0,1,Sunny,Sandy,Central,114,40,57,6.62,2886.8
Rice,838.5,28.5,0,1,Windy,Peaty,East,106,61,79,6.91,2865.9
Rice,1104.8,20.1,1,0,Stormy,Silty,South,79,55,67,6.79,3085.7
Sorghum,856.1,20.1,1,0,Sunny,Silty,North,44,28,59,6.4,2101.7
Barley,982.4,12.8,0,0,Stormy,Clay,West,124,31,110,5.81,1830.3
Barley,1198.3,26.0,1,0,Rainy,Sandy,East,61,29,102,6.43,2554.7
Barley,819.7,35.7,1,1,Windy,Chalky,South,76,78,83,7.29,1895.2
Barley,1258.6,35.4,1,1,Rainy,Peaty,East,50,24,100,6.15,2687.4
Cotton,396.3,28.9,0,0,Windy,Peaty,East,83,52,75,7.21,752.6
Cotton,1381.0,15.0,1,0,Windy,Silty,Central,125,88,57,7.09,1994.9
Soybean,363.6,32.1,1,1,Stormy,Sandy,Central,92,99,46,6.26,1702.7
Wheat,1305.7,28.4,0,1,Rainy,Clay,Central,116,82,77,7.61,2653.2
Maize,340.1,24.6,1,1,Rainy,Sandy,South,100,48,73,6.22,3087.2
Maize,1494.2,34.2,0,1,Sunny,Loamy,East,106,37,89,7.71,3414.0
Barley,948.3,30.7,1,0,Rainy,Sandy,North,52,25,89,6.85,2070.1
Soybean,616.5,38.8,1,1,Sunny,Loamy,West,131,72,34,6.49,2400.1
Sorghum,1459.5,18.6,1,1,Cloudy,Loamy,Central,50,51,98,5.79,2540.5
Sugarcane,573.3,19.0,1,1,Cloudy,Clay,Central,50,61,107,6.43,5188.7
Wheat,831.8,20.0,1,1,Cloudy,Chalky,East,124,66,99,6.34,2458.6
Soybean,1681.4,25.3,1,0,Rainy,Silty,East,124,50,36,5.49,2678.8
Wheat,1018.7,36.5,0,0,Rainy,Sandy,South,46,81,82,6.33,1970.5
Wheat,292.2,23.3,1,0,Sunny,Loamy,South,56,75,46,5.86,2681.6
Wheat,818.0,23.4,1,0,Windy,Sandy,Central,87,30,88,6.97,2461.4
Soybean,791.5,29.5,1,0,Sunny,Chalky,East,53,45,38,7.55,1924.7
Barley,956.6,32.1,0,0,Cloudy,Silty,North,102,46,51,5.52,2220.8
Maize,886.7,13.6,0,1,Sunny,Chalky,West,103,76,74,7.87,3037.0
Maize,1063.8,33.2,0,1,Windy,Silty,East,136,46,102,6.4,2850.8
Barley,441.6,23.1,1,1,Rainy,Peaty,East,114,78,88,5.72,2679.6
Wheat,735.6,26.4,1,1,Sunny,Silty,South,116,81,109,7.11,3268.6
Sugarcane,993.6,35.5,0,0,Cloudy,Clay,West,104,39,42,6.14,5099.4
Rice,671.4,25.7,0,1,Cloudy,Chalky,Central,73,22,112,6.43,3015.3
Soybean,1228.8,17.8,0,0,Rainy,Loamy,East,48,35,41,6.18,2119.2
Rice,677.4,18.2,1,1,Sunny,Peaty,Central,116,63,65,5.85,3234.7
Sorghum,943.0,26.8,0,1,Windy,Clay,East,76,98,39,7.08,2137.0
Barley,868.5,25.0,1,1,Rainy,Sandy,Central,69,49,45,6.27,2655.7
Sugarcane,595.6,27.4,1,0,Sunny,Chalky,West,80,59,48,5.35,5231.7
Soybean,918.1,24.6,1,1,Stormy,Loamy,South,84,84,35,6.94,2318.8
Barley,506.4,34.4,0,0,Cloudy,Silty,West,86,48,33,5.54,1904.4
Wheat,766.9,27.1,1,0,Windy,Loamy,North,46,49,59,5.58,2575.5
Maize,909.1,16.4,0,1,Windy,Sandy,South,53,51,75,7.45,2645.9
Rice,471.8,31.9,0,0,Windy,Peaty,West,87,29,56,5.54,2607.9
Cotton,1087.1,38.4,0,0,Cloudy,Peaty,North,45,70,74,4.65,1108.2
Cotton,978.1,27.9,0,1,Sunny,Chalky,East,73,27,114,7.0,1569.8
Sugarcane,1059.6,28.4,1,1,Rainy,Peaty,East,119,70,66,6.26,5405.1
Wheat,900.7,22.3,1,1,Sunny,Chalky,Central,139,55,38,6.33,2892.5
Sorghum,554.8,25.5,1,1,Rainy,Chalky,South,85,74,90,6.25,1995.6
Rice,900.0,30.0,1,1,Windy,Chalky,East,98,54,64,6.69,3210.0
Wheat,1086.9,33.8,0,1,Sunny,Silty,South,109,55,76,5.9,2631.2
Rice,542.9,29.7,0,0,Windy,Clay,East,47,75,50,7.68,2776.1
Sugarcane,566.8,37.9,0,1,Stormy,Chalky,Central,63,55,46,5.32,4520.8
Sugarcane,826.2,27.6,0,1,Windy,Chalky,West,106,80,84,6.86,4819.7
Sorghum,788.6,20.3,1,0,Windy,Clay,Central,43,81,117,7.01,1991.1
Cotton,895.2,20.4,0,1,Rainy,Loamy,North,135,44,35,5.89,1799.2
Wheat,812.5,34.4,1,0,Stormy,Chalky,East,40,83,64,5.68,2040.6
Soybean,948.0,33.0,0,1,Windy,Silty,North,73,79,79,7.31,2075.5
Cotton,1266.5,17.1,0,1,Windy,Peaty,North,48,76,66,5.71,1118.6
Wheat,1061.5,25.7,0,0,Stormy,Peaty,South,102,89,42,6.01,1803.3
Cotton,916.8,26.0,0,1,Stormy,Sandy,East,115,71,54,7.21,1156.8
Soybean,568.0,22.5,1,0,Sunny,Sandy,North,49,75,30,6.53,2129.1
Maize,683.4,18.5,1,1,Rainy,Peaty,West,49,82,78,5.06,3163.3
Maize,1152.5,22.4,1,1,Stormy,Peaty,North,89,87,64,7.9,3128.4
Sorghum,759.5,21.3,1,0,Stormy,Silty,West,83,39,112,6.08,2080.6
Maize,609.7,18.7,0,1,Cloudy,Clay,South,87,73,82,6.18,2749.6
Maize,1529.4,32.0,0,1,Stormy,Sandy,North,126,20,81,6.7,2626.0
Barley,1357.3,28.7,1,0,Rainy,Clay,Central,45,29,83,7.0,2490.7
Rice,862.7,24.2,1,1,Windy,Silty,South,127,42,105,8.07,3386.7
Barley,575.2,14.6,0,0,Windy,Peaty,West,63,70,76,5.17,1340.8
Barley,1117.0,25.2,0,1,Windy,Chalky,South,124,43,72,7.16,2101.3
Sorghum,753.0,30.1,1,0,Windy,Clay,North,134,32,49,7.09,1783.2
Barley,1166.6,22.6,1,1,Cloudy,Peaty,East,97,48,62,6.39,2565.8
Maize,753.3,20.1,1,0,Stormy,Peaty,East,103,77,45,7.13,2813.0
Soybean,1393.6,26.3,0,0,Windy,Loamy,West,133,62,107,7.25,2117.3
Sorghum,744.4,29.0,1,1,Sunny,Clay,West,95,29,36,5.39,2416.2
Sorghum,1609.4,15.0,1,1,Windy,Chalky,East,137,50,99,7.9,2323.8
Sugarcane,958.5,35.1,1,0,Stormy,Clay,West,121,93,50,5.25,5079.5
Sorghum,1315.3,19.5,1,1,Windy,Peaty,South,51,33,65,5.59,2128.9
Sugarcane,738.0,24.5,1,0,Cloudy,Chalky,Central,74,53,115,6.29,4952.9
Sorghum,506.6,34.1,0,1,Rainy,Silty,Central,110,36,83,8.04,2061.5
Rice,208.1,27.8,1,1,Rainy,Loamy,South,128,40,48,6.25,3388.4
Maize,1283.0,33.6,0,0,Stormy,Peaty,Central,45,86,54,6.47,2409.1
Sorghum,920.4,36.3,1,0,Rainy,Sandy,North,104,77,96,7.65,1717.5
Maize,525.7,18.2,1,1,Rainy,Sandy,South,119,98,82,6.26,3193.3
Maize,1295.5,32.4,1,1,Sunny,Loamy,West,99,27,104,5.56,3396.2
Cotton,1246.8,35.0,0,1,Stormy,Silty,South,107,57,77,6.17,1683.0
Sorghum,1314.7,24.7,0,1,Stormy,Peaty,East,68,45,71,7.6,1641.8
Wheat,498.1,25.2,0,1,Rainy,Clay,West,77,83,76,6.56,2346.5
Cotton,1273.9,15.5,1,0,Rainy,Loamy,East,131,49,71,8.04,2105.3
Wheat,1015.2,31.7,1,1,Rainy,Silty,West,61,28,31,7.09,3106.3
Maize,1328.3,11.8,0,1,Cloudy,Clay,Central,47,51,35,5.98,2809.6
Maize,1062.8,32.8,0,0,Windy,Sandy,South,102,30,75,6.54,2513.4
Cotton,951.9,18.5,1,0,Cloudy,Sandy,North,135,53,95,5.82,1200.2
Cotton,1278.0,35.3,0,0,Stormy,Clay,West,136,37,110,5.97,1040.9
Wheat,1155.6,29.4,1,1,Sunny,Loamy,West,52,38,69,8.5,3309.4
Sugarcane,1224.5,33.1,0,0,Windy,Sandy,East,66,73,87,7.31,4703.7
Wheat,753.6,22.1,0,0,Sunny,Peaty,Central,57,56,107,7.19,1881.5
Cotton,848.3,19.0,0,0,Stormy,Chalky,East,57,31,103,6.0,631.5
Soybean,379.9,16.4,1,0,Stormy,Clay,East,116,23,62,7.76,1542.9
Cotton,732.0,33.5,1,1,Sunny,Clay,Central,125,62,91,7.38,2012.3
Soybean,1137.1,31.0,0,1,Sunny,Sandy,North,101,46,41,8.01,2054.3
Rice,1069.3,31.2,1,1,Sunny,Loamy,East,53,70,78,7.97,3730.1
Cotton,606.1,28.7,1,0,Stormy,Peaty,East,50,24,117,5.32,1107.1
Rice,1284.7,30.3,1,0,Rainy,Loamy,West,125,25,107,5.61,3797.4
Sugarcane,1791.9,25.3,1,0,Sunny,Silty,Central,139,96,34,5.7,5936.6
Wheat,629.2,29.2,0,0,Windy,Silty,South,56,75,80,5.74,2249.4
Soybean,838.2,21.9,1,0,Stormy,Chalky,North,90,87,98,6.76,1828.8
Wheat,713.5,24.9,1,0,Cloudy,Sandy,North,135,63,61,6.05,2368.1
Rice,871.5,45.0,0,1,Cloudy,Sandy,Central,53,34,78,8.16,2537.9
Soybean,982.2,27.2,1,1,Windy,Sandy,West,96,61,89,8.02,2391.0
Wheat,690.8,15.2,1,0,Rainy,Chalky,West,132,30,75,6.49,2349.1
Cotton,816.9,24.5,1,1,Sunny,Silty,Central,45,92,97,8.06,2130.6
Maize,926.2,20.7,0,0,Stormy,Loamy,West,96,30,70,7.69,2422.9
Rice,1041.5,28.0,0,0,Sunny,Chalky,North,43,85,110,6.14,2697.4
Wheat,1339.9,21.7,1,1,Stormy,Chalky,North,50,46,96,4.89,2485.8
Rice,895.7,25.7,1,0,Cloudy,Loamy,South,113,77,42,6.33,3555.5
Barley,731.4,22.6,0,1,Sunny,Sandy,Central,131,91,47,5.98,2385.8
Rice,1108.9,28.2,0,0,Windy,Peaty,East,50,40,116,6.67,2784.6
Soybean,1020.1,23.2,0,0,Rainy,Loamy,East,138,40,80,6.57,2312.4
Barley,842.2,29.1,1,1,Windy,Silty,South,118,91,65,6.55,2713.7
Sorghum,1045.5,38.7,1,0,Rainy,Clay,South,47,20,110,6.92,2041.8
Soybean,785.1,20.1,0,0,Sunny,Clay,West,123,77,63,5.53,2175.7
Maize,740.9,31.3,1,0,Sunny,Chalky,South,98,32,41,6.83,2716.3
Barley,330.2,12.3,1,1,Rainy,Clay,South,60,92,34,6.15,2468.2
Sorghum,801.6,25.6,1,0,Cloudy,Peaty,East,104,25,77,6.66,1820.4
Cotton,371.2,28.4,1,0,Stormy,Sandy,West,132,77,69,7.27,1042.6
Rice,708.2,22.5,1,0,Windy,Silty,South,63,36,42,5.52,3006.3
Wheat,1073.8,16.3,1,1,Windy,Peaty,South,69,92,55,6.27,2429.1
Sugarcane,448.4,26.8,1,1,Windy,Silty,West,138,31,43,6.41,5585.5
Rice,843.0,36.2,0,1,Sunny,Silty,Central,136,71,40,6.09,3139.5
Sorghum,919.6,26.1,0,1,Windy,Sandy,West,123,95,67,7.22,1855.8
Rice,828.4,30.4,0,1,Stormy,Chalky,East,96,89,109,5.92,2654.1
Maize,755.6,33.8,0,0,Stormy,Clay,Central,119,92,86,6.06,2132.2
Cotton,997.6,41.8,0,1,Rainy,Sandy,North,112,71,51,5.93,1415.4
Sugarcane,1039.2,20.7,0,1,Sunny,Peaty,West,134,56,45,7.37,5305.4
Barley,900.5,21.3,0,0,Stormy,Chalky,East,56,22,106,6.11,1532.1
Barley,772.3,25.2,0,1,Cloudy,Peaty,Central,98,27,105,6.87,2154.1
Barley,1159.4,30.7,0,0,Sunny,Chalky,West,70,29,111,8.08,2096.1
Sorghum,506.8,13.1,1,1,Sunny,Peaty,South,103,66,58,6.44,2082.9
Soybean,1106.2,30.9,1,0,Stormy,Sandy,West,87,60,111,7.39,1778.9
Soybean,1025.9,27.9,0,0,Cloudy,Chalky,North,62,83,31,7.84,1711.4
Wheat,959.7,23.8,1,1,Rainy,Chalky,West,109,61,83,7.32,2878.8
Sugarcane,897.0,29.6,1,1,Stormy,Silty,Central,69,62,31,6.49,5210.3
Barley,333.0,32.3,0,0,Cloudy,Silty,Central,94,28,32,7.01,1903.3
Soybean,1316.2,33.2,0,0,Sunny,Loamy,West,46,33,85,5.47,2070.4
