farm_id,region,crop_type,yield_kg_per_hectare,rainfall_mm,temperature_C,pesticide_usage_ml,soil_pH,soil_moisture_%,humidity_%,sunlight_hours,total_days,sowing_date,harvest_date,irrigation_type,fertilizer_type,crop_disease_status,NDVI_index
FARM19572,Mexico,Potatoes,22351.9,758.0,23.33,3446893.0,5.65,36.3,45.51,8.62,120,1999-01-15,1999-05-15,Flood,NPK 15-15-15,None,0.85
FARM19573,Mexico,Potatoes,22351.9,758.0,19.27,3446893.0,5.92,32.77,46.09,8.83,114,1999-01-15,1999-05-15,Flood,Urea,None,0.8
FARM19574,Mexico,Potatoes,22351.9,758.0,16.18,3446893.0,5.96,33.87,52.32,8.27,111,1999-01-15,1999-05-15,Sprinkler,Organic Compost,None,0.84
FARM19575,Mexico,Potatoes,22351.9,758.0,20.86,3446893.0,5.53,42.07,55.5,8.33,117,1999-01-15,1999-05-15,Drip,Organic Compost,None,0.82
FARM19576,Mexico,"Rice, paddy",4776.2,758.0,16.09,3446893.0,6.65,42.12,50.74,7.44,122,1999-01-15,1999-05-15,Flood,DAP,None,0.63
FARM19577,Mexico,"Rice, paddy",4776.2,758.0,20.86,3446893.0,6.92,34.82,60.75,9.4,129,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.67
FARM19578,Mexico,"Rice, paddy",4776.2,758.0,25.03,3446893.0,6.75,38.28,54.74,7.13,130,1999-01-15,1999-05-15,Drip,DAP,None,0.66
FARM19579,Mexico,"Rice, paddy",4776.2,758.0,19.74,3446893.0,6.83,40.43,56.65,7.69,127,1999-01-15,1999-05-15,Sprinkler,Urea,Mild,0.65
FARM19580,Mexico,"Rice, paddy",4776.2,758.0,23.33,3446893.0,6.56,33.6,55.6,7.42,130,1999-01-15,1999-05-15,Sprinkler,NPK 15-15-15,Severe,0.68
FARM19581,Mexico,"Rice, paddy",4776.2,758.0,19.27,3446893.0,6.17,29.3,55.91,8.55,117,1999-01-15,1999-05-15,Sprinkler,NPK 15-15-15,None,0.62
FARM19582,Mexico,"Rice, paddy",4776.2,758.0,16.18,3446893.0,6.22,39.28,57.78,7.39,115,1999-01-15,1999-05-15,Sprinkler,Urea,None,0.73
FARM19583,Mexico,"Rice, paddy",4776.2,758.0,20.86,3446893.0,6.61,40.31,58.38,7.88,120,1999-01-15,1999-05-15,Sprinkler,DAP,None,0.66
FARM19584,Mexico,Sorghum,2990.1,758.0,16.09,3446893.0,7.03,39.57,59.8,8.49,135,1999-01-15,1999-05-15,Sprinkler,DAP,None,0.62
FARM19585,Mexico,Sorghum,2990.1,758.0,20.86,3446893.0,7.68,33.96,54.62,6.89,132,1999-01-15,1999-05-15,Sprinkler,NPK 15-15-15,None,0.59
FARM19586,Mexico,Sorghum,2990.1,758.0,25.03,3446893.0,7.04,43.44,59.02,8.23,118,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.55
FARM19587,Mexico,Sorghum,2990.1,758.0,19.74,3446893.0,6.29,37.25,54.28,8.02,119,1999-01-15,1999-05-15,Drip,Urea,Mild,0.62
FARM19588,Mexico,Sorghum,2990.1,758.0,23.33,3446893.0,6.43,30.09,50.36,7.09,134,1999-01-15,1999-05-15,Sprinkler,NPK 15-15-15,None,0.61
FARM19589,Mexico,Sorghum,2990.1,758.0,19.27,3446893.0,7.5,27.85,48.28,7.29,135,1999-01-15,1999-05-15,Drip,Urea,None,0.54
FARM19590,Mexico,Sorghum,2990.1,758.0,16.18,3446893.0,6.62,34.34,52.86,7.65,129,1999-01-15,1999-05-15,Drip,DAP,Moderate,0.5
FARM19591,Mexico,Sorghum,2990.1,758.0,20.86,3446893.0,6.72,36.95,58.22,7.91,126,1999-01-15,1999-05-15,Sprinkler,NPK 15-15-15,None,0.65
FARM19592,Mexico,Soybeans,1636.6,758.0,16.09,3446893.0,6.26,34.39,55.66,8.89,113,1999-01-15,1999-05-15,Flood,NPK 15-15-15,None,0.48
FARM19593,Mexico,Soybeans,1636.6,758.0,20.86,3446893.0,7.15,45.8,55.33,9.18,106,1999-01-15,1999-05-15,Flood,Organic Compost,None,0.42
FARM19594,Mexico,Soybeans,1636.6,758.0,25.03,3446893.0,6.78,37.85,51.65,7.14,113,1999-01-15,1999-05-15,Sprinkler,Urea,None,0.48
FARM19595,Mexico,Soybeans,1636.6,758.0,19.74,3446893.0,6.33,30.96,49.16,9.78,110,1999-01-15,1999-05-15,Flood,Urea,None,0.49
FARM19596,Mexico,Soybeans,1636.6,758.0,23.33,3446893.0,6.25,24.48,51.03,7.38,109,1999-01-15,1999-05-15,Sprinkler,Organic Compost,None,0.49
FARM19597,Mexico,Soybeans,1636.6,758.0,19.27,3446893.0,6.71,37.0,50.87,9.21,122,1999-01-15,1999-05-15,Sprinkler,NPK 15-15-15,None,0.48
FARM19598,Mexico,Soybeans,1636.6,758.0,16.18,3446893.0,6.62,40.77,54.01,8.89,117,1999-01-15,1999-05-15,Flood,NPK 15-15-15,None,0.35
FARM19599,Mexico,Soybeans,1636.6,758.0,20.86,3446893.0,6.89,45.15,49.86,6.94,106,1999-01-15,1999-05-15,Drip,DAP,None,0.51
FARM19600,Mexico,Sweet potatoes,19310.4,758.0,16.09,3446893.0,6.09,34.82,57.73,6.62,125,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.83
FARM19601,Mexico,Sweet potatoes,19310.4,758.0,20.86,3446893.0,5.81,44.44,56.66,7.84,110,1999-01-15,1999-05-15,Flood,NPK 15-15-15,Severe,0.87
FARM19602,Mexico,Sweet potatoes,19310.4,758.0,25.03,3446893.0,5.71,29.03,51.47,8.47,120,1999-01-15,1999-05-15,Drip,Organic Compost,None,0.75
FARM19603,Mexico,Sweet potatoes,19310.4,758.0,19.74,3446893.0,5.84,34.11,46.01,7.76,122,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.86
FARM19604,Mexico,Sweet potatoes,19310.4,758.0,23.33,3446893.0,5.71,30.76,46.77,7.78,118,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.82
FARM19605,Mexico,Sweet potatoes,19310.4,758.0,19.27,3446893.0,5.85,39.79,56.79,8.1,122,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.82
FARM19606,Mexico,Sweet potatoes,19310.4,758.0,16.18,3446893.0,5.91,29.32,52.73,6.49,130,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.85
FARM19607,Mexico,Sweet potatoes,19310.4,758.0,20.86,3446893.0,5.59,37.84,50.4,7.83,130,1999-01-15,1999-05-15,Drip,Urea,None,0.85
FARM19608,Mexico,Wheat,4631.0,758.0,16.09,3446893.0,7.02,29.62,56.07,7.1,134,1999-01-15,1999-05-15,Sprinkler,NPK 15-15-15,None,0.66
FARM19609,Mexico,Wheat,4631.0,758.0,20.86,3446893.0,6.67,44.62,50.27,7.45,150,1999-01-15,1999-05-15,Sprinkler,Organic Compost,None,0.62
FARM19610,Mexico,Wheat,4631.0,758.0,25.03,3446893.0,6.51,33.96,42.84,6.72,142,1999-01-15,1999-05-15,Sprinkler,Urea,None,0.65
FARM19611,Mexico,Wheat,4631.0,758.0,19.74,3446893.0,6.68,37.72,50.28,6.69,145,1999-01-15,1999-05-15,Sprinkler,Organic Compost,None,0.62
FARM19612,Mexico,Wheat,4631.0,758.0,23.33,3446893.0,6.88,26.88,50.56,8.0,136,1999-01-15,1999-05-15,Drip,DAP,None,0.61
FARM19613,Mexico,Wheat,4631.0,758.0,19.27,3446893.0,6.83,28.35,51.99,7.63,148,1999-01-15,1999-05-15,Drip,NPK 15-15-15,None,0.66
FARM19614,Mexico,Wheat,4631.0,758.0,16.18,3446893.0,6.95,31.96,58.56,9.06,146,1999-01-15,1999-05-15,Sprinkler,Urea,None,0.67
FARM19615,Mexico,Wheat,4631.0,758.0,20.86,3446893.0,7.11,40.08,53.77,7.44,144,1999-01-15,1999-05-15,Flood,DAP,None,0.66
FARM19616,Mexico,Cassava,11328.4,758.0,16.11,3446893.0,6.46,39.12,55.86,8.34,264,2000-01-15,2000-05-15,Flood,NPK 15-15-15,Mild,0.75
FARM19617,Mexico,Cassava,11328.4,758.0,21.12,3446893.0,6.1,41.26,57.91,8.69,273,2000-01-15,2000-05-15,Sprinkler,DAP,None,0.72
FARM19618,Mexico,Cassava,11328.4,758.0,25.16,3446893.0,5.63,28.28,45.02,7.89,275,2000-01-15,2000-05-15,Flood,Organic Compost,None,0.82
FARM19619,Mexico,Cassava,11328.4,758.0,20.19,3446893.0,5.91,38.36,60.01,7.94,268,2000-01-15,2000-05-15,Flood,Urea,None,0.73
FARM19620,Mexico,Cassava,11328.4,758.0,23.07,3446893.0,5.65,33.03,58.91,8.73,276,2000-01-15,2000-05-15,Rainfed,NPK 15-15-15,None,0.76
FARM19621,Mexico,Cassava,11328.4,758.0,19.29,3446893.0,6.59,31.79,53.74,8.81,272,2000-01-15,2000-05-15,Sprinkler,Urea,None,0.76
FARM19622,Mexico,Cassava,11328.4,758.0,16.9,3446893.0,6.7,33.14,53.82,8.23,277,2000-01-15,2000-05-15,Flood,Organic Compost,None,0.82
FARM19623,Mexico,Cassava,11328.4,758.0,21.12,3446893.0,6.23,35.25,58.65,8.86,265,2000-01-15,2000-05-15,Sprinkler,Urea,None,0.79
FARM19624,Mexico,Maize,2462.0,758.0,16.11,3446893.0,6.8,39.13,54.73,7.9,119,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.59
FARM19625,Mexico,Maize,2462.0,758.0,21.12,3446893.0,6.59,41.44,54.7,6.87,125,2000-01-15,2000-05-15,Rainfed,Organic Compost,Moderate,0.51
FARM19626,Mexico,Maize,2462.0,758.0,25.16,3446893.0,6.63,38.43,52.38,8.0,114,2000-01-15,2000-05-15,Flood,NPK 15-15-15,None,0.54
FARM19627,Mexico,Maize,2462.0,758.0,20.19,3446893.0,5.94,38.99,55.7,7.21,124,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.58
FARM19628,Mexico,Maize,2462.0,758.0,23.07,3446893.0,6.47,44.94,47.91,8.74,119,2000-01-15,2000-05-15,Flood,NPK 15-15-15,Mild,0.5
FARM19629,Mexico,Maize,2462.0,758.0,19.29,3446893.0,6.19,39.31,55.96,7.53,120,2000-01-15,2000-05-15,Drip,NPK 15-15-15,Moderate,0.58
FARM19630,Mexico,Maize,2462.0,758.0,16.9,3446893.0,6.6,34.76,51.86,8.46,114,2000-01-15,2000-05-15,Drip,Urea,Mild,0.51
FARM19631,Mexico,Maize,2462.0,758.0,21.12,3446893.0,6.48,38.73,50.89,7.1,121,2000-01-15,2000-05-15,Rainfed,DAP,Mild,0.56
FARM19632,Mexico,Potatoes,23942.0,758.0,16.11,3446893.0,6.48,44.37,59.5,6.91,109,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.82
FARM19633,Mexico,Potatoes,23942.0,758.0,21.12,3446893.0,6.12,31.48,51.27,7.57,113,2000-01-15,2000-05-15,Sprinkler,Urea,None,0.84
FARM19634,Mexico,Potatoes,23942.0,758.0,25.16,3446893.0,5.9,33.67,48.71,6.69,109,2000-01-15,2000-05-15,Drip,NPK 15-15-15,Mild,0.82
FARM19635,Mexico,Potatoes,23942.0,758.0,20.19,3446893.0,5.71,43.08,54.56,8.37,103,2000-01-15,2000-05-15,Sprinkler,DAP,None,0.84
FARM19636,Mexico,Potatoes,23942.0,758.0,23.07,3446893.0,6.39,34.38,57.69,8.72,107,2000-01-15,2000-05-15,Flood,DAP,None,0.83
FARM19637,Mexico,Potatoes,23942.0,758.0,19.29,3446893.0,5.79,39.65,63.82,8.21,101,2000-01-15,2000-05-15,Sprinkler,Organic Compost,None,0.91
FARM19638,Mexico,Potatoes,23942.0,758.0,16.9,3446893.0,5.92,42.27,59.96,8.86,106,2000-01-15,2000-05-15,Drip,NPK 15-15-15,None,0.9
FARM19639,Mexico,Potatoes,23942.0,758.0,21.12,3446893.0,5.81,29.55,57.8,8.29,106,2000-01-15,2000-05-15,Flood,Organic Compost,None,0.85
FARM19640,Mexico,"Rice, paddy",4180.5,758.0,16.11,3446893.0,6.36,33.79,55.69,7.41,112,2000-01-15,2000-05-15,Flood,NPK 15-15-15,None,0.63
FARM19641,Mexico,"Rice, paddy",4180.5,758.0,21.12,3446893.0,6.51,41.85,63.52,7.83,127,2000-01-15,2000-05-15,Drip,NPK 15-15-15,None,0.65
FARM19642,Mexico,"Rice, paddy",4180.5,758.0,25.16,3446893.0,5.81,35.2,52.06,7.85,112,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.62
FARM19643,Mexico,"Rice, paddy",4180.5,758.0,20.19,3446893.0,5.96,25.74,53.61,8.69,118,2000-01-15,2000-05-15,Flood,Urea,None,0.6
FARM19644,Mexico,"Rice, paddy",4180.5,758.0,23.07,3446893.0,6.62,33.28,53.84,7.81,123,2000-01-15,2000-05-15,Flood,DAP,None,0.63
FARM19645,Mexico,"Rice, paddy",4180.5,758.0,19.29,3446893.0,7.05,39.8,55.26,6.87,113,2000-01-15,2000-05-15,Rainfed,Urea,None,0.67
FARM19646,Mexico,"Rice, paddy",4180.5,758.0,16.9,3446893.0,6.62,42.21,50.14,6.68,128,2000-01-15,2000-05-15,Flood,NPK 15-15-15,None,0.64
FARM19647,Mexico,"Rice, paddy",4180.5,758.0,21.12,3446893.0,6.25,36.08,50.49,7.59,121,2000-01-15,2000-05-15,Drip,Urea,None,0.66
FARM19648,Mexico,Sorghum,3076.2,758.0,16.11,3446893.0,6.2,38.25,57.31,7.79,131,2000-01-15,2000-05-15,Drip,Urea,None,0.64
FARM19649,Mexico,Sorghum,3076.2,758.0,21.12,3446893.0,6.97,33.98,50.13,6.68,123,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.63
FARM19650,Mexico,Sorghum,3076.2,758.0,25.16,3446893.0,6.5,40.34,53.85,8.64,119,2000-01-15,2000-05-15,Drip,DAP,None,0.65
FARM19651,Mexico,Sorghum,3076.2,758.0,20.19,3446893.0,6.93,42.95,53.89,7.58,119,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,Mild,0.65
FARM19652,Mexico,Sorghum,3076.2,758.0,23.07,3446893.0,6.84,39.67,56.06,8.46,115,2000-01-15,2000-05-15,Flood,NPK 15-15-15,None,0.55
FARM19653,Mexico,Sorghum,3076.2,758.0,19.29,3446893.0,6.87,35.24,53.7,7.06,116,2000-01-15,2000-05-15,Sprinkler,Urea,None,0.57
FARM19654,Mexico,Sorghum,3076.2,758.0,16.9,3446893.0,6.71,38.0,57.32,8.48,134,2000-01-15,2000-05-15,Rainfed,Urea,None,0.58
FARM19655,Mexico,Sorghum,3076.2,758.0,21.12,3446893.0,6.83,40.59,46.04,6.93,130,2000-01-15,2000-05-15,Rainfed,Organic Compost,None,0.56
FARM19656,Mexico,Soybeans,1462.3,758.0,16.11,3446893.0,6.56,35.97,49.35,7.3,108,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.46
FARM19657,Mexico,Soybeans,1462.3,758.0,21.12,3446893.0,6.38,39.83,50.07,7.41,122,2000-01-15,2000-05-15,Flood,Urea,None,0.51
FARM19658,Mexico,Soybeans,1462.3,758.0,25.16,3446893.0,6.26,37.68,52.51,7.52,115,2000-01-15,2000-05-15,Drip,NPK 15-15-15,None,0.47
FARM19659,Mexico,Soybeans,1462.3,758.0,20.19,3446893.0,5.77,42.93,50.62,8.61,107,2000-01-15,2000-05-15,Sprinkler,DAP,Mild,0.5
FARM19660,Mexico,Soybeans,1462.3,758.0,23.07,3446893.0,6.54,39.33,55.22,8.04,111,2000-01-15,2000-05-15,Drip,DAP,None,0.43
FARM19661,Mexico,Soybeans,1462.3,758.0,19.29,3446893.0,7.13,33.34,55.75,6.95,113,2000-01-15,2000-05-15,Flood,Urea,None,0.43
FARM19662,Mexico,Soybeans,1462.3,758.0,16.9,3446893.0,6.86,42.85,53.56,6.88,121,2000-01-15,2000-05-15,Rainfed,Urea,Moderate,0.46
FARM19663,Mexico,Soybeans,1462.3,758.0,21.12,3446893.0,6.68,38.13,54.18,7.87,115,2000-01-15,2000-05-15,Drip,NPK 15-15-15,None,0.39
FARM19664,Mexico,Sweet potatoes,18816.0,758.0,16.11,3446893.0,5.64,35.13,54.01,7.55,124,2000-01-15,2000-05-15,Drip,Urea,None,0.82
FARM19665,Mexico,Sweet potatoes,18816.0,758.0,21.12,3446893.0,6.25,29.06,54.54,7.91,123,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.9
FARM19666,Mexico,Sweet potatoes,18816.0,758.0,25.16,3446893.0,5.86,36.99,49.22,6.42,116,2000-01-15,2000-05-15,Sprinkler,Urea,None,0.84
FARM19667,Mexico,Sweet potatoes,18816.0,758.0,20.19,3446893.0,6.45,45.0,55.33,9.53,129,2000-01-15,2000-05-15,Drip,Urea,None,0.84
FARM19668,Mexico,Sweet potatoes,18816.0,758.0,23.07,3446893.0,5.56,22.18,57.75,6.38,117,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.8
FARM19669,Mexico,Sweet potatoes,18816.0,758.0,19.29,3446893.0,5.64,22.38,49.25,7.57,123,2000-01-15,2000-05-15,Flood,NPK 15-15-15,None,0.84
FARM19670,Mexico,Sweet potatoes,18816.0,758.0,16.9,3446893.0,5.6,39.67,52.62,7.15,126,2000-01-15,2000-05-15,Drip,NPK 15-15-15,None,0.9
FARM19671,Mexico,Sweet potatoes,18816.0,758.0,21.12,3446893.0,5.38,37.01,50.67,6.76,113,2000-01-15,2000-05-15,Flood,Urea,None,0.82
FARM19672,Mexico,Wheat,4935.5,758.0,16.11,3446893.0,6.47,39.19,57.03,8.24,140,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,None,0.64
FARM19673,Mexico,Wheat,4935.5,758.0,21.12,3446893.0,6.84,33.2,56.63,7.58,149,2000-01-15,2000-05-15,Drip,NPK 15-15-15,Moderate,0.69
FARM19674,Mexico,Wheat,4935.5,758.0,25.16,3446893.0,6.55,25.12,44.31,6.82,134,2000-01-15,2000-05-15,Drip,Urea,Mild,0.68
FARM19675,Mexico,Wheat,4935.5,758.0,20.19,3446893.0,5.45,31.67,53.01,7.38,150,2000-01-15,2000-05-15,Drip,NPK 15-15-15,None,0.69
FARM19676,Mexico,Wheat,4935.5,758.0,23.07,3446893.0,7.18,43.63,52.42,8.27,148,2000-01-15,2000-05-15,Rainfed,Urea,None,0.6
FARM19677,Mexico,Wheat,4935.5,758.0,19.29,3446893.0,6.21,33.57,57.73,8.52,131,2000-01-15,2000-05-15,Sprinkler,NPK 15-15-15,Mild,0.73
FARM19678,Mexico,Wheat,4935.5,758.0,16.9,3446893.0,7.01,33.61,51.81,9.0,146,2000-01-15,2000-05-15,Rainfed,DAP,None,0.7
FARM19679,Mexico,Wheat,4935.5,758.0,21.12,3446893.0,6.81,22.68,56.2,8.01,136,2000-01-15,2000-05-15,Sprinkler,DAP,None,0.67
FARM19680,Mexico,Cassava,15320.8,758.0,15.98,3137330.0,6.74,26.81,57.03,7.34,261,2001-01-15,2001-05-15,Drip,NPK 15-15-15,Severe,0.81
FARM19681,Mexico,Cassava,15320.8,758.0,21.23,3137330.0,6.35,41.38,60.32,7.24,269,2001-01-15,2001-05-15,Sprinkler,Urea,Mild,0.83
FARM19682,Mexico,Cassava,15320.8,758.0,25.11,3137330.0,5.82,34.53,60.06,8.15,260,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.77
FARM19683,Mexico,Cassava,15320.8,758.0,20.15,3137330.0,5.75,40.78,56.95,8.8,278,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.85
FARM19684,Mexico,Cassava,15320.8,758.0,22.6,3137330.0,6.53,32.06,51.5,6.16,278,2001-01-15,2001-05-15,Flood,Organic Compost,None,0.79
FARM19685,Mexico,Cassava,15320.8,758.0,19.32,3137330.0,5.48,28.49,56.15,7.73,273,2001-01-15,2001-05-15,Drip,DAP,None,0.86
FARM19686,Mexico,Cassava,15320.8,758.0,16.37,3137330.0,6.07,34.52,57.98,6.73,261,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.88
FARM19687,Mexico,Cassava,15320.8,758.0,21.23,3137330.0,5.95,32.96,55.34,7.8,268,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.81
FARM19688,Mexico,Maize,2577.7,758.0,15.98,3137330.0,6.38,31.66,57.53,9.12,124,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.59
FARM19689,Mexico,Maize,2577.7,758.0,21.23,3137330.0,6.62,31.79,55.36,6.32,115,2001-01-15,2001-05-15,Sprinkler,Urea,None,0.53
FARM19690,Mexico,Maize,2577.7,758.0,25.11,3137330.0,6.57,35.15,55.49,6.41,127,2001-01-15,2001-05-15,Drip,Organic Compost,None,0.52
FARM19691,Mexico,Maize,2577.7,758.0,20.15,3137330.0,6.66,33.37,62.56,8.96,113,2001-01-15,2001-05-15,Sprinkler,NPK 15-15-15,None,0.59
FARM19692,Mexico,Maize,2577.7,758.0,22.6,3137330.0,6.55,31.17,45.31,8.0,114,2001-01-15,2001-05-15,Drip,Urea,None,0.52
FARM19693,Mexico,Maize,2577.7,758.0,19.32,3137330.0,6.65,44.85,59.38,7.73,111,2001-01-15,2001-05-15,Drip,Organic Compost,None,0.52
FARM19694,Mexico,Maize,2577.7,758.0,16.37,3137330.0,6.53,38.12,56.22,8.47,129,2001-01-15,2001-05-15,Sprinkler,Urea,None,0.47
FARM19695,Mexico,Maize,2577.7,758.0,21.23,3137330.0,6.27,36.62,50.07,9.15,118,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.51
FARM19696,Mexico,Potatoes,23779.9,758.0,15.98,3137330.0,5.8,35.5,50.45,7.96,105,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.94
FARM19697,Mexico,Potatoes,23779.9,758.0,21.23,3137330.0,5.55,39.16,54.45,7.73,120,2001-01-15,2001-05-15,Sprinkler,NPK 15-15-15,None,0.95
FARM19698,Mexico,Potatoes,23779.9,758.0,25.11,3137330.0,5.53,38.49,51.43,6.23,115,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.89
FARM19699,Mexico,Potatoes,23779.9,758.0,20.15,3137330.0,5.68,30.66,49.45,7.03,120,2001-01-15,2001-05-15,Sprinkler,DAP,None,0.92
FARM19700,Mexico,Potatoes,23779.9,758.0,22.6,3137330.0,5.76,28.17,52.42,6.26,106,2001-01-15,2001-05-15,Drip,Urea,None,0.88
FARM19701,Mexico,Potatoes,23779.9,758.0,19.32,3137330.0,5.81,24.46,58.33,7.77,108,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.83
FARM19702,Mexico,Potatoes,23779.9,758.0,16.37,3137330.0,6.12,44.79,61.86,8.88,107,2001-01-15,2001-05-15,Sprinkler,Urea,None,0.88
FARM19703,Mexico,Potatoes,23779.9,758.0,21.23,3137330.0,5.63,33.6,53.74,7.41,107,2001-01-15,2001-05-15,Drip,Organic Compost,None,0.87
FARM19704,Mexico,"Rice, paddy",4257.6,758.0,15.98,3137330.0,6.57,38.79,56.35,8.11,110,2001-01-15,2001-05-15,Rainfed,NPK 15-15-15,None,0.63
FARM19705,Mexico,"Rice, paddy",4257.6,758.0,21.23,3137330.0,6.54,36.84,55.72,8.44,125,2001-01-15,2001-05-15,Sprinkler,Urea,None,0.68
FARM19706,Mexico,"Rice, paddy",4257.6,758.0,25.11,3137330.0,6.29,40.39,55.95,8.06,121,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.65
FARM19707,Mexico,"Rice, paddy",4257.6,758.0,20.15,3137330.0,6.53,35.51,54.5,7.67,110,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.71
FARM19708,Mexico,"Rice, paddy",4257.6,758.0,22.6,3137330.0,6.85,29.19,53.94,6.65,116,2001-01-15,2001-05-15,Sprinkler,NPK 15-15-15,Mild,0.65
FARM19709,Mexico,"Rice, paddy",4257.6,758.0,19.32,3137330.0,6.57,30.64,52.59,8.31,122,2001-01-15,2001-05-15,Drip,Organic Compost,Mild,0.62
FARM19710,Mexico,"Rice, paddy",4257.6,758.0,16.37,3137330.0,6.58,34.07,55.03,8.7,118,2001-01-15,2001-05-15,Flood,Urea,None,0.69
FARM19711,Mexico,"Rice, paddy",4257.6,758.0,21.23,3137330.0,6.25,27.9,50.68,7.76,127,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.72
FARM19712,Mexico,Sorghum,3380.0,758.0,15.98,3137330.0,7.39,31.56,51.71,7.47,133,2001-01-15,2001-05-15,Rainfed,Urea,None,0.64
FARM19713,Mexico,Sorghum,3380.0,758.0,21.23,3137330.0,6.47,29.83,48.41,8.39,119,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.64
FARM19714,Mexico,Sorghum,3380.0,758.0,25.11,3137330.0,6.12,34.19,47.84,8.02,133,2001-01-15,2001-05-15,Sprinkler,NPK 15-15-15,None,0.66
FARM19715,Mexico,Sorghum,3380.0,758.0,20.15,3137330.0,7.0,33.35,50.04,9.03,130,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.55
FARM19716,Mexico,Sorghum,3380.0,758.0,22.6,3137330.0,6.66,36.43,53.74,7.38,134,2001-01-15,2001-05-15,Rainfed,Organic Compost,None,0.6
FARM19717,Mexico,Sorghum,3380.0,758.0,19.32,3137330.0,6.59,40.1,55.98,8.34,130,2001-01-15,2001-05-15,Sprinkler,Organic Compost,None,0.59
FARM19718,Mexico,Sorghum,3380.0,758.0,16.37,3137330.0,6.51,34.62,53.98,8.08,133,2001-01-15,2001-05-15,Drip,Organic Compost,None,0.66
FARM19719,Mexico,Sorghum,3380.0,758.0,21.23,3137330.0,7.36,28.32,49.87,7.78,115,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.59
FARM19720,Mexico,Soybeans,1650.3,758.0,15.98,3137330.0,6.72,25.59,64.46,7.27,107,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.42
FARM19721,Mexico,Soybeans,1650.3,758.0,21.23,3137330.0,6.79,36.64,51.46,8.35,121,2001-01-15,2001-05-15,Rainfed,DAP,None,0.43
FARM19722,Mexico,Soybeans,1650.3,758.0,25.11,3137330.0,6.66,32.5,48.92,9.02,122,2001-01-15,2001-05-15,Drip,Urea,None,0.46
FARM19723,Mexico,Soybeans,1650.3,758.0,20.15,3137330.0,6.69,35.04,47.48,6.14,122,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.49
FARM19724,Mexico,Soybeans,1650.3,758.0,22.6,3137330.0,7.09,37.48,54.61,7.87,123,2001-01-15,2001-05-15,Drip,DAP,None,0.41
FARM19725,Mexico,Soybeans,1650.3,758.0,19.32,3137330.0,6.51,43.04,61.46,8.21,114,2001-01-15,2001-05-15,Sprinkler,Urea,None,0.43
FARM19726,Mexico,Soybeans,1650.3,758.0,16.37,3137330.0,6.09,27.09,54.91,7.07,121,2001-01-15,2001-05-15,Flood,NPK 15-15-15,None,0.49
FARM19727,Mexico,Soybeans,1650.3,758.0,21.23,3137330.0,6.9,30.77,51.84,8.1,118,2001-01-15,2001-05-15,Flood,Organic Compost,None,0.45
FARM19728,Mexico,Sweet potatoes,19985.3,758.0,15.98,3137330.0,6.07,35.4,56.96,8.03,112,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.86
FARM19729,Mexico,Sweet potatoes,19985.3,758.0,21.23,3137330.0,5.94,30.13,54.46,8.32,112,2001-01-15,2001-05-15,Flood,Urea,Severe,0.82
FARM19730,Mexico,Sweet potatoes,19985.3,758.0,25.11,3137330.0,6.06,28.38,41.31,7.47,110,2001-01-15,2001-05-15,Sprinkler,Organic Compost,None,0.85
