State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year
Rajasthan,Cotton,Clay,DAP,54,63,40,264,25.26,1691,6.25,2003
Rajasthan,Cotton,Clay,NPK,67,53,185,173,28.02,1268,6.03,2024
Karnataka,Barley,Alluvial,DAP,135,104,135,205,18.89,2773,5.59,2009
Bihar,Groundnut,Loamy,Urea,53,67,56,271,24.97,1698,5.61,2001
Karnataka,Maize,Alluvial,NPK,24,91,190,67,21.59,2347,7.68,2007
Odisha,Barley,Clay,NPK,87,36,116,171,30.92,3219,7.2,2000
Haryana,Maize,Alluvial,DAP,79,14,28,293,27.28,2959,7.15,2005
Punjab,Barley,Sandy,Organic,110,15,90,213,27.9,3263,7.04,2010
Kerala,Wheat,Alluvial,Urea,12,106,132,210,26.55,1970,7.62,2009
Karnataka,Pulses,Black Soil,Compost,95,74,143,241,37.08,914,6.7,2012
Andhra Pradesh,Cotton,Alluvial,Compost,83,109,116,203,22.3,1114,7.68,2000
Tamil Nadu,Soybean,Black Soil,DAP,60,66,58,97,28.32,2477,6.4,2001
Maharashtra,Maize,Loamy,Urea,76,51,82,217,32.7,3471,7.82,2002
West Bengal,Millets,Clay,Urea,85,38,59,66,29.12,1663,7.25,2008
Karnataka,Sugarcane,Red Soil,DAP,102,104,90,217,36.54,70490,6.14,2004
Andhra Pradesh,Soybean,Red Soil,Urea,16,105,104,184,25.56,2363,6.91,2009
Kerala,Groundnut,Clay,Organic,22,21,21,106,27.27,1807,6.83,2009
Andhra Pradesh,Millets,Red Soil,DAP,129,108,32,57,19.79,604,5.84,2011
Maharashtra,Groundnut,Alluvial,Organic,75,108,63,177,30.16,1454,6.98,2017
Punjab,Sugarcane,Loamy,Urea,13,58,127,166,23.77,71792,6.29,2020
Andhra Pradesh,Barley,Loamy,DAP,97,80,68,105,21.22,2998,5.63,2020
Tamil Nadu,Rice,Clay,Urea,26,89,173,175,28.88,3278,7.87,2000
Andhra Pradesh,Wheat,Red Soil,DAP,61,44,12,208,28.63,3428,7.1,2002
Andhra Pradesh,Wheat,Alluvial,Urea,78,23,67,108,19.53,3279,7.69,2004
Andhra Pradesh,Groundnut,Loamy,Organic,30,71,192,107,31.94,1673,7.19,2024
Madhya Pradesh,Barley,Loamy,Organic,33,86,66,189,30.46,2090,6.39,2016
Madhya Pradesh,Wheat,Sandy,Urea,13,57,154,225,21.79,2978,6.78,2007
Punjab,Barley,Sandy,DAP,12,119,176,208,27.38,1509,7.19,2016
Karnataka,Soybean,Loamy,Compost,77,68,99,157,32.38,1505,7.9,2008
Andhra Pradesh,Pulses,Clay,Organic,110,87,64,260,28.58,1307,6.13,2005
Telangana,Wheat,Black Soil,Organic,63,51,54,240,25.91,2561,7.69,2016
Haryana,Soybean,Black Soil,Compost,44,10,10,123,24.45,1796,7.81,2007
Telangana,Soybean,Alluvial,Urea,65,20,30,216,30.19,1672,7.18,2020
Karnataka,Sugarcane,Loamy,DAP,117,76,30,253,36.75,70151,7.83,2006
Punjab,Maize,Loamy,Urea,49,116,61,197,31.41,1962,6.49,2006
Bihar,Sugarcane,Loamy,NPK,77,22,91,150,19.51,65212,7.88,2014
Bihar,Soybean,Clay,Organic,55,56,180,97,27.21,2110,7.26,2006
Gujarat,Soybean,Sandy,NPK,87,52,189,282,35.78,2146,5.61,2021
Telangana,Rice,Loamy,Organic,15,47,76,120,19.9,5399,7.77,2007
Karnataka,Wheat,Loamy,Organic,26,43,122,165,37.74,2322,6.71,2008
Karnataka,Rice,Red Soil,NPK,108,53,53,231,36.94,4994,6.65,2014
Uttar Pradesh,Pulses,Clay,NPK,90,117,169,171,19.58,1053,6.92,2001
Odisha,Pulses,Alluvial,Urea,11,16,19,127,36.63,709,5.87,2006
West Bengal,Millets,Loamy,NPK,86,113,73,252,25.26,1739,6.67,2014
Kerala,Sugarcane,Red Soil,Urea,75,14,78,248,34.86,74457,7.58,2017
Uttar Pradesh,Wheat,Black Soil,Urea,61,75,77,78,26.36,2231,5.54,2021
Tamil Nadu,Wheat,Alluvial,Urea,101,114,37,251,26.81,3908,6.18,2017
Madhya Pradesh,Rice,Loamy,Organic,31,59,190,142,30.67,3105,5.51,2009
Madhya Pradesh,Barley,Loamy,Organic,120,5,125,122,33.46,3768,6.54,2021
Odisha,Soybean,Red Soil,NPK,116,53,60,149,18.69,2861,7.32,2017
Maharashtra,Wheat,Clay,Organic,76,40,190,225,29.85,3199,7.5,2000
Maharashtra,Soybean,Loamy,NPK,78,25,13,123,21.74,1578,7.86,2006
Punjab,Rice,Black Soil,Organic,93,41,88,260,24.92,4543,7.02,2002
Rajasthan,Barley,Loamy,DAP,112,28,26,233,24.96,2462,6.14,2013
Odisha,Sugarcane,Black Soil,DAP,48,59,117,144,27.37,63195,7.81,2011
West Bengal,Groundnut,Alluvial,NPK,22,29,83,66,24.68,1612,7.44,2013
Karnataka,Pulses,Alluvial,Organic,50,11,184,186,20.16,1539,6.94,2003
Maharashtra,Maize,Sandy,Organic,66,110,193,286,20.92,2983,7.24,2012
West Bengal,Soybean,Sandy,Urea,21,85,32,146,18.69,2176,7.81,2015
Andhra Pradesh,Groundnut,Black Soil,Compost,22,97,27,211,27.4,1861,7.28,2015
Telangana,Groundnut,Clay,NPK,129,98,138,222,37.05,2420,6.42,2021
Telangana,Soybean,Loamy,Compost,106,75,44,265,20.33,1574,7.28,2004
Rajasthan,Pulses,Loamy,Compost,66,101,73,58,36.89,944,5.6,2019
Haryana,Rice,Sandy,NPK,49,75,195,184,32.64,5368,6.47,2024
Karnataka,Barley,Black Soil,Organic,127,28,68,193,30.73,3501,6.52,2005
Kerala,Wheat,Loamy,NPK,89,15,10,68,30.89,4096,5.92,2005
Kerala,Cotton,Loamy,Compost,137,77,140,280,34.5,2033,5.56,2017
Tamil Nadu,Rice,Clay,Organic,44,16,76,183,20.15,3921,5.83,2005
Kerala,Cotton,Red Soil,DAP,12,39,46,163,28.08,1582,7.14,2006
Andhra Pradesh,Rice,Sandy,NPK,129,67,38,292,31.92,4484,7.51,2023
Andhra Pradesh,Millets,Sandy,NPK,14,72,98,188,29.72,1441,7.97,2023
Telangana,Rice,Red Soil,Organic,20,104,170,174,34.63,4497,6.37,2015
Odisha,Maize,Loamy,DAP,135,96,109,253,19.46,3978,7.0,2008
Rajasthan,Cotton,Clay,DAP,80,61,198,110,31.79,1943,7.84,2012
Punjab,Soybean,Clay,Organic,126,17,131,299,28.67,2634,5.92,2011
Tamil Nadu,Cotton,Sandy,Urea,115,27,99,91,25.58,1234,7.29,2018
Maharashtra,Rice,Clay,NPK,125,87,141,62,24.81,3964,7.39,2022
West Bengal,Soybean,Alluvial,NPK,76,110,23,189,30.4,2685,5.72,2022
Odisha,Wheat,Red Soil,Compost,40,105,170,134,35.79,1969,7.65,2000
Maharashtra,Rice,Loamy,Organic,84,43,159,251,27.91,4296,7.53,2007
Odisha,Wheat,Alluvial,Compost,80,92,185,69,34.46,2258,5.58,2003
Odisha,Cotton,Red Soil,Compost,75,84,140,99,26.04,1457,5.73,2020
Odisha,Groundnut,Black Soil,DAP,79,101,94,213,20.06,1298,5.62,2021
Telangana,Millets,Sandy,NPK,50,16,160,141,19.25,1819,6.34,2018
Kerala,Maize,Clay,Compost,29,38,30,137,19.04,3925,6.77,2020
Rajasthan,Rice,Black Soil,DAP,48,75,180,118,25.6,5587,6.83,2004
Punjab,Soybean,Clay,Organic,54,79,35,86,24.74,1374,6.17,2016
Kerala,Pulses,Alluvial,Compost,79,35,50,189,32.34,1540,7.78,2002
Odisha,Maize,Loamy,NPK,134,97,131,299,32.83,4732,6.42,2018
Gujarat,Groundnut,Loamy,Compost,100,66,47,148,19.03,2425,5.61,2000
Haryana,Barley,Loamy,Organic,79,17,97,174,22.43,3002,6.25,2022
Maharashtra,Groundnut,Clay,Compost,139,35,20,217,23.49,2228,6.83,2000
Karnataka,Rice,Black Soil,NPK,93,6,38,103,28.94,3673,6.52,2022
Uttar Pradesh,Maize,Loamy,DAP,98,107,69,179,20.9,4196,6.18,2019
Kerala,Groundnut,Black Soil,NPK,88,19,70,227,20.69,1241,5.83,2008
West Bengal,Pulses,Clay,DAP,122,61,156,90,36.84,849,7.55,2022
Telangana,Sugarcane,Alluvial,Urea,102,79,183,94,34.06,88699,7.99,2004
Tamil Nadu,Rice,Black Soil,NPK,81,38,186,152,21.62,4554,6.32,2006
Madhya Pradesh,Cotton,Alluvial,NPK,58,107,31,155,26.13,1154,6.45,2024
Punjab,Soybean,Clay,Organic,61,72,87,186,25.11,2797,7.05,2005
Karnataka,Wheat,Clay,Compost,42,79,122,239,33.79,3907,7.3,2016
Andhra Pradesh,Sugarcane,Sandy,DAP,31,33,194,177,28.19,61359,6.48,2021
Bihar,Groundnut,Clay,DAP,123,70,132,135,20.57,2393,7.76,2016
Gujarat,Rice,Clay,Organic,27,20,151,96,32.76,3815,6.9,2012
Madhya Pradesh,Maize,Red Soil,Organic,127,43,53,54,25.93,3266,6.63,2011
Uttar Pradesh,Soybean,Loamy,Compost,126,81,153,253,23.26,1998,7.12,2003
Karnataka,Maize,Sandy,Compost,46,41,106,50,25.51,1924,7.88,2007
Madhya Pradesh,Soybean,Sandy,NPK,73,85,86,93,27.95,1794,7.49,2004
Karnataka,Pulses,Sandy,Urea,88,25,149,199,24.86,559,5.6,2004
West Bengal,Rice,Red Soil,Compost,132,48,64,87,22.84,6007,6.33,2012
Gujarat,Cotton,Alluvial,Organic,53,23,60,292,25.97,2011,6.68,2010
Uttar Pradesh,Wheat,Clay,Compost,91,75,111,68,18.4,4197,6.29,2007
Andhra Pradesh,Wheat,Loamy,DAP,96,106,176,257,33.42,3596,7.25,2007
Odisha,Sugarcane,Black Soil,Urea,25,12,170,208,21.43,59463,7.57,2000
Maharashtra,Sugarcane,Alluvial,NPK,63,81,170,164,18.9,86979,7.33,2012
Andhra Pradesh,Maize,Clay,DAP,111,105,38,244,31.05,4346,7.97,2004
Odisha,Soybean,Red Soil,DAP,107,70,78,136,33.45,2050,6.18,2020
Bihar,Cotton,Clay,Urea,11,45,168,219,34.25,1260,7.69,2007
Telangana,Soybean,Clay,NPK,103,79,89,172,27.86,2568,7.42,2016
Rajasthan,Rice,Red Soil,Organic,68,92,40,131,22.12,5161,6.41,2022
Rajasthan,Barley,Sandy,NPK,78,74,121,203,32.72,3404,7.34,2022
Rajasthan,Wheat,Sandy,Compost,128,65,55,190,31.97,2214,5.76,2012
Punjab,Cotton,Loamy,DAP,101,30,106,107,22.93,1069,7.47,2008
Kerala,Rice,Loamy,Compost,54,75,61,195,36.03,4967,6.83,2001
Haryana,Barley,Sandy,Organic,33,107,147,116,20.1,2679,6.23,2018
Tamil Nadu,Sugarcane,Alluvial,Compost,100,87,83,171,37.61,56142,7.14,2019
Tamil Nadu,Barley,Black Soil,NPK,103,74,50,136,35.17,2629,7.1,2016
Kerala,Groundnut,Clay,Compost,67,111,86,180,31.74,1860,6.02,2006
Rajasthan,Cotton,Black Soil,Organic,137,33,140,104,36.74,1719,5.58,2002
Maharashtra,Barley,Clay,Organic,16,111,196,138,32.42,2049,6.58,2018
Uttar Pradesh,Maize,Sandy,Organic,56,107,123,268,21.82,3004,6.92,2018
Gujarat,Groundnut,Loamy,NPK,62,70,61,107,26.84,2144,7.69,2023
Uttar Pradesh,Sugarcane,Alluvial,Organic,47,23,171,285,19.45,87432,7.82,2008
Gujarat,Barley,Loamy,DAP,62,72,186,112,25.79,2124,6.82,2009
Uttar Pradesh,Maize,Black Soil,Organic,57,62,165,140,32.81,2480,7.38,2013
Haryana,Maize,Loamy,Compost,104,74,96,101,25.73,4389,6.6,2017
Punjab,Wheat,Sandy,Compost,73,117,118,280,24.61,2819,7.37,2014
Punjab,Rice,Alluvial,Compost,102,61,150,266,29.89,5947,6.01,2000
Rajasthan,Rice,Black Soil,NPK,134,41,78,175,35.41,5563,6.43,2024
Bihar,Barley,Alluvial,Compost,48,65,129,73,18.97,2154,7.09,2005
Odisha,Barley,Clay,NPK,13,96,76,121,25.71,2641,5.55,2014
Bihar,Barley,Loamy,NPK,135,34,70,58,21.18,3255,7.31,2024
Madhya Pradesh,Soybean,Alluvial,Organic,12,75,197,159,31.89,2036,7.59,2005
Punjab,Sugarcane,Red Soil,DAP,73,77,80,214,20.13,58388,6.5,2017
Punjab,Sugarcane,Loamy,Organic,38,29,161,143,31.28,88835,6.62,2000
Andhra Pradesh,Maize,Clay,Organic,125,101,198,166,23.73,3295,7.63,2023
Andhra Pradesh,Sugarcane,Alluvial,NPK,20,69,160,132,21.99,76700,7.44,2002
Odisha,Barley,Black Soil,NPK,106,119,39,230,36.69,3524,6.22,2016
West Bengal,Rice,Clay,Compost,111,10,197,129,18.39,4704,6.31,2015
Madhya Pradesh,Rice,Red Soil,Compost,30,22,155,201,26.75,5256,7.2,2007
Bihar,Cotton,Alluvial,Organic,48,14,105,285,18.45,2339,6.91,2016
Maharashtra,Wheat,Sandy,Urea,111,96,65,198,27.66,2912,5.91,2007
Andhra Pradesh,Maize,Loamy,Urea,55,15,62,149,28.01,2817,6.27,2016
Maharashtra,Sugarcane,Black Soil,Compost,75,101,16,89,24.43,85789,7.75,2024
Karnataka,Cotton,Sandy,Urea,100,69,106,152,20.66,1179,7.22,2008
Andhra Pradesh,Cotton,Alluvial,Compost,120,81,122,288,25.53,1307,7.96,2011
Haryana,Maize,Alluvial,NPK,91,105,134,111,31.42,4227,7.42,2024
West Bengal,Soybean,Clay,Organic,132,88,189,247,33.62,2860,7.85,2018
Madhya Pradesh,Cotton,Alluvial,DAP,108,69,141,118,28.6,2005,6.04,2003
Telangana,Soybean,Black Soil,Organic,44,56,171,191,29.78,1363,7.43,2020
Odisha,Cotton,Sandy,Compost,112,71,170,294,22.02,1459,5.55,2021
Karnataka,Cotton,Black Soil,Compost,138,86,130,158,23.75,1131,7.18,2024
Telangana,Wheat,Red Soil,Organic,34,109,47,219,21.25,3325,6.67,2010
Madhya Pradesh,Wheat,Red Soil,Compost,52,82,131,227,22.99,3221,6.37,2003
Bihar,Barley,Loamy,Urea,93,35,35,238,22.5,2511,7.66,2013
Rajasthan,Rice,Loamy,Urea,60,95,138,53,28.38,3041,7.64,2013
Haryana,Maize,Red Soil,Compost,139,21,13,121,29.24,3944,5.56,2005
Madhya Pradesh,Soybean,Alluvial,Compost,135,59,48,265,36.86,2495,7.02,2016
Haryana,Groundnut,Black Soil,Urea,78,114,63,252,21.92,1280,6.42,2001
Kerala,Maize,Red Soil,Compost,18,97,170,66,30.82,3716,6.54,2007
Haryana,Soybean,Loamy,Compost,11,40,42,163,34.32,1442,7.58,2003
Maharashtra,Rice,Red Soil,Organic,19,105,29,134,29.19,4821,6.27,2009
Kerala,Rice,Alluvial,DAP,123,30,25,106,23.1,5909,7.86,2006
Uttar Pradesh,Rice,Red Soil,Urea,85,57,158,267,23.26,5454,5.95,2003
Telangana,Soybean,Black Soil,Organic,94,21,182,156,18.8,1846,7.16,2015
Rajasthan,Wheat,Sandy,DAP,58,90,136,97,24.11,2528,7.18,2013
Kerala,Maize,Alluvial,Compost,79,29,96,221,32.87,4090,6.13,2015
Bihar,Cotton,Loamy,Compost,99,6,91,222,18.97,1472,6.31,2024
Karnataka,Maize,Black Soil,Organic,35,90,71,268,22.39,3461,7.59,2008
Madhya Pradesh,Sugarcane,Red Soil,Compost,81,9,40,257,32.1,88665,7.4,2003
Gujarat,Pulses,Red Soil,NPK,14,8,51,296,33.63,1599,6.32,2023
Karnataka,Cotton,Sandy,Organic,24,40,21,267,27.1,1820,6.83,2005
Uttar Pradesh,Barley,Loamy,DAP,132,10,74,166,31.94,3547,5.65,2000
Karnataka,Rice,Loamy,Organic,10,25,82,210,25.76,5694,6.02,2006
Punjab,Wheat,Clay,Urea,12,81,140,80,21.21,2453,6.71,2000
Bihar,Cotton,Loamy,Organic,56,105,124,161,25.96,1299,5.71,2018
Gujarat,Sugarcane,Sandy,Compost,104,93,146,96,29.58,58883,7.61,2007
Kerala,Groundnut,Clay,Compost,22,30,115,183,36.92,1149,7.3,2024
Kerala,Wheat,Clay,NPK,129,59,188,157,19.39,4331,7.86,2002
Kerala,Soybean,Red Soil,NPK,64,43,25,121,28.14,2239,7.23,2000
Uttar Pradesh,Sugarcane,Red Soil,NPK,75,88,87,120,24.58,84706,7.85,2000
Maharashtra,Sugarcane,Loamy,DAP,99,37,134,211,28.16,81841,6.89,2006
Telangana,Sugarcane,Clay,NPK,71,18,140,157,18.5,77907,7.0,2020
Madhya Pradesh,Groundnut,Red Soil,DAP,111,60,161,102,24.26,2025,7.94,2012
West Bengal,Cotton,Sandy,NPK,17,104,150,191,34.37,1135,7.11,2000
Tamil Nadu,Maize,Red Soil,DAP,106,85,139,65,29.07,4248,5.58,2015
Telangana,Rice,Alluvial,Organic,126,25,121,220,27.0,5174,7.31,2021
Uttar Pradesh,Cotton,Alluvial,Organic,73,50,136,165,23.71,1645,7.76,2021
Odisha,Maize,Red Soil,Compost,30,20,30,122,23.96,1760,7.49,2013
Bihar,Pulses,Clay,DAP,124,114,156,123,25.66,1529,6.96,2003
Madhya Pradesh,Sugarcane,Clay,Urea,94,20,98,130,34.68,85693,7.18,2022
Telangana,Sugarcane,Black Soil,Compost,29,88,56,61,37.31,73471,7.98,2022
Rajasthan,Pulses,Alluvial,Organic,17,33,159,177,26.77,1135,5.73,2011
Uttar Pradesh,Cotton,Sandy,DAP,67,96,170,119,25.86,1713,7.17,2024
Punjab,Rice,Clay,NPK,55,12,169,196,34.9,4112,6.21,2011
Tamil Nadu,Pulses,Loamy,Urea,40,92,94,284,26.53,744,7.1,2016
Punjab,Cotton,Alluvial,Organic,102,7,176,90,29.03,1621,7.02,2020
Kerala,Maize,Sandy,Compost,18,93,137,230,22.62,1866,5.88,2014
Tamil Nadu,Rice,Sandy,DAP,24,23,81,206,32.85,4396,6.02,2009
Telangana,Rice,Clay,Urea,103,101,51,247,28.63,5293,7.05,2002
Rajasthan,Maize,Sandy,DAP,38,70,18,108,34.15,2643,5.82,2022
Kerala,Millets,Clay,NPK,89,83,34,138,33.59,840,6.16,2019
West Bengal,Sugarcane,Red Soil,Compost,45,90,11,298,22.31,67080,7.59,2019
Bihar,Soybean,Alluvial,DAP,93,78,28,241,32.29,1978,6.32,2011
Odisha,Barley,Black Soil,Organic,118,86,29,73,33.97,2888,6.72,2000
Madhya Pradesh,Groundnut,Red Soil,Compost,127,26,79,266,24.92,2158,7.85,2000
Maharashtra,Wheat,Alluvial,Organic,46,50,26,193,21.46,4077,6.07,2009
Punjab,Rice,Clay,DAP,95,117,133,229,18.07,4250,6.47,2017
Punjab,Rice,Alluvial,Compost,80,95,98,129,27.01,5625,7.02,2014
Kerala,Wheat,Clay,Organic,102,17,103,183,25.05,2718,7.39,2001
Haryana,Millets,Red Soil,NPK,89,37,93,214,29.08,1368,7.75,2016
Tamil Nadu,Maize,Loamy,NPK,111,9,140,262,21.77,3534,7.79,2007
Andhra Pradesh,Maize,Loamy,DAP,23,94,96,181,35.16,2941,7.44,2021
West Bengal,Soybean,Alluvial,Compost,126,81,60,275,23.16,2689,6.07,2021
Madhya Pradesh,Millets,Loamy,Urea,82,31,91,141,22.54,1096,5.56,2008
Tamil Nadu,Millets,Clay,Compost,100,82,163,215,27.61,1014,6.46,2020
Haryana,Sugarcane,Sandy,NPK,99,28,193,218,27.97,83996,5.85,2019
Karnataka,Soybean,Clay,Organic,38,71,17,141,22.31,1582,7.28,2010
Tamil Nadu,Soybean,Sandy,Urea,58,115,174,130,23.44,1602,7.15,2005
Maharashtra,Groundnut,Red Soil,DAP,81,119,130,191,21.4,1163,5.61,2023
Madhya Pradesh,Cotton,Black Soil,Urea,51,67,164,120,32.35,1171,7.59,2013
Telangana,Wheat,Sandy,DAP,51,117,182,263,33.38,2849,6.12,2000
West Bengal,Millets,Loamy,Urea,114,98,13,228,27.24,1300,6.58,2006
Haryana,Rice,Clay,DAP,36,103,95,114,32.26,3605,7.17,2023
Karnataka,Soybean,Red Soil,DAP,67,52,137,270,32.69,1476,6.57,2008
Bihar,Groundnut,Loamy,Urea,55,67,119,101,20.78,2033,6.6,2010
Gujarat,Soybean,Red Soil,Urea,75,82,108,272,37.29,2536,5.66,2023
Haryana,Soybean,Black Soil,DAP,34,16,46,79,34.39,2732,6.5,2022
Gujarat,Groundnut,Clay,NPK,82,32,80,234,22.1,2316,7.41,2015
Madhya Pradesh,Groundnut,Alluvial,Urea,126,48,42,256,21.73,2481,7.79,2018
Punjab,Sugarcane,Clay,Compost,138,97,40,259,20.53,82138,6.53,2001
Haryana,Pulses,Black Soil,Organic,96,47,192,148,20.78,1177,6.56,2014
Bihar,Wheat,Clay,DAP,83,21,134,291,32.94,2112,7.26,2002
Odisha,Wheat,Alluvial,DAP,134,44,21,207,27.38,3686,7.86,2003
Kerala,Barley,Sandy,Organic,76,53,20,147,33.63,1880,6.17,2019
Gujarat,Groundnut,Red Soil,NPK,15,89,97,91,32.9,2095,6.6,2021
Kerala,Cotton,Alluvial,Organic,134,61,81,188,30.08,1606,7.49,2006
Maharashtra,Barley,Loamy,Urea,67,91,41,76,31.71,2990,7.02,2011
Odisha,Soybean,Black Soil,Organic,79,88,66,201,18.39,1494,5.78,2003
Kerala,Maize,Sandy,DAP,62,68,175,276,24.24,3162,7.07,2009
Uttar Pradesh,Rice,Loamy,Organic,75,79,197,216,30.74,4447,5.97,2005
Uttar Pradesh,Wheat,Loamy,Compost,67,61,95,121,18.21,2612,6.78,2024
Karnataka,Groundnut,Black Soil,Urea,91,102,28,292,18.68,1679,6.82,2021
West Bengal,Sugarcane,Sandy,Organic,96,78,125,67,35.01,55021,7.69,2013
Punjab,Soybean,Loamy,DAP,11,78,193,126,31.66,1843,6.66,2002
Madhya Pradesh,Groundnut,Loamy,Urea,46,111,23,94,23.31,1670,6.2,2016
Haryana,Sugarcane,Sandy,DAP,112,74,42,265,31.74,84346,6.08,2010
Andhra Pradesh,Rice,Clay,NPK,33,104,19,164,33.82,4286,7.69,2009
Maharashtra,Cotton,Loamy,Compost,121,92,89,136,24.14,1371,5.93,2020
Gujarat,Barley,Red Soil,NPK,74,80,73,189,18.74,3560,6.56,2009
Madhya Pradesh,Wheat,Sandy,Compost,138,47,199,226,36.62,3449,5.97,2009
Odisha,Barley,Loamy,Organic,126,27,77,271,24.9,2880,7.43,2002
Rajasthan,Sugarcane,Black Soil,Urea,125,31,101,208,20.14,71861,6.69,2023
Uttar Pradesh,Maize,Alluvial,Organic,114,62,134,141,27.83,4159,6.38,2014
Rajasthan,Rice,Red Soil,Compost,12,113,180,71,33.34,3465,6.4,2016
Bihar,Pulses,Alluvial,Compost,55,41,89,221,22.44,928,7.63,2017
Maharashtra,Cotton,Alluvial,Compost,64,10,68,141,23.39,1813,6.88,2018
Andhra Pradesh,Maize,Loamy,DAP,84,69,189,241,22.86,2255,7.29,2018
Haryana,Cotton,Red Soil,Urea,54,10,106,126,37.79,1903,7.74,2011
Karnataka,Wheat,Red Soil,Organic,86,54,28,74,21.96,3019,7.75,2023
Andhra Pradesh,Groundnut,Clay,Organic,33,26,158,157,29.5,1754,6.32,2004
Maharashtra,Millets,Alluvial,NPK,44,109,31,228,36.47,1584,7.88,2023
Andhra Pradesh,Pulses,Red Soil,Compost,33,92,18,287,20.95,792,5.56,2015
Maharashtra,Cotton,Clay,Compost,37,29,18,184,37.38,2047,6.44,2014
Maharashtra,Soybean,Sandy,Compost,25,83,36,158,36.91,2668,7.74,2014
Tamil Nadu,Maize,Clay,Organic,68,94,26,183,35.66,3112,6.19,2005
Gujarat,Wheat,Black Soil,NPK,24,76,181,73,22.3,3858,6.18,2011
Telangana,Soybean,Loamy,DAP,20,55,54,68,30.66,1181,6.26,2001
Rajasthan,Maize,Sandy,Urea,88,92,17,132,33.19,4172,7.03,2019
Telangana,Rice,Sandy,DAP,124,52,155,277,37.68,5108,6.6,2008
Telangana,Pulses,Black Soil,Organic,77,106,134,164,21.62,842,7.32,2003
Telangana,Groundnut,Clay,Compost,52,74,132,58,33.29,1352,7.74,2004
Kerala,Wheat,Loamy,Urea,78,103,42,161,24.78,2657,7.19,2020
Uttar Pradesh,Rice,Clay,Organic,84,110,10,213,21.52,4279,6.01,2007
Tamil Nadu,Sugarcane,Red Soil,Organic,112,69,15,151,26.42,85799,7.83,2021
Haryana,Rice,Clay,Organic,50,64,50,217,33.85,5805,6.16,2009
Tamil Nadu,Maize,Sandy,Urea,68,50,192,270,27.29,2211,5.87,2006
Punjab,Groundnut,Loamy,Urea,48,40,14,201,28.74,1229,5.72,2021
Punjab,Barley,Clay,NPK,12,62,196,97,37.86,3011,6.91,2013
Kerala,Wheat,Loamy,NPK,16,80,89,240,25.98,2463,5.78,2004
Uttar Pradesh,Cotton,Loamy,DAP,58,42,27,118,30.29,1122,5.85,2015
Andhra Pradesh,Maize,Red Soil,Urea,35,15,186,230,25.3,2919,6.25,2014
Gujarat,Cotton,Red Soil,Urea,110,16,91,231,25.85,1620,6.2,2004
Uttar Pradesh,Soybean,Sandy,Urea,88,46,74,219,31.89,1780,7.01,2002
Kerala,Barley,Black Soil,NPK,11,118,92,168,36.72,2752,7.54,2022
Maharashtra,Rice,Loamy,Organic,136,43,191,94,28.83,5305,7.4,2009
Odisha,Sugarcane,Black Soil,Compost,29,75,198,174,33.34,58388,6.16,2004
Gujarat,Groundnut,Sandy,NPK,126,15,145,267,19.8,2481,6.11,2022
West Bengal,Sugarcane,Loamy,Urea,41,40,140,63,22.23,73987,7.91,2014
Rajasthan,Cotton,Loamy,NPK,37,56,34,280,28.03,1535,5.52,2017
Gujarat,Wheat,Alluvial,DAP,86,35,78,206,18.42,2534,7.7,2024
Kerala,Pulses,Black Soil,Urea,10,37,192,293,23.06,649,6.0,2007
Maharashtra,Sugarcane,Clay,DAP,65,17,177,183,28.34,69437,7.87,2020
Maharashtra,Rice,Red Soil,Urea,44,22,91,184,18.32,3640,6.36,2001
Karnataka,Wheat,Clay,NPK,121,45,187,86,23.3,3174,6.6,2021
Telangana,Barley,Black Soil,Organic,39,62,126,102,28.27,1862,7.27,2007
Uttar Pradesh,Rice,Red Soil,Compost,63,60,104,67,29.45,4679,6.97,2022
Maharashtra,Sugarcane,Clay,DAP,45,28,42,264,36.48,81698,6.29,2007
Punjab,Sugarcane,Alluvial,NPK,89,77,120,285,30.89,73683,6.88,2003
Telangana,Soybean,Red Soil,Organic,67,35,155,87,26.29,2388,7.33,2018
Haryana,Cotton,Loamy,NPK,92,59,134,236,36.57,2204,5.61,2022
Odisha,Maize,Clay,DAP,74,109,194,178,33.67,3486,5.53,2017
Kerala,Cotton,Red Soil,Compost,78,14,25,245,22.01,1590,6.65,2020
Rajasthan,Groundnut,Alluvial,NPK,137,64,89,292,20.63,1895,5.83,2022
Uttar Pradesh,Millets,Red Soil,Urea,60,6,47,93,31.5,1718,7.16,2000
Madhya Pradesh,Rice,Red Soil,Organic,31,106,178,96,29.18,3171,6.04,2019
Punjab,Sugarcane,Alluvial,NPK,116,19,144,84,33.77,66075,6.58,2014
Bihar,Rice,Clay,Organic,118,7,87,264,32.75,5700,5.99,2017
West Bengal,Rice,Sandy,Urea,125,47,190,268,30.49,6030,6.87,2021
Andhra Pradesh,Soybean,Clay,Compost,110,35,72,109,37.69,2685,5.79,2011
Maharashtra,Wheat,Black Soil,Compost,109,74,121,139,28.66,2787,5.56,2000
Madhya Pradesh,Groundnut,Alluvial,Urea,77,71,98,101,20.28,1320,5.63,2006
Maharashtra,Wheat,Clay,Organic,45,60,169,57,34.54,3843,7.89,2018
Gujarat,Sugarcane,Red Soil,NPK,31,67,47,156,23.04,57597,5.86,2000
