Year,State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
2004,Maharashtra,Other Cereals,Kharif,75000.0,1052.0,8125500.0,15750.0,0.474138
2004,Bihar,Rapeseed &Mustard,Rabi,83112.0,1147.8,9004354.08,17453.52,0.866579
2018,Jharkhand,Horse-gram,Kharif,17053.0,1222.7,2765996.6,5968.55,0.625714
2011,West Bengal,Small millets,Kharif,1020.0,1686.5,170870.4,336.6,0.51
2017,Himachal Pradesh,Linseed,Rabi,803.0,1182.2,126424.32,305.14,0.295
2017,Bihar,Sannhamp,Kharif,821.0,1112.0,129258.24,311.98,0.86
2007,Jharkhand,Gram,Rabi,14932.22,1444.7,1991958.15,2389.16,0.88
2009,Kerala,Tobacco,Whole Year,29.0,2821.5,4518.78,4.93,1.17
2019,Assam,Rapeseed &Mustard,Rabi,287447.0,2084.7,49371896.72,106355.39,0.583704
2011,Andhra Pradesh,Soyabean,Kharif,130488.0,861.9,21859349.76,43061.04,1.570769
2020,Uttarakhand,Potato,Kharif,6020.0,1313.9,1165532.2,2227.4,9.942
2010,Gujarat,Rapeseed &Mustard,Rabi,222700.0,1107.5,36992697.0,53448.0,1.562
2016,Bihar,Onion,Rabi,13634.0,1205.6,2089410.5,4771.9,10.708649
2015,Puducherry,Ragi,Kharif,34.0,1980.6,5368.94,11.22,2.195
2000,West Bengal,Mesta,Kharif,10891.0,1907.7,1069169.47,2831.66,6.860833
2011,Madhya Pradesh,Sannhamp,Kharif,3283.0,852.6,549968.16,1083.39,1.528974
2013,Andhra Pradesh,Ginger,Kharif,358.0,1062.3,51727.42,96.66,5.35
2004,Chhattisgarh,Turmeric,Whole Year,738.0,1122.8,79954.92,154.98,1.040625
2013,West Bengal,Coconut,Whole Year,29300.0,1939.9,4233557.0,7911.0,12507.61667
2000,Odisha,Safflower,Rabi,1390.0,1066.0,136456.3,361.4,0.546
2003,Kerala,Tobacco,Whole Year,76.0,2386.0,7522.48,18.24,5.57
2016,Uttarakhand,Linseed,Rabi,25.0,1580.9,3831.25,8.75,0.253333
2012,Puducherry,Rice,Kharif,3559.0,1098.3,536697.2,1103.29,3.076667
2003,Karnataka,Tobacco,Whole Year,98050.0,867.6,9704989.0,23532.0,0.574286
2018,Jammu and Kashmir,Wheat,Rabi,288387.0,1016.3,46776371.4,100935.45,1.687143
2010,Uttar Pradesh,Gram,Rabi,570289.0,742.6,94730705.79,136869.36,1.031159
2017,Maharashtra,Maize,Kharif,694785.0,1129.5,109386950.4,264018.3,2.253462
2015,Himachal Pradesh,Garlic,Rabi,4404.0,1223.2,695435.64,1453.32,1.164
2005,Chhattisgarh,Khesari,Rabi,458064.0,1292.7,54931034.88,96193.44,0.456667
2007,Karnataka,Other  Rabi pulses,Rabi,34421.0,1323.3,4591761.4,5507.36,0.269643
2002,Chhattisgarh,Other  Rabi pulses,Rabi,1156.0,1001.4,109438.52,289.0,0.314286
2002,Nagaland,Barley,Rabi,5000.0,1536.6,473350.0,1250.0,1.90625
2014,West Bengal,Maize,Autumn,45415.0,1483.5,6855848.4,14986.95,3.369167
2011,Mizoram,Cowpea(Lobia),Kharif,1387.0,2439.3,232350.24,457.71,0.96625
2004,Andhra Pradesh,Ginger,Whole Year,1873.0,781.8,202920.82,393.33,5.2775
2002,Chhattisgarh,Turmeric,Whole Year,680.0,1001.4,64375.6,170.0,1.030714
2005,Uttarakhand,Other Cereals,Kharif,75076.0,1353.3,9003113.92,15765.96,1.015455
2011,Jharkhand,Maize,Autumn,65931.0,1374.7,11044761.12,21757.23,1.34625
2008,Puducherry,Sunflower,Kharif,3.0,1434.6,429.12,0.27,0.67
2019,Gujarat,Moth,Kharif,11559.0,1067.8,1985373.84,4276.83,0.453158
2016,Haryana,Jowar,Kharif,52800.0,554.7,8091600.0,18480.0,0.576667
2004,Nagaland,Gram,Rabi,1360.0,1711.5,147342.4,285.6,0.788571
2010,Chhattisgarh,Urad,Kharif,102808.0,1283.1,17077436.88,24673.92,0.291111
2017,Maharashtra,Other Summer Pulses,Summer,2164.0,1129.5,340700.16,822.32,0.334667
2001,Mizoram,Rapeseed &Mustard,Rabi,2494.0,2406.4,254712.22,648.44,0.8475
2012,Gujarat,Sesamum,Kharif,125700.0,460.6,18955560.0,38967.0,1.284762
2019,Andhra Pradesh,Cashewnut,Kharif,115785.0,899.2,19887231.6,42840.45,1.0
2015,Punjab,Sugarcane,Whole Year,90000.0,512.6,14211900.0,29700.0,77.086
2016,West Bengal,Horse-gram,Rabi,2160.0,1795.8,331020.0,756.0,0.683333
2008,Bihar,Barley,Rabi,14529.0,1197.7,2078228.16,1307.61,1.023333
2008,Tamil Nadu,Coconut,Whole Year,389429.0,1201.9,55703924.16,35048.61,13834.07258
2015,Madhya Pradesh,Gram,Rabi,3018000.0,1000.7,476572380.0,995940.0,1.092157
2004,Madhya Pradesh,Rice,Kharif,1675513.0,895.7,181525078.4,351857.73,0.803542
2006,West Bengal,Gram,Rabi,31212.0,1631.4,3986084.52,6866.64,0.699333
2004,Madhya Pradesh,Mustard,Rabi,945645.35,538.2,65733.64,2483.78,1.255469
2000,Arunachal Pradesh,Ginger,Whole Year,4774.0,2157.7,468663.58,1241.24,5.773
2018,Tamil Nadu,Sesamum,Kharif,9457.0,986.2,1533925.4,3309.95,0.472
2014,Tripura,Gram,Rabi,161.0,2015.7,24304.56,53.13,0.853333
2010,Bihar,Onion,Rabi,74356.02,1220.8,13691.39,720.1,18.475106
2003,Jharkhand,Barley,Rabi,4519.82,1258.3,447371.78,1084.76,0.943333
2011,Chhattisgarh,Other Kharif pulses,Kharif,7012.0,1302.7,1174650.24,2313.96,0.2436
2008,Bihar,Bajra,Kharif,2960.0,1197.7,423398.4,266.4,1.12
2019,Karnataka,Linseed,Rabi,818.0,1422.3,140499.68,302.66,0.381
2014,Karnataka,Maize,Kharif,1210336.0,1238.5,182712322.6,399410.88,3.134643
2014,Madhya Pradesh,Niger seed,Kharif,42000.0,891.2,6340320.0,13860.0,0.478333
2014,Gujarat,Maize,Kharif,308788.0,605.6,46614636.48,101900.04,1.409091
2019,Mizoram,Arhar/Tur,Kharif,290.0,2178.5,49810.4,107.3,1.26
2000,Gujarat,Rice,Kharif,583500.0,379.7,57282195.0,151710.0,0.8725
2019,Jammu and Kashmir,Horse-gram,Kharif,631.0,1324.1,108380.56,233.47,0.361667
2017,Himachal Pradesh,Horse-gram,Kharif,1614.0,1182.2,254108.16,613.32,0.561
2015,Chhattisgarh,Coriander,Whole Year,2424.0,1136.0,382773.84,799.92,0.258148
2009,Karnataka,Moong(Green Gram),Kharif,370345.0,1321.0,57707157.9,62958.65,0.199565
2017,Uttar Pradesh,Jowar,Kharif,169145.0,652.1,26630188.8,64275.1,1.150536
2019,Odisha,Potato,Winter,4397.0,1593.9,755228.72,1626.89,11.347308
2019,West Bengal,Soyabean,Kharif,249.0,1733.4,42768.24,92.13,1.255
2002,Uttarakhand,Other Kharif pulses,Kharif,10844.0,1610.3,1026601.48,2711.0,0.570833
2000,Karnataka,Arhar/Tur,Kharif,582763.0,1213.3,57209843.71,151518.38,0.492083
2005,Tamil Nadu,Ginger,Kharif,660.0,1364.1,79147.2,138.6,19.317143
2018,Puducherry,Dry chillies,Kharif,1.0,1693.9,162.2,0.35,14.0
2018,Karnataka,Garlic,Whole Year,4006.0,1419.1,649773.2,1402.1,6.4125
2013,Rajasthan,Barley,Rabi,51261.73,404.6,4061.09,230.74,2.650825
2013,Assam,Onion,Whole Year,7436.0,1797.7,1074427.64,2007.72,3.347037
2007,Delhi,Gram,Rabi,47.0,677.5,6269.8,7.52,1.45
2018,Uttar Pradesh,Masoor,Rabi,475681.0,792.8,77155458.2,166488.35,1.00473
2003,Maharashtra,Gram,Rabi,795200.0,1037.4,78708896.0,190848.0,0.555806
2002,Tripura,other oilseeds,Whole Year,5003.0,2579.8,473634.01,1250.75,0.695
2002,Himachal Pradesh,Bajra,Kharif,102.0,890.8,9656.34,25.5,0.775
2004,Punjab,Maize,Kharif,154000.0,366.4,16684360.0,32340.0,2.883636
2001,Himachal Pradesh,Sugarcane,Whole Year,2635.0,918.1,269112.55,685.1,4.411429
2010,Uttarakhand,Arhar/Tur,Kharif,1963.0,1419.0,326073.93,471.12,0.691818
2012,Madhya Pradesh,Rice,Kharif,1791157.0,1049.5,270106475.6,555258.67,1.631042
2000,Tamil Nadu,Sweet potato,Whole Year,916.0,971.1,89923.72,238.16,11.926471
2009,Arunachal Pradesh,Ginger,Whole Year,6401.0,1701.9,997403.82,1088.17,6.3375
2009,Karnataka,Sunflower,Kharif,389147.0,1321.0,60636885.54,66154.99,0.36
2009,Kerala,Tapioca,Whole Year,74925.0,2821.5,11674813.5,12737.25,34.511429
2017,Meghalaya,Cotton(lint),Kharif,7255.0,4472.3,1142227.2,2756.9,1.17
2002,Puducherry,Cotton(lint),Kharif,314.0,1434.6,29726.38,78.5,5.225
2005,Tamil Nadu,Castor seed,Kharif,8391.0,1364.1,1006248.72,1762.11,0.313333
2018,Odisha,Ragi,Autumn,8511.0,1635.9,1380484.2,2978.85,0.640909
2018,Jharkhand,Arhar/Tur,Kharif,231040.0,1222.7,37474688.0,80864.0,0.985
2010,Himachal Pradesh,Wheat,Rabi,346936.0,1319.8,57629538.96,83264.64,1.539167
2010,Karnataka,Urad,Kharif,118318.0,1317.7,19653802.98,28396.32,0.362917
2005,Gujarat,Other Cereals,Kharif,16600.0,942.4,1990672.0,3486.0,0.198182
2008,Kerala,Rice,Autumn,79381.0,2524.8,11354658.24,7144.29,2.295385
2009,Uttar Pradesh,Peas & beans (Pulses),Rabi,312009.0,585.8,48617242.38,53041.53,1.235362
2015,Puducherry,Tobacco,Rabi,209.0,1980.6,33003.19,68.97,30.17
2012,Kerala,Garlic,Whole Year,72.0,2187.6,10857.6,22.32,9.14
2003,Puducherry,Arecanut,Whole Year,64.0,1434.6,6334.72,15.36,1.2
2014,Andhra Pradesh,Tapioca,Kharif,10736.0,687.6,1620706.56,3542.88,18.75
2002,Jammu and Kashmir,other oilseeds,Whole Year,36.0,933.2,3408.12,9.0,0.465
2010,Maharashtra,Onion,Rabi,156463.53,2391.6,39670.46,1666.6,18.526802
2002,Andhra Pradesh,Cotton(lint),Kharif,803274.0,648.1,76045949.58,200818.5,1.455238
2015,Uttar Pradesh,Soyabean,Kharif,35542.0,596.7,5612437.22,11728.86,0.1775
2011,Andhra Pradesh,Mango,Whole Year,158994.05,729.1,33720.36,1389.15,7.192219
2010,Manipur,Peas & beans (Pulses),Rabi,16110.0,2160.5,2676032.1,3866.4,0.876667
2005,Jammu and Kashmir,Rapeseed &Mustard,Kharif,3223.0,1721.8,386502.16,676.83,0.4
2010,Assam,Wheat,Rabi,44772.0,2578.5,7437076.92,10745.28,1.196667
2014,Kerala,Tobacco,Whole Year,13.0,3046.4,1962.48,4.29,1.62
2007,Uttar Pradesh,Sannhamp,Kharif,2533.0,672.9,337902.2,405.28,0.191
2019,Andhra Pradesh,Groundnut,Kharif,567875.0,899.2,97538210.0,210113.75,2.255385
2009,Madhya Pradesh,Cowpea(Lobia),Kharif,2992.0,904.1,466213.44,508.64,0.331786
2017,Odisha,Onion,Rabi,70616.06,1581.6,18354.6,434.31,18.84577
2015,Meghalaya,Onion,Rabi,521.0,3870.8,82271.11,171.93,8.331
2003,Jammu and Kashmir,Urad,Kharif,14609.0,1430.3,1445998.82,3506.16,0.484444
2011,West Bengal,Wheat,Rabi,315659.0,1686.5,52879195.68,104167.47,2.49
2001,Odisha,Other  Rabi pulses,Rabi,35620.0,1672.5,3637870.6,9261.2,0.62
2011,Bihar,Bajra,Kharif,4457.0,1097.1,746636.64,1470.81,1.095
2009,Himachal Pradesh,Barley,Rabi,21017.0,969.9,3274868.94,3572.89,0.784545
2003,Manipur,Rapeseed &Mustard,Rabi,20.0,687.7,1979.6,4.8,0.5
2011,Haryana,Coriander,Whole Year,275.0,471.5,46068.0,90.75,0.705
2001,Himachal Pradesh,Rapeseed &Mustard,Rabi,10387.0,918.1,1060824.31,2700.62,0.638333
2001,Jharkhand,Wheat,Rabi,4482973.33,1171.9,345668.09,27567.49,2.554116
2008,Delhi,Potato,Whole Year,79.0,614.6,11300.16,7.11,16.77
2003,Puducherry,Rice,Kharif,25065.0,1434.6,2480933.7,6015.6,2.993333
2012,Uttarakhand,Peas & beans (Pulses),Rabi,6117.0,1309.8,922443.6,1896.27,0.768462
2006,West Bengal,Mesta,Kharif,9660.0,1631.4,1233678.6,2125.2,9.248333
2001,West Bengal,Mango,Whole Year,257714.33,1615.0,51789.38,1638.93,4.818239
2004,Punjab,Moong(Green Gram),Kharif,15000.0,366.4,1625100.0,3150.0,0.811667
2007,Kerala,Turmeric,Whole Year,3155.0,3489.6,420877.0,504.8,2.167857
2010,Nagaland,Linseed,Rabi,5700.0,1771.8,946827.0,1368.0,0.807273
2014,Nagaland,Ginger,Kharif,3620.0,1333.3,546475.2,1194.6,9.122727
2004,West Bengal,Sesamum,Whole Year,148267.0,1612.9,16063246.78,31136.07,0.761765
2016,Uttarakhand,Tobacco,Whole Year,9.0,1580.9,1379.25,3.15,1.89
2005,Uttar Pradesh,Sunflower,Summer,12599.0,751.9,1510872.08,2645.79,1.271364
2017,Manipur,Peas & beans (Pulses),Rabi,18339.0,1780.0,2887292.16,6968.82,0.934444
2013,West Bengal,Rapeseed &Mustard,Rabi,448591.0,1939.9,64816913.59,121119.57,0.993889
2019,West Bengal,Jowar,Autumn,180.0,1733.4,30916.8,66.6,0.515
2012,Arunachal Pradesh,Oilseeds total,Whole Year,32767.0,2760.7,4941263.6,10157.77,1.12125
2011,Chhattisgarh,Potato,Kharif,1847.0,1302.7,309409.44,609.51,6.5875
2016,Chhattisgarh,Linseed,Rabi,13521.06,1989.8,3861.61,178.24,0.61571
2007,Karnataka,Coriander,Whole Year,6423.0,1323.3,856828.2,1027.68,0.329545
2017,Madhya Pradesh,Moong(Green Gram),Kharif,228400.0,800.0,35959296.0,86792.0,0.59451
2012,Andhra Pradesh,Cowpea(Lobia),Kharif,5000.0,968.7,754000.0,1550.0,0.4
2014,Tamil Nadu,Cashewnut,Whole Year,89021.0,911.3,13438610.16,29376.93,0.468571
2007,Himachal Pradesh,Ragi,Kharif,1845.0,1095.4,246123.0,295.2,1.117143
2007,Uttarakhand,Urad,Kharif,11409.0,1924.3,1521960.6,1825.44,0.686923
2012,West Bengal,Rapeseed &Mustard,Rabi,446918.0,1566.0,67395234.4,138544.58,0.965
2000,Mizoram,Rice,Kharif,51839.0,2834.3,5089034.63,13478.14,1.8875
2005,Nagaland,Sesamum,Kharif,5500.0,1568.6,659560.0,1155.0,0.67875
2005,Madhya Pradesh,Soyabean,Kharif,4576216.0,1032.7,548779822.7,961005.36,0.936875
2011,Haryana,Urad,Kharif,2013.0,471.5,337217.76,664.29,0.162308
2020,Kerala,Ginger,Kharif,38854.6,3141.8,11618.92,273.34,9.872794
2014,Bihar,Moong(Green Gram),Kharif,11016.0,1061.0,1662975.36,3635.28,0.7175
2009,Himachal Pradesh,Peas & beans (Pulses),Kharif,817.0,969.9,127304.94,138.89,0.97
2009,Andhra Pradesh,Arhar/Tur,Kharif,438392.0,711.0,68310241.44,74526.64,0.525909
2010,Bihar,Masoor,Rabi,172692.0,629.2,28685868.12,41446.08,0.843947
2016,Madhya Pradesh,Turmeric,Whole Year,12876.75,1048.4,1973361.94,4506.86,19.308913
2019,Uttarakhand,Onion,Whole Year,3474.0,1378.9,596694.24,1285.38,16.146154
2019,Madhya Pradesh,Bajra,Kharif,339656.0,1446.7,58339314.56,125672.72,1.273404
2019,Tamil Nadu,Sugarcane,Whole Year,131207.0,910.1,22536114.32,48546.59,102.784333
2008,Maharashtra,Sunflower,Kharif,110800.0,1052.8,15848832.0,9972.0,0.565714
2018,Tamil Nadu,Rapeseed &Mustard,Rabi,305.0,986.2,49471.0,106.75,0.08
2002,Bihar,Sugarcane,Whole Year,107270.0,1105.8,10155250.9,26817.5,39.257879
2001,West Bengal,Ginger,Kharif,8133.0,1556.6,830623.29,2114.58,1.52
2015,Assam,Arecanut,Rabi,65102.0,2155.3,10280256.82,21483.66,0.895185
2008,Jharkhand,Rapeseed &Mustard,Rabi,10308.78,1295.2,1474567.89,927.79,0.76625
2013,Telangana,Small millets,Kharif,882.0,1348.7,127440.18,238.14,0.75
2003,Odisha,Wheat,Rabi,5129.0,1648.2,507668.42,1230.96,1.377407
2013,Madhya Pradesh,Arhar/Tur,Kharif,395709.0,1451.4,57175993.41,106841.43,0.66098
2007,West Bengal,Jowar,Kharif,1659.0,2007.5,221310.6,265.44,0.46
2014,Delhi,Jowar,Kharif,3242.0,416.4,489412.32,1069.86,0.91
2012,Uttarakhand,Horse-gram,Kharif,10867.0,1309.8,1638743.6,3368.77,0.803636
2004,Mizoram,Cotton(lint),Kharif,289.0,2640.8,31310.26,60.69,3.43
2003,Karnataka,Sweet potato,Whole Year,3580.0,867.6,354348.4,859.2,6.229333
2019,Himachal Pradesh,Turmeric,Kharif,285.0,1217.7,48951.6,105.45,0.747778
2004,Rajasthan,Mustard,Rabi,1408723.66,405.2,241226.27,2454.72,1.145116
2008,Punjab,Wheat,Rabi,3466000.0,691.3,495776640.0,311940.0,4.5035
2003,Uttar Pradesh,Tobacco,Whole Year,23384.0,1075.6,2314548.32,5612.16,6.369091
2015,Telangana,Castor seed,Kharif,47373.0,747.9,7480670.43,15633.09,0.34875
2020,Gujarat,Rice,Kharif,1582941.03,523.5,503744.33,14926.23,3.769949
2009,Andhra Pradesh,Wheat,Rabi,9872.0,711.0,1538255.04,1678.24,0.95
2017,Himachal Pradesh,Turmeric,Kharif,136.0,1182.2,21411.84,51.68,0.66375
2005,Himachal Pradesh,Sugarcane,Whole Year,2589.0,1248.1,310472.88,543.69,6.542857
2001,Jammu and Kashmir,Sannhamp,Whole Year,271.0,953.8,27677.23,70.46,0.49
2011,Gujarat,Tobacco,Kharif,62600.0,890.5,10486752.0,20658.0,1.658571
2018,Kerala,Other Kharif pulses,Kharif,1532.83,2989.7,248624.38,536.49,1.076
2012,Andhra Pradesh,Arhar/Tur,Kharif,480000.0,968.7,72384000.0,148800.0,0.5885
2011,Bihar,Arhar/Tur,Kharif,22123.0,1097.1,3706044.96,7300.59,1.869737
2016,Haryana,Horse-gram,Kharif,200.0,554.7,30650.0,70.0,0.5
2019,Meghalaya,Tapioca,Kharif,5424.0,3844.4,931626.24,2006.88,7.553636
2006,Kerala,Jowar,Kharif,1827.0,3429.7,233326.17,401.94,0.593333
2017,Andhra Pradesh,Castor seed,Kharif,30904.0,868.2,4865525.76,11743.52,0.8425
2006,Uttarakhand,Tobacco,Whole Year,13.0,1178.9,1660.23,2.86,2.857143
2005,Jammu and Kashmir,Peas & beans (Pulses),Kharif,81.0,1721.8,9713.52,17.01,0.46
2009,West Bengal,Jute,Kharif,614365.0,1317.2,95730354.3,104442.05,14.996875
2001,Maharashtra,Sesamum,Kharif,113300.0,1035.8,11571329.0,29458.0,0.344688
2013,Telangana,Safflower,Rabi,7867.0,1348.7,1136702.83,2124.09,0.75
2011,Mizoram,Soyabean,Kharif,1143.7,2439.3,191592.62,377.42,1.17125
2000,Manipur,Ginger,Kharif,1140.0,1969.7,111913.8,296.4,1.672857
2005,Assam,Arecanut,Whole Year,71176.0,2184.6,8535425.92,14946.96,0.913478
2012,Assam,Sweet potato,Whole Year,6277.0,2167.5,946571.6,1945.87,4.54037
2016,Uttarakhand,Other  Rabi pulses,Rabi,19.0,1580.9,2911.75,6.65,0.816
2008,Bihar,Rice,Autumn,546872.0,1197.7,78224570.88,49218.48,1.230345
2002,Uttarakhand,Garlic,Whole Year,2180.0,1610.3,206380.6,545.0,4.292692
2018,West Bengal,Groundnut,Autumn,3917.0,2012.6,635337.4,1370.95,1.301667
2003,Assam,Moong(Green Gram),Rabi,7595.0,2213.7,751753.1,1822.8,0.443913
2007,Puducherry,Coconut,Whole Year,2164.0,1434.6,288677.6,346.24,10937.2025
2007,Karnataka,Arhar/Tur,Kharif,681136.0,1323.3,90863542.4,108981.76,0.644231
2011,Kerala,Cardamom,Whole Year,8510.0,3035.1,1425595.2,2808.3,0.03875
2002,Jammu and Kashmir,Masoor,Rabi,193.0,933.2,18271.31,48.25,0.482
2008,Arunachal Pradesh,Ginger,Whole Year,6356.0,2244.4,909162.24,572.04,6.07
2017,Karnataka,Maize,Kharif,1183334.0,1111.7,186304105.0,449666.92,4.282857
2016,Mizoram,Tobacco,Whole Year,222.0,2626.8,34021.5,77.7,0.69
2016,West Bengal,Moth,Rabi,16.0,1795.8,2452.0,5.6,0.94
2005,Nagaland,Gram,Rabi,400.0,1568.6,47968.0,84.0,0.962857
2006,West Bengal,Onion,Rabi,240654.86,1587.6,16516.23,2439.47,18.760264
2012,Karnataka,Tobacco,Whole Year,106446.0,956.2,16052056.8,32998.26,0.662727
2019,Uttarakhand,other oilseeds,Kharif,12.0,1378.9,2061.12,4.44,0.82
2003,Assam,Potato,Whole Year,77894.0,2213.7,7709948.12,18694.56,6.471304
2002,Chhattisgarh,Barley,Rabi,4017.0,1001.4,380289.39,1004.25,0.606667
2005,Meghalaya,Rice,Autumn,32678.0,3374.4,3918745.76,6862.38,1.597143
2014,Tripura,Rapeseed &Mustard,Rabi,5934.0,2015.7,895796.64,1958.22,0.8225
2016,Telangana,Garlic,Rabi,191.0,942.6,29270.75,66.85,2.74
2016,Assam,Tapioca,Whole Year,3266.0,2296.8,500514.5,1143.1,8.355
2018,Uttar Pradesh,Turmeric,Rabi,1420.0,792.8,230324.0,497.0,1.254231
2014,Rajasthan,Cotton(lint),Kharif,1294583.52,486.1,356537.07,2291.32,0.471885
2020,Haryana,Cotton(lint),Kharif,2062393.57,538.8,246596.13,16352.4,0.573502
2000,Nagaland,Wheat,Rabi,5000.0,1631.8,490850.0,1300.0,2.0675
2019,Chhattisgarh,Sunflower,Whole Year,629.0,1420.3,108037.04,232.73,0.639333
2017,Jharkhand,Potato,Rabi,193781.01,1242.0,55705.2,1950.86,25.285642
2003,Madhya Pradesh,Maize,Kharif,898618.0,1163.0,88945209.64,215668.32,1.916042
2008,Chhattisgarh,Horse-gram,Kharif,49308.0,1117.9,7053016.32,4437.72,0.288889
2009,Arunachal Pradesh,Oilseeds total,Whole Year,121468.0,1701.9,18927143.76,20649.56,1.679375
2019,Gujarat,Cotton(lint),Kharif,2654636.0,1067.8,455960279.4,982215.32,3.182
2019,Haryana,Maize,Kharif,6050.0,351.8,1039148.0,2238.5,3.085263
2014,Andhra Pradesh,Groundnut,Kharif,803988.0,687.6,121370028.5,265316.04,1.315385
2003,Bihar,Maize,Kharif,259030.0,1353.9,25638789.4,62167.2,1.68
2015,Karnataka,Coconut,Whole Year,441100.0,1024.9,69654101.0,145563.0,8706.411724
2012,Tamil Nadu,Horse-gram,Kharif,63505.0,706.8,9576554.0,19686.55,0.331923
2005,Mizoram,Moong(Green Gram),Kharif,18.0,2075.4,2158.56,3.78,0.94
2004,Haryana,Potato,Whole Year,10832.0,484.6,1173538.88,2274.72,23.1075
2009,Jammu and Kashmir,Linseed,Rabi,135.0,751.7,21035.7,22.95,0.471667
2017,Nagaland,Soyabean,Kharif,25040.0,1722.1,3942297.6,9515.2,1.25
2018,Tamil Nadu,Castor seed,Kharif,4756.0,986.2,771423.2,1664.6,0.333636
2017,Andhra Pradesh,Other Kharif pulses,Kharif,2551.0,868.2,401629.44,969.38,0.905
2007,Himachal Pradesh,Sesamum,Kharif,3586.0,1095.4,478372.4,573.76,0.337778
2020,Uttarakhand,Wheat,Rabi,297189.0,1313.9,57538762.29,109959.93,2.216154
2008,Maharashtra,Linseed,Rabi,38200.0,1052.8,5464128.0,3438.0,0.263333
2011,Punjab,Arhar/Tur,Kharif,3100.0,705.2,519312.0,1023.0,0.923
2014,Uttar Pradesh,Sweet potato,Kharif,16833.0,616.4,2541109.68,5554.89,12.387895
2019,Kerala,Tapioca,Whole Year,62070.0,3119.2,10661143.2,22965.9,41.951429
2007,Tamil Nadu,Tapioca,Whole Year,140092.0,1067.2,18688272.8,22414.72,42.097857
2004,Assam,Moong(Green Gram),Rabi,7293.0,2536.9,790123.62,1531.53,0.449565
2009,Haryana,Sugarcane,Whole Year,79171.0,393.0,12336425.22,13459.07,47.4235
2011,Madhya Pradesh,Dry chillies,Whole Year,57863.0,852.6,9693209.76,19094.79,1.296327
2001,Assam,Masoor,Rabi,21308.0,1824.7,2176186.04,5540.08,0.511905
2017,Andhra Pradesh,Sweet potato,Kharif,188.0,868.2,29598.72,71.44,12.685714
2012,Uttarakhand,Sesamum,Kharif,1778.0,1309.8,268122.4,551.18,0.281667
2007,Madhya Pradesh,Urad,Kharif,567959.0,740.4,75765730.6,90873.44,0.33
2015,Uttarakhand,Sesamum,Kharif,1700.0,1247.6,268447.0,561.0,0.235833
2008,Jammu and Kashmir,Linseed,Rabi,126.0,1390.1,18023.04,11.34,0.782
2006,Haryana,Jowar,Kharif,89158.0,329.3,11386368.18,19614.76,0.188125
2001,Gujarat,Other Kharif pulses,Kharif,21300.0,666.5,2175369.0,5538.0,0.42
2019,Bihar,Groundnut,Kharif,841.0,1194.7,144450.16,311.17,1.008
2011,Himachal Pradesh,Sugarcane,Whole Year,1967.0,1108.3,329511.84,649.11,10.678571
2009,Andhra Pradesh,Linseed,Rabi,673.0,711.0,104866.86,114.41,0.155
2001,Punjab,Linseed,Rabi,300.0,479.3,30639.0,78.0,1.0
2005,Rajasthan,Cotton(lint),Kharif,774311.31,286.0,112124.28,8385.71,0.461835
2011,Gujarat,other oilseeds,Whole Year,69600.0,890.5,11659392.0,22968.0,0.454706
2017,Gujarat,Other Kharif pulses,Kharif,6137.0,814.8,966209.28,2332.06,0.641429
2010,West Bengal,Small millets,Kharif,952.0,1096.0,158136.72,228.48,0.576667
2020,Punjab,Bajra,Kharif,1824703.86,555.1,574439.17,14646.46,1.888742
2000,Jammu and Kashmir,Sannhamp,Whole Year,275.0,989.5,26996.75,71.5,0.494
2014,Delhi,Potato,Whole Year,436.0,416.4,65818.56,143.88,21.27
2014,West Bengal,Onion,Rabi,85304.86,1765.5,16557.32,512.26,18.136605
2018,Haryana,Gram,Rabi,44900.0,533.2,7282780.0,15715.0,1.510769
2009,Himachal Pradesh,Maize,Kharif,290199.0,969.9,45218808.18,49333.83,2.08
2005,Gujarat,Wheat,Rabi,858800.0,942.4,102987296.0,180348.0,2.5792
2008,Bihar,Maize,Autumn,244993.0,1197.7,35043798.72,22049.37,1.592632
2004,Tamil Nadu,Moong(Green Gram),Kharif,154959.0,1034.0,16788258.06,32541.39,0.417778
2013,Goa,Rice,Kharif,28330.0,3642.6,4093401.7,7649.1,2.82
2014,West Bengal,Jowar,Autumn,25.0,1483.5,3774.0,8.25,0.32
2015,Madhya Pradesh,Jute,Kharif,6000.0,1000.7,947460.0,1980.0,1.0
2015,Karnataka,Horse-gram,Kharif,53718.0,1024.9,8482609.38,17726.94,0.4544
2006,Himachal Pradesh,Sugarcane,Whole Year,3019.0,1207.0,385556.49,664.18,13.465
2011,Sikkim,Barley,Rabi,580.0,2585.5,97161.6,191.4,0.9675
2000,Manipur,Sesamum,Kharif,1260.0,1969.7,123694.2,327.6,0.496667
2010,Madhya Pradesh,Linseed,Rabi,94394.0,856.3,15679787.34,22654.56,0.543696
2007,Karnataka,Rapeseed &Mustard,Kharif,3957.0,1323.3,527863.8,633.12,0.341875
2000,Karnataka,Sweet potato,Whole Year,3501.0,1213.3,343693.17,910.26,6.222143
2010,Assam,Dry chillies,Whole Year,18808.0,2578.5,3124196.88,4513.92,0.636667
2010,Punjab,Peas & beans (Pulses),Rabi,3200.0,392.7,531552.0,768.0,1.226667
2017,Delhi,Rice,Kharif,5854.0,533.7,921653.76,2224.52,2.88
