Rainfall,Temperature,Humidity,Month,Year,Region
23.8,24.0,75.6,2,2011,Tamil Nadu
10.4,28.9,68.5,3,2011,Tamil Nadu
13.6,31.0,67.9,4,2011,Tamil Nadu
8.1,31.3,68.2,5,2011,Tamil Nadu
11.4,29.3,73.3,6,2011,Tamil Nadu
21.0,28.5,70.8,7,2011,Tamil Nadu
24.7,26.7,75.2,8,2011,Tamil Nadu
36.3,27.4,68.3,9,2011,Tamil Nadu
7.8,27.0,66.2,10,2011,Tamil Nadu
15.3,24.2,70.0,11,2011,Tamil Nadu
9.2,23.6,81.6,12,2011,Tamil Nadu
6.8,23.9,77.2,1,2012,Tamil Nadu
14.6,24.2,71.3,2,2012,Tamil Nadu
15.3,29.2,71.6,3,2012,Tamil Nadu
5.0,30.3,69.3,4,2012,Tamil Nadu
5.1,30.2,70.6,5,2012,Tamil Nadu
34.4,30.6,66.4,6,2012,Tamil Nadu
42.1,29.2,67.8,7,2012,Tamil Nadu
35.2,27.1,68.1,8,2012,Tamil Nadu
57.5,27.7,71.3,9,2012,Tamil Nadu
1.4,27.8,68.5,10,2012,Tamil Nadu
19.3,24.9,68.6,11,2012,Tamil Nadu
4.3,24.2,70.1,12,2012,Tamil Nadu
15.8,23.1,75.8,1,2013,Tamil Nadu
8.6,24.9,70.4,2,2013,Tamil Nadu
5.8,29.7,66.0,3,2013,Tamil Nadu
2.9,31.8,69.7,4,2013,Tamil Nadu
3.0,30.9,70.8,5,2013,Tamil Nadu
29.7,30.8,71.9,6,2013,Tamil Nadu
124.7,27.1,74.3,7,2013,Tamil Nadu
39.8,27.9,71.4,8,2013,Tamil Nadu
33.4,27.6,74.0,9,2013,Tamil Nadu
4.4,27.3,68.7,10,2013,Tamil Nadu
15.2,25.9,69.2,11,2013,Tamil Nadu
13.6,24.3,74.9,12,2013,Tamil Nadu
4.6,25.0,73.3,1,2014,Tamil Nadu
26.7,25.4,71.8,2,2014,Tamil Nadu
9.4,30.8,68.6,3,2014,Tamil Nadu
2.7,32.5,69.7,4,2014,Tamil Nadu
2.0,31.6,71.8,5,2014,Tamil Nadu
73.3,31.5,72.1,6,2014,Tamil Nadu
35.5,28.0,73.3,7,2014,Tamil Nadu
46.3,28.0,71.5,8,2014,Tamil Nadu
16.4,26.8,75.2,9,2014,Tamil Nadu
4.5,28.1,71.2,10,2014,Tamil Nadu
3.1,25.8,67.4,11,2014,Tamil Nadu
2.1,25.0,70.8,12,2014,Tamil Nadu
6.3,25.0,72.8,1,2015,Tamil Nadu
13.7,27.7,74.0,2,2015,Tamil Nadu
6.3,29.6,77.0,3,2015,Tamil Nadu
3.0,31.5,71.0,4,2015,Tamil Nadu
7.6,31.9,70.3,5,2015,Tamil Nadu
58.1,31.3,69.4,6,2015,Tamil Nadu
89.1,29.4,78.5,7,2015,Tamil Nadu
11.2,28.3,69.9,8,2015,Tamil Nadu
28.5,27.7,78.3,9,2015,Tamil Nadu
14.2,27.3,67.3,10,2015,Tamil Nadu
4.7,25.6,69.5,11,2015,Tamil Nadu
4.1,23.6,72.1,12,2015,Tamil Nadu
6.7,24.0,65.4,1,2016,Tamil Nadu
0.8,26.5,68.3,2,2016,Tamil Nadu
6.7,30.0,73.6,3,2016,Tamil Nadu
4.9,31.8,70.6,4,2016,Tamil Nadu
7.1,34.4,67.2,5,2016,Tamil Nadu
15.2,31.5,65.1,6,2016,Tamil Nadu
50.7,29.7,72.8,7,2016,Tamil Nadu
75.0,29.1,75.7,8,2016,Tamil Nadu
19.7,30.0,65.2,9,2016,Tamil Nadu
4.1,27.8,71.9,10,2016,Tamil Nadu
14.0,27.7,77.1,11,2016,Tamil Nadu
9.2,25.8,75.5,12,2016,Tamil Nadu
3.1,23.9,74.0,1,2017,Tamil Nadu
8.9,26.1,72.2,2,2017,Tamil Nadu
10.9,28.3,69.4,3,2017,Tamil Nadu
2.7,31.3,65.5,4,2017,Tamil Nadu
1.5,31.6,75.7,5,2017,Tamil Nadu
31.5,29.4,67.1,6,2017,Tamil Nadu
71.4,28.6,70.6,7,2017,Tamil Nadu
46.5,27.9,73.7,8,2017,Tamil Nadu
13.9,28.1,73.0,9,2017,Tamil Nadu
4.3,27.0,71.3,10,2017,Tamil Nadu
2.4,26.5,68.6,11,2017,Tamil Nadu
4.5,24.1,70.3,12,2017,Tamil Nadu
3.0,24.9,69.1,1,2018,Tamil Nadu
10.7,24.8,74.6,2,2018,Tamil Nadu
9.6,29.6,73.4,3,2018,Tamil Nadu
3.0,32.3,67.1,4,2018,Tamil Nadu
4.8,32.5,66.6,5,2018,Tamil Nadu
34.1,32.3,68.9,6,2018,Tamil Nadu
39.1,28.1,76.1,7,2018,Tamil Nadu
31.6,30.1,73.9,8,2018,Tamil Nadu
31.2,29.3,73.3,9,2018,Tamil Nadu
13.9,27.9,72.5,10,2018,Tamil Nadu
9.5,26.4,69.0,11,2018,Tamil Nadu
15.9,25.8,70.5,12,2018,Tamil Nadu
5.4,25.1,69.7,1,2019,Tamil Nadu
8.2,25.4,73.7,2,2019,Tamil Nadu
6.7,27.7,65.9,3,2019,Tamil Nadu
8.6,31.1,68.8,4,2019,Tamil Nadu
2.7,31.2,67.6,5,2019,Tamil Nadu
17.8,30.0,71.0,6,2019,Tamil Nadu
60.7,27.6,71.6,7,2019,Tamil Nadu
19.8,27.4,66.7,8,2019,Tamil Nadu
49.7,28.0,73.8,9,2019,Tamil Nadu
2.4,27.7,69.4,10,2019,Tamil Nadu
4.9,26.1,67.1,11,2019,Tamil Nadu
3.6,23.9,73.0,12,2019,Tamil Nadu
3.6,26.1,76.6,1,2020,Tamil Nadu
3.8,26.5,75.2,2,2020,Tamil Nadu
3.2,28.7,73.7,3,2020,Tamil Nadu
11.1,32.1,65.4,4,2020,Tamil Nadu
1.3,32.9,70.3,5,2020,Tamil Nadu
7.8,30.1,69.6,6,2020,Tamil Nadu
20.3,29.3,69.6,7,2020,Tamil Nadu
50.0,28.0,71.3,8,2020,Tamil Nadu
17.7,28.3,75.4,9,2020,Tamil Nadu
27.9,26.7,67.8,10,2020,Tamil Nadu
4.3,25.5,71.5,11,2020,Tamil Nadu
1.2,23.5,71.4,12,2020,Tamil Nadu
0.9,22.7,57.9,1,1997,Telangana
1.7,24.5,54.3,2,1997,Telangana
1.7,31.0,56.2,3,1997,Telangana
0.4,35.7,54.4,4,1997,Telangana
3.7,36.0,49.4,5,1997,Telangana
24.3,33.0,60.3,6,1997,Telangana
130.7,29.2,66.3,7,1997,Telangana
55.5,29.2,53.0,8,1997,Telangana
39.3,28.4,56.3,9,1997,Telangana
0.9,26.8,59.1,10,1997,Telangana
1.1,24.2,60.1,11,1997,Telangana
1.8,22.4,60.2,12,1997,Telangana
1.0,20.5,60.7,1,1998,Telangana
3.7,22.6,57.3,2,1998,Telangana
1.2,28.3,59.0,3,1998,Telangana
0.9,35.0,57.7,4,1998,Telangana
4.4,35.1,62.0,5,1998,Telangana
55.0,32.9,57.0,6,1998,Telangana
16.9,28.7,56.8,7,1998,Telangana
34.8,27.8,59.5,8,1998,Telangana
23.9,28.6,57.9,9,1998,Telangana
0.5,26.0,58.2,10,1998,Telangana
2.4,22.9,60.2,11,1998,Telangana
0.6,22.2,60.2,12,1998,Telangana
0.9,20.5,62.5,1,1999,Telangana
0.6,23.0,63.7,2,1999,Telangana
2.4,30.2,56.6,3,1999,Telangana
3.4,33.3,53.5,4,1999,Telangana
1.5,35.6,54.6,5,1999,Telangana
143.7,32.5,60.7,6,1999,Telangana
68.1,28.8,60.2,7,1999,Telangana
54.1,28.0,59.6,8,1999,Telangana
13.8,27.4,59.1,9,1999,Telangana
2.9,25.8,56.2,10,1999,Telangana
4.8,22.5,58.0,11,1999,Telangana
1.6,21.8,59.1,12,1999,Telangana
1.8,21.4,57.4,1,2000,Telangana
2.0,25.7,59.7,2,2000,Telangana
0.7,30.9,59.1,3,2000,Telangana
0.9,34.2,52.4,4,2000,Telangana
1.0,35.0,50.7,5,2000,Telangana
15.9,32.8,50.8,6,2000,Telangana
106.6,29.4,64.3,7,2000,Telangana
84.0,29.2,60.3,8,2000,Telangana
35.6,28.4,63.4,9,2000,Telangana
0.6,27.5,56.7,10,2000,Telangana
2.6,23.2,58.7,11,2000,Telangana
0.7,21.5,58.5,12,2000,Telangana
1.1,21.7,64.4,1,2001,Telangana
1.0,23.7,65.2,2,2001,Telangana
1.7,29.8,58.0,3,2001,Telangana
1.4,34.5,56.7,4,2001,Telangana
0.4,35.3,57.2,5,2001,Telangana
44.5,32.1,56.8,6,2001,Telangana
159.1,30.5,68.9,7,2001,Telangana
38.4,29.6,58.7,8,2001,Telangana
37.0,29.5,59.9,9,2001,Telangana
5.6,27.3,61.5,10,2001,Telangana
2.6,23.9,61.8,11,2001,Telangana
3.7,21.5,57.4,12,2001,Telangana
2.4,21.8,60.5,1,2002,Telangana
2.9,24.1,62.9,2,2002,Telangana
1.4,29.4,58.1,3,2002,Telangana
2.5,33.6,57.3,4,2002,Telangana
1.4,35.8,55.7,5,2002,Telangana
35.1,33.0,51.3,6,2002,Telangana
65.8,29.8,60.9,7,2002,Telangana
79.8,30.1,60.7,8,2002,Telangana
75.1,28.0,62.6,9,2002,Telangana
3.3,27.6,62.7,10,2002,Telangana
4.9,23.9,58.4,11,2002,Telangana
4.0,21.9,60.5,12,2002,Telangana
2.9,21.6,62.4,1,2003,Telangana
2.1,23.4,61.2,2,2003,Telangana
0.1,31.0,54.5,3,2003,Telangana
2.3,34.3,56.6,4,2003,Telangana
3.0,35.9,55.2,5,2003,Telangana
10.3,32.5,59.3,6,2003,Telangana
17.9,29.8,63.5,7,2003,Telangana
78.3,29.0,61.5,8,2003,Telangana
51.8,29.6,58.9,9,2003,Telangana
1.1,27.0,58.6,10,2003,Telangana
1.8,23.7,61.5,11,2003,Telangana
3.0,21.3,61.8,12,2003,Telangana
0.8,21.8,62.6,1,2004,Telangana
2.9,23.8,61.0,2,2004,Telangana
2.9,30.5,57.9,3,2004,Telangana
0.6,35.2,52.9,4,2004,Telangana
3.3,34.0,56.6,5,2004,Telangana
42.6,32.9,52.5,6,2004,Telangana
116.9,29.3,60.1,7,2004,Telangana
18.4,28.5,56.7,8,2004,Telangana
13.3,28.0,68.6,9,2004,Telangana
2.1,26.7,60.4,10,2004,Telangana
1.0,23.1,64.3,11,2004,Telangana
1.1,21.7,62.0,12,2004,Telangana
1.1,21.8,60.4,1,2005,Telangana
0.0,23.7,57.3,2,2005,Telangana
2.4,30.7,55.1,3,2005,Telangana
0.7,34.5,47.9,4,2005,Telangana
0.8,35.1,56.4,5,2005,Telangana
39.1,29.8,60.6,6,2005,Telangana
37.0,29.8,58.7,7,2005,Telangana
19.5,31.6,54.3,8,2005,Telangana
98.0,29.6,61.2,9,2005,Telangana
2.7,26.5,61.3,10,2005,Telangana
7.4,23.7,57.4,11,2005,Telangana
0.7,22.3,61.7,12,2005,Telangana
1.5,19.6,63.7,1,2006,Telangana
1.6,23.0,61.9,2,2006,Telangana
2.2,29.9,59.2,3,2006,Telangana
1.8,33.2,56.9,4,2006,Telangana
0.7,35.7,56.1,5,2006,Telangana
29.6,32.8,55.0,6,2006,Telangana
28.5,29.1,61.9,7,2006,Telangana
54.3,27.5,62.5,8,2006,Telangana
11.5,27.9,57.3,9,2006,Telangana
1.4,26.2,53.2,10,2006,Telangana
1.0,23.4,60.4,11,2006,Telangana
1.1,20.9,64.5,12,2006,Telangana
0.2,20.9,64.1,1,2007,Telangana
0.5,23.2,59.7,2,2007,Telangana
0.6,29.9,57.0,3,2007,Telangana
3.1,34.5,61.3,4,2007,Telangana
0.5,34.3,58.7,5,2007,Telangana
39.5,32.2,60.9,6,2007,Telangana
52.4,29.7,53.7,7,2007,Telangana
84.6,29.3,64.6,8,2007,Telangana
27.6,28.0,57.5,9,2007,Telangana
1.0,27.8,63.5,10,2007,Telangana
0.9,23.3,62.5,11,2007,Telangana
2.3,21.1,65.7,12,2007,Telangana
0.4,21.2,61.7,1,2008,Telangana
5.3,24.0,64.3,2,2008,Telangana
3.0,29.5,70.0,3,2008,Telangana
1.2,35.0,57.9,4,2008,Telangana
3.8,36.3,57.2,5,2008,Telangana
110.7,31.7,57.1,6,2008,Telangana
32.0,28.9,58.9,7,2008,Telangana
72.6,28.0,62.9,8,2008,Telangana
46.4,28.7,62.6,9,2008,Telangana
5.7,26.1,57.9,10,2008,Telangana
0.3,24.2,58.9,11,2008,Telangana
1.4,23.3,58.5,12,2008,Telangana
0.9,22.9,63.0,1,2009,Telangana
2.2,24.1,61.0,2,2009,Telangana
0.3,31.7,54.1,3,2009,Telangana
0.3,34.2,52.8,4,2009,Telangana
3.9,36.0,56.3,5,2009,Telangana
46.2,33.3,57.8,6,2009,Telangana
77.1,31.4,59.1,7,2009,Telangana
62.4,30.1,58.7,8,2009,Telangana
117.0,28.2,64.8,9,2009,Telangana
1.4,28.1,55.9,10,2009,Telangana
4.2,25.0,56.4,11,2009,Telangana
1.2,22.0,60.0,12,2009,Telangana
2.1,22.2,56.2,1,2010,Telangana
0.5,23.1,62.9,2,2010,Telangana
2.7,29.3,54.9,3,2010,Telangana
1.4,35.5,52.5,4,2010,Telangana
4.9,35.7,53.0,5,2010,Telangana
34.8,31.7,55.9,6,2010,Telangana
46.0,27.9,61.3,7,2010,Telangana
43.3,28.3,57.4,8,2010,Telangana
35.0,28.1,60.3,9,2010,Telangana
0.4,25.9,59.2,10,2010,Telangana
2.8,23.6,61.9,11,2010,Telangana
3.6,23.1,61.9,12,2010,Telangana
2.3,22.0,55.5,1,2011,Telangana
2.1,24.9,56.9,2,2011,Telangana
0.2,30.8,52.9,3,2011,Telangana
0.9,33.7,59.4,4,2011,Telangana
1.4,36.3,55.4,5,2011,Telangana
4.1,33.8,53.9,6,2011,Telangana
64.4,31.2,62.4,7,2011,Telangana
110.3,28.7,60.6,8,2011,Telangana
59.1,29.5,58.9,9,2011,Telangana
2.9,27.1,62.1,10,2011,Telangana
1.2,24.1,58.3,11,2011,Telangana
2.2,23.2,61.1,12,2011,Telangana
1.8,21.2,59.2,1,2012,Telangana
0.8,24.0,58.9,2,2012,Telangana
2.9,32.0,59.3,3,2012,Telangana
1.7,34.6,54.8,4,2012,Telangana
1.9,33.9,56.5,5,2012,Telangana
122.3,31.6,61.3,6,2012,Telangana
52.1,28.3,55.6,7,2012,Telangana
89.6,29.5,64.5,8,2012,Telangana
38.1,28.6,64.3,9,2012,Telangana
2.7,27.4,58.9,10,2012,Telangana
0.6,23.7,61.4,11,2012,Telangana
3.5,23.1,62.2,12,2012,Telangana
2.0,22.2,58.7,1,2013,Telangana
1.6,26.0,58.9,2,2013,Telangana
1.2,30.9,60.1,3,2013,Telangana
1.3,35.2,52.7,4,2013,Telangana
1.7,35.8,52.2,5,2013,Telangana
41.6,32.6,55.7,6,2013,Telangana
61.4,29.5,58.4,7,2013,Telangana
14.2,29.5,57.5,8,2013,Telangana
4.0,28.2,58.1,9,2013,Telangana
2.4,28.6,57.4,10,2013,Telangana
3.5,24.5,57.2,11,2013,Telangana
2.3,21.9,60.3,12,2013,Telangana
2.5,21.5,64.8,1,2014,Telangana
1.1,25.2,55.3,2,2014,Telangana
0.7,31.2,57.3,3,2014,Telangana
1.6,34.5,55.4,4,2014,Telangana
0.8,36.4,54.0,5,2014,Telangana
12.8,33.1,61.0,6,2014,Telangana
106.9,30.0,65.3,7,2014,Telangana
93.3,29.9,62.4,8,2014,Telangana
108.4,30.2,59.2,9,2014,Telangana
1.0,27.4,59.0,10,2014,Telangana
0.6,25.5,58.7,11,2014,Telangana
1.8,23.4,59.9,12,2014,Telangana
3.2,20.7,63.1,1,2015,Telangana
6.1,23.6,64.0,2,2015,Telangana
1.6,28.8,54.3,3,2015,Telangana
0.2,33.7,57.2,4,2015,Telangana
1.1,33.5,47.8,5,2015,Telangana
7.9,32.1,53.2,6,2015,Telangana
10.2,29.4,53.2,7,2015,Telangana
57.3,27.4,58.1,8,2015,Telangana
22.3,27.8,60.6,9,2015,Telangana
2.9,24.9,58.2,10,2015,Telangana
0.5,22.6,60.9,11,2015,Telangana
4.1,20.2,64.3,12,2015,Telangana
1.8,20.8,57.9,1,2016,Telangana
1.0,23.2,59.5,2,2016,Telangana
1.0,29.9,56.1,3,2016,Telangana
1.1,35.8,59.8,4,2016,Telangana
2.2,35.3,58.1,5,2016,Telangana
42.6,32.4,57.9,6,2016,Telangana
50.1,31.0,59.5,7,2016,Telangana
9.0,29.3,55.9,8,2016,Telangana
40.5,28.0,59.7,9,2016,Telangana
2.3,26.7,62.2,10,2016,Telangana
2.2,22.1,59.2,11,2016,Telangana
0.3,23.0,60.3,12,2016,Telangana
2.5,23.7,60.0,1,2017,Telangana
4.6,23.9,64.4,2,2017,Telangana
0.4,31.1,57.7,3,2017,Telangana
1.2,34.8,51.1,4,2017,Telangana
4.4,35.3,52.8,5,2017,Telangana
3.7,31.6,53.5,6,2017,Telangana
48.6,31.0,63.6,7,2017,Telangana
108.7,28.9,57.8,8,2017,Telangana
62.0,29.5,61.9,9,2017,Telangana
2.5,26.5,61.2,10,2017,Telangana
1.7,25.0,64.5,11,2017,Telangana
0.9,21.6,63.3,12,2017,Telangana
0.9,21.5,58.2,1,2018,Telangana
2.4,24.7,58.7,2,2018,Telangana
1.2,30.8,53.5,3,2018,Telangana
0.7,35.9,53.0,4,2018,Telangana
0.6,36.3,54.6,5,2018,Telangana
50.6,31.5,58.9,6,2018,Telangana
171.3,30.0,61.8,7,2018,Telangana
113.9,30.1,64.4,8,2018,Telangana
76.5,29.4,57.4,9,2018,Telangana
5.4,27.3,63.4,10,2018,Telangana
0.3,24.4,63.1,11,2018,Telangana
3.2,22.1,59.7,12,2018,Telangana
1.3,23.1,59.5,1,2019,Telangana
0.8,24.3,59.9,2,2019,Telangana
0.7,30.6,54.3,3,2019,Telangana
0.6,36.0,55.3,4,2019,Telangana
0.7,35.8,50.7,5,2019,Telangana
11.4,31.9,59.1,6,2019,Telangana
49.8,29.7,62.8,7,2019,Telangana
70.0,28.5,59.8,8,2019,Telangana
25.3,28.0,55.7,9,2019,Telangana
1.8,27.7,57.9,10,2019,Telangana
0.9,24.2,61.7,11,2019,Telangana
2.5,22.4,64.8,12,2019,Telangana
1.1,20.8,61.6,1,2020,Telangana
1.6,24.2,62.0,2,2020,Telangana
1.8,30.8,56.6,3,2020,Telangana
1.7,34.7,55.0,4,2020,Telangana
0.6,36.0,56.3,5,2020,Telangana
19.7,34.0,53.9,6,2020,Telangana
51.2,29.7,61.3,7,2020,Telangana
33.0,28.7,56.8,8,2020,Telangana
8.4,28.2,60.9,9,2020,Telangana
3.9,26.2,59.9,10,2020,Telangana
1.5,24.9,61.7,11,2020,Telangana
2.8,22.9,56.9,12,2020,Telangana
5.8,17.9,83.0,1,1997,Tripura
5.1,19.4,83.4,2,1997,Tripura
2.1,25.8,78.9,3,1997,Tripura
1.9,29.3,80.4,4,1997,Tripura
4.1,29.3,85.0,5,1997,Tripura
11.6,28.4,76.8,6,1997,Tripura
117.2,26.7,83.2,7,1997,Tripura
37.8,24.4,75.3,8,1997,Tripura
48.1,24.4,85.1,9,1997,Tripura
1.8,21.9,80.7,10,1997,Tripura
4.5,20.6,87.6,11,1997,Tripura
4.1,18.9,86.3,12,1997,Tripura
5.6,17.8,79.2,1,1998,Tripura
2.9,20.5,83.9,2,1998,Tripura
1.3,24.9,81.2,3,1998,Tripura
3.2,30.0,73.9,4,1998,Tripura
1.5,29.8,74.4,5,1998,Tripura
276.4,28.2,87.7,6,1998,Tripura
79.0,25.9,85.5,7,1998,Tripura
233.1,25.8,84.3,8,1998,Tripura
5.3,23.1,75.1,9,1998,Tripura
5.3,22.7,79.3,10,1998,Tripura
3.8,19.9,81.4,11,1998,Tripura
7.7,19.4,84.4,12,1998,Tripura
6.4,17.9,80.0,1,1999,Tripura
3.2,19.4,78.2,2,1999,Tripura
1.5,26.2,75.6,3,1999,Tripura
6.0,30.0,75.6,4,1999,Tripura
6.1,28.1,73.5,5,1999,Tripura
50.0,26.0,76.4,6,1999,Tripura
214.4,25.4,87.3,7,1999,Tripura
55.8,24.0,87.4,8,1999,Tripura
30.4,24.1,81.0,9,1999,Tripura
4.0,22.5,78.5,10,1999,Tripura
6.1,20.3,84.1,11,1999,Tripura
3.0,18.6,83.9,12,1999,Tripura
4.3,18.5,87.3,1,2000,Tripura
2.3,20.5,78.0,2,2000,Tripura
3.2,26.6,78.6,3,2000,Tripura
12.0,30.4,76.3,4,2000,Tripura
16.6,30.1,77.7,5,2000,Tripura
94.0,27.9,85.8,6,2000,Tripura
86.7,26.0,82.4,7,2000,Tripura
190.7,25.2,89.2,8,2000,Tripura
106.9,25.4,85.7,9,2000,Tripura
7.0,23.0,72.5,10,2000,Tripura
4.6,21.1,82.2,11,2000,Tripura
3.6,17.9,82.2,12,2000,Tripura
7.6,17.7,80.1,1,2001,Tripura
0.3,20.3,82.1,2,2001,Tripura
8.9,25.0,75.5,3,2001,Tripura
6.2,28.5,75.9,4,2001,Tripura
2.1,30.7,81.8,5,2001,Tripura
144.0,29.6,83.6,6,2001,Tripura
117.4,25.0,79.9,7,2001,Tripura
46.9,24.3,84.5,8,2001,Tripura
5.4,24.3,79.6,9,2001,Tripura
1.5,22.8,79.3,10,2001,Tripura
2.1,20.4,84.6,11,2001,Tripura
1.7,17.6,77.7,12,2001,Tripura
18.7,17.2,85.1,1,2002,Tripura
5.9,21.0,87.4,2,2002,Tripura
6.8,26.3,78.6,3,2002,Tripura
11.9,29.9,78.2,4,2002,Tripura
4.1,29.1,83.3,5,2002,Tripura
88.5,28.2,77.1,6,2002,Tripura
199.2,24.1,87.4,7,2002,Tripura
149.3,24.4,79.9,8,2002,Tripura
75.9,22.7,85.9,9,2002,Tripura
2.8,23.4,71.7,10,2002,Tripura
2.7,20.8,82.7,11,2002,Tripura
1.3,18.0,89.1,12,2002,Tripura
3.7,18.2,78.6,1,2003,Tripura
6.2,20.3,87.1,2,2003,Tripura
9.2,27.2,76.5,3,2003,Tripura
9.9,29.1,79.3,4,2003,Tripura
0.6,30.6,75.9,5,2003,Tripura
62.3,28.7,75.4,6,2003,Tripura
80.4,24.6,78.2,7,2003,Tripura
109.7,24.2,87.9,8,2003,Tripura
59.2,24.3,81.5,9,2003,Tripura
3.1,23.2,80.7,10,2003,Tripura
0.7,20.0,79.8,11,2003,Tripura
0.8,17.0,79.7,12,2003,Tripura
5.5,18.9,78.7,1,2004,Tripura
1.9,20.4,85.1,2,2004,Tripura
8.9,24.9,82.4,3,2004,Tripura
10.0,29.5,74.4,4,2004,Tripura
7.5,30.1,74.6,5,2004,Tripura
85.4,28.2,81.2,6,2004,Tripura
339.3,27.1,91.0,7,2004,Tripura
196.5,26.2,91.2,8,2004,Tripura
122.5,23.9,81.1,9,2004,Tripura
7.3,21.6,79.7,10,2004,Tripura
4.5,21.5,77.3,11,2004,Tripura
4.4,19.7,81.6,12,2004,Tripura
3.6,18.4,83.1,1,2005,Tripura
2.6,19.2,84.8,2,2005,Tripura
1.6,27.1,77.8,3,2005,Tripura
3.1,30.6,70.7,4,2005,Tripura
5.0,31.0,75.3,5,2005,Tripura
115.8,28.4,81.9,6,2005,Tripura
114.5,25.0,88.3,7,2005,Tripura
4.8,24.2,74.7,8,2005,Tripura
69.4,24.5,80.4,9,2005,Tripura
4.5,22.9,79.8,10,2005,Tripura
4.3,20.7,83.8,11,2005,Tripura
0.6,18.7,83.4,12,2005,Tripura
3.6,17.6,77.1,1,2006,Tripura
2.6,22.6,83.5,2,2006,Tripura
1.9,25.2,82.3,3,2006,Tripura
4.3,27.9,76.3,4,2006,Tripura
1.4,29.4,78.4,5,2006,Tripura
42.4,27.6,79.4,6,2006,Tripura
101.4,25.7,82.2,7,2006,Tripura
136.6,25.1,86.1,8,2006,Tripura
17.0,24.8,81.2,9,2006,Tripura
7.2,24.3,78.3,10,2006,Tripura
3.6,21.6,83.6,11,2006,Tripura
3.2,20.0,82.9,12,2006,Tripura
2.5,18.4,83.8,1,2007,Tripura
6.3,21.3,87.3,2,2007,Tripura
5.3,25.3,76.3,3,2007,Tripura
6.4,28.3,77.2,4,2007,Tripura
7.1,30.4,75.3,5,2007,Tripura
44.0,27.4,82.9,6,2007,Tripura
90.4,24.3,91.2,7,2007,Tripura
81.7,23.8,86.4,8,2007,Tripura
67.6,22.9,79.3,9,2007,Tripura
5.0,23.7,78.6,10,2007,Tripura
6.0,18.0,87.9,11,2007,Tripura
6.2,19.0,86.7,12,2007,Tripura
13.0,17.4,82.8,1,2008,Tripura
4.2,20.4,84.9,2,2008,Tripura
12.5,25.1,80.1,3,2008,Tripura
4.8,30.2,77.5,4,2008,Tripura
6.0,30.3,75.6,5,2008,Tripura
55.9,28.9,78.1,6,2008,Tripura
191.6,27.6,85.9,7,2008,Tripura
111.8,23.8,86.4,8,2008,Tripura
20.5,24.6,80.4,9,2008,Tripura
1.6,23.2,76.7,10,2008,Tripura
1.2,22.1,83.5,11,2008,Tripura
4.7,19.0,85.1,12,2008,Tripura
5.6,18.1,82.4,1,2009,Tripura
2.7,21.5,84.6,2,2009,Tripura
1.8,25.9,79.0,3,2009,Tripura
5.0,29.0,80.8,4,2009,Tripura
1.9,30.1,80.4,5,2009,Tripura
136.2,28.4,82.1,6,2009,Tripura
138.7,26.9,81.5,7,2009,Tripura
27.8,24.4,84.2,8,2009,Tripura
44.8,23.8,82.2,9,2009,Tripura
1.8,22.1,81.8,10,2009,Tripura
5.2,20.1,84.7,11,2009,Tripura
1.3,19.8,83.1,12,2009,Tripura
2.0,19.6,85.4,1,2010,Tripura
3.0,19.9,85.7,2,2010,Tripura
9.1,28.5,72.3,3,2010,Tripura
6.6,29.9,80.9,4,2010,Tripura
7.7,30.9,79.6,5,2010,Tripura
75.3,28.9,78.4,6,2010,Tripura
145.6,25.6,83.2,7,2010,Tripura
29.7,25.4,80.6,8,2010,Tripura
97.2,24.7,86.7,9,2010,Tripura
3.9,22.9,81.0,10,2010,Tripura
4.8,22.1,77.3,11,2010,Tripura
2.3,19.3,88.2,12,2010,Tripura
2.0,18.2,88.4,1,2011,Tripura
4.8,22.8,78.3,2,2011,Tripura
2.3,26.4,80.5,3,2011,Tripura
1.7,30.3,75.0,4,2011,Tripura
8.6,32.4,77.8,5,2011,Tripura
91.7,29.4,80.2,6,2011,Tripura
52.8,26.5,81.6,7,2011,Tripura
94.0,27.1,84.9,8,2011,Tripura
49.4,25.6,80.4,9,2011,Tripura
0.9,23.0,81.6,10,2011,Tripura
0.1,20.7,83.7,11,2011,Tripura
5.1,19.7,81.9,12,2011,Tripura
6.3,19.1,85.4,1,2012,Tripura
1.0,20.8,81.5,2,2012,Tripura
1.5,26.0,79.2,3,2012,Tripura
4.9,29.6,77.5,4,2012,Tripura
9.0,30.9,74.6,5,2012,Tripura
3.5,27.9,85.4,6,2012,Tripura
116.4,24.1,86.1,7,2012,Tripura
41.0,24.2,81.0,8,2012,Tripura
57.7,24.9,81.5,9,2012,Tripura
12.5,24.1,82.2,10,2012,Tripura
9.1,21.3,77.3,11,2012,Tripura
4.9,18.3,81.9,12,2012,Tripura
11.3,17.4,86.0,1,2013,Tripura
3.7,20.9,81.8,2,2013,Tripura
2.0,26.5,81.9,3,2013,Tripura
5.0,30.1,78.9,4,2013,Tripura
15.8,30.0,73.2,5,2013,Tripura
138.7,28.3,88.7,6,2013,Tripura
106.1,25.3,86.0,7,2013,Tripura
148.0,24.0,83.0,8,2013,Tripura
142.0,23.9,86.5,9,2013,Tripura
5.9,23.7,80.9,10,2013,Tripura
2.5,19.5,83.3,11,2013,Tripura
1.0,18.1,86.3,12,2013,Tripura
3.6,18.6,82.6,1,2014,Tripura
6.1,19.6,83.0,2,2014,Tripura
