State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year,Humidity_pct,Solar_Radiation_W_m2,Irrigation_Method,Pesticide_Usage_kg_ha
Andhra Pradesh,Groundnut,Red Soil,Organic,135.12433315695915,65.58549189959949,92.51843503067629,217.70849908100703,37.77867204968857,859.8344923525632,6.265727538019248,2019,39.64280095145914,666.3042259596117,Drip,0.1562300244760578
Madhya Pradesh,Soybean,Black Soil,Urea,118.79924102531324,22.171159113449605,157.9996549404631,86.89968480819994,38.177513411356685,465.52707296547203,7.879221200815448,2006,88.69592781176844,553.9723679738307,Sprinkler,0.2439853600424481
Tamil Nadu,Soybean,Loamy,Organic,134.57814797209488,23.124420624924724,36.83705564477413,139.24916214004745,19.1347185224561,279.66476604971984,6.652163447269438,2023,39.51121404164456,645.1375461070381,Sprinkler,0.5428580901750937
Odisha,Groundnut,Loamy,Organic,135.0092481478106,8.92298283758018,6.958100128179142,50.71195854626309,33.07050121164394,228.51130606500573,6.845294765758415,2024,59.24807012783844,525.5328171745044,,1.1799891363187405
Maharashtra,Sugarcane,Alluvial,Compost,73.63943545755045,72.26386946247041,165.99629652795673,48.92128222609937,26.76954327997424,412.63237772138655,6.011224397309022,2021,51.84726341049033,415.1633463576909,Flood,3.119268716564118
Andhra Pradesh,Rice,Alluvial,Compost,130.1448078908394,21.78925232756974,193.8014652773029,159.26724003011154,19.65270533619293,1586.5933659005377,6.766445047372679,2001,68.36318528724587,441.6657067121512,Drip,0.5686562755442324
Maharashtra,Cotton,Loamy,Compost,12.7743756402975,32.60742134789842,73.37762625531424,165.40563634869068,33.79600715004685,122.04881185943061,7.246294604308288,2005,37.742184533365496,510.29652424646105,Flood,1.5683692956128317
Karnataka,Cotton,Black Soil,Compost,45.302789170612215,86.3212351898583,56.50634645292153,186.6928964331453,18.36433501834855,165.2750970701068,6.3554966008030265,2014,55.818985682543456,437.34997839566734,Sprinkler,0.1894402563481586
Madhya Pradesh,Sugarcane,Clay,Compost,104.62839816645784,39.42378816576366,34.31427486398653,187.4195271742874,29.119384926126028,277.48290935541655,5.459730974025883,2010,46.482301968428615,389.25385913723096,Drip,1.2491498808949617
Karnataka,Soybean,Alluvial,Organic,94.4038503186736,72.94522070781983,124.73455553281464,293.83901064668987,31.02976309543412,893.9240380396507,7.530631006159273,2016,83.26509148030128,620.1417031787025,Sprinkler,0.391151599062852
Odisha,Sugarcane,Sandy,DAP,91.5878037780664,31.054976093756324,134.0428106605189,187.86050786616175,37.66901772970236,472.89764760412413,6.700877287470307,2001,32.43514272808171,445.5129929176488,Sprinkler,0.4744635490946483
Punjab,Maize,Sandy,Organic,57.48818487042855,54.51605657725178,175.61437568647602,251.5620317915104,30.651080370913075,444.70425849167975,7.977301505429638,2008,84.82364964038756,513.819274779132,Drip,0.9140277147975948
Tamil Nadu,Soybean,Alluvial,Organic,80.57194517133972,60.77021465755172,151.0731841378172,237.26355873361751,25.44814667519116,747.0039481358727,5.49929712738272,2012,79.97964831318002,529.6133589885604,Sprinkler,2.865495185176977
Punjab,Sugarcane,Red Soil,Organic,37.02671088762596,113.97802886218922,19.715939410930424,145.87883918054618,38.13468646336615,309.022129695237,7.960828275462024,2004,47.85424298644893,441.1846874679432,Sprinkler,2.7250496554105026
Gujarat,Groundnut,Black Soil,Urea,109.13152922525543,18.25498517683143,150.76170887906372,129.54388623146147,28.921717076239734,434.45566935142097,8.036452375790569,2004,77.35743928062628,645.0799466308739,Drip,1.072194477550009
Madhya Pradesh,Cotton,Black Soil,Urea,141.1451589186427,43.05856178059363,135.03459114326037,160.33683303818066,38.21222372192469,442.7049449631465,7.267162772003745,2004,31.87281362032485,388.2858238795387,Sprinkler,0.2526489168758721
Uttar Pradesh,Sugarcane,Loamy,Urea,70.73220496119207,79.42641955879084,114.12923039689925,127.82378393243349,20.879508347435795,474.60427024949036,6.338903905598932,2021,88.01193301760361,526.1625263580771,Sprinkler,0.6589302239889865
Maharashtra,Maize,Clay,Urea,42.1952460687771,104.62993576588272,43.36452653667733,101.743616705219,34.443679998321386,229.58674081627436,6.497640495612691,2023,61.59569655538736,524.6117706376583,Drip,1.4078330305922626
Uttar Pradesh,Rice,Clay,Urea,100.17026802667556,41.44523955221575,177.00976597792584,299.7676795688576,20.850765190076118,1663.3097422871251,6.553185433876489,2004,48.19686156392672,494.5745397135853,Flood,4.0714125105937
Gujarat,Rice,Sandy,Compost,104.075219124321,20.00500889674942,10.33865533239234,205.16739565484545,30.275611236283705,497.08680001476625,7.487022547514234,2019,51.75499275568063,370.3087386728017,Drip,6.900015825317796
Odisha,Maize,Clay,Organic,91.71792175479608,64.50416216081214,109.4973751684623,95.43148530358854,27.630888332971555,486.125620789017,6.867573093220335,2004,33.98432120762984,587.0817551863464,Drip,2.0293012573144296
Maharashtra,Soybean,Sandy,DAP,68.50225627561943,51.63823109492506,93.38308054219516,91.93437312778592,33.24797937401272,410.59492472810143,5.793738586276868,2000,89.36097084252235,574.3510670334597,Drip,0.8636792268545063
Karnataka,Maize,Alluvial,DAP,55.9002293062091,71.23350495738835,111.82091154469876,217.67302901665428,37.40775412805758,516.9257017657471,6.880401208500782,2015,32.35751670904155,432.4431471408784,Sprinkler,2.364771342339796
Maharashtra,Rice,Black Soil,Urea,111.85935091194838,79.2210363911583,86.24960470157833,163.36344528091695,36.27951388489704,1568.50640405195,7.548780704376215,2011,69.29442738887154,570.7487207205362,Sprinkler,0.8196395593463868
Karnataka,Sugarcane,Alluvial,DAP,113.85664784452943,84.96811367615517,67.3129530853855,181.4617985310204,31.330010626750173,507.61587623043886,7.015950265087536,2005,56.5641556623875,537.4907686300776,Sprinkler,1.9641851862683888
Andhra Pradesh,Wheat,Alluvial,Compost,82.33078567237119,81.88396333139576,11.375531096461057,171.81888298665663,38.029867670255726,254.49978479653578,6.694290442045345,2011,86.9349730913229,371.9387854638892,Drip,0.558810365726395
Punjab,Groundnut,Red Soil,Organic,102.357335648087,60.17606501066049,198.14141052128767,164.23591425952628,23.83015410146236,810.782874962162,5.737137604021362,2023,44.75998441840771,414.6071085428642,Flood,0.6211883255919508
Madhya Pradesh,Maize,Loamy,Compost,19.98306825746471,75.24991449387983,88.11611953090728,224.10321784854068,20.43078062032612,448.358290321141,6.714974071368451,2021,61.92520943628068,613.828144488958,Drip,0.1564109025154866
Gujarat,Cotton,Alluvial,Compost,120.21523311735533,53.09796999740608,80.3373398489266,227.64604668614768,19.89432361466917,368.64266151354457,6.387019051320562,2009,58.94137251496518,530.9416185142051,Drip,1.0899411418894778
Tamil Nadu,Soybean,Clay,Organic,20.011568827434036,53.49694394957842,171.1276342810011,186.56483747064,32.942449950469154,578.6655756570636,6.371775862589367,2013,72.17198664300608,443.56970541893736,Drip,1.9255832673131257
Madhya Pradesh,Rice,Red Soil,Compost,98.9620255171706,91.35023274182916,168.42310358000063,253.39634596652948,31.880653025909144,2086.098588612286,6.747453774950359,2017,34.08061391714523,414.1524108827358,Drip,3.10985157429195
Gujarat,Maize,Red Soil,Compost,93.20381418232871,95.15948669507009,46.44070982456073,132.17402205686963,23.134889765216595,350.5283100027137,7.227598593600214,2015,41.62734780140129,448.46062018845794,Sprinkler,3.325134675986853
Maharashtra,Rice,Alluvial,Urea,18.72021947605559,17.41106682211461,97.17294553984703,290.6963503226323,17.808530026225537,919.0572095918865,6.581243814214751,2001,42.87388920557099,455.5520470122296,Drip,9.770945642416548
Maharashtra,Groundnut,Red Soil,Organic,109.76384135279469,9.399072981440662,94.35259687187164,106.13693830457748,23.7680937907642,381.902220591997,6.496211886221664,2009,74.28904529050138,415.4036967370748,Drip,0.1836949605894366
Andhra Pradesh,Maize,Clay,Organic,32.488374711242734,78.65485856965344,42.3099833432904,116.8028164373666,22.88962773349668,220.62628134863039,6.6324515189738085,2006,41.3483217796044,325.8235887616698,Flood,1.359028144061955
Maharashtra,Groundnut,Alluvial,Compost,72.70998747075325,74.54184203517275,94.3327656257378,187.12836487966808,37.46058198996904,435.287622935677,8.016866795642157,2020,64.40950583345861,614.0013286400786,Drip,1.4736739641310774
Uttar Pradesh,Cotton,Red Soil,DAP,78.19531818810182,66.39072043216865,18.157419936712703,164.81867047582367,18.00004063147989,226.3713987368738,7.2132407003195,2001,42.91462923005722,597.0633672611443,Flood,3.264731786180655
Odisha,Rice,Loamy,DAP,32.21310675516244,87.34140325469176,168.9827967504345,140.84769715596116,30.553375189301303,1339.8730637239216,5.625298493756433,2009,81.69749700503871,372.67445481931406,Sprinkler,0.619469621100908
Odisha,Soybean,Clay,DAP,94.74989975809122,28.26877096739178,172.52387437615982,214.0567001481148,22.464984863519277,604.5207279542495,6.543093226351641,2022,86.53112726937832,513.6311295563668,Sprinkler,0.1437919913957484
Haryana,Cotton,Black Soil,Organic,98.55046831588508,25.056605787362784,139.71748787279014,295.610161251482,20.58737413722976,393.71867920203283,6.573805763665188,2019,61.109578496534425,409.77617972852335,Sprinkler,0.7530522490380305
Punjab,Groundnut,Clay,Organic,139.5128864531343,59.88221960315376,192.83885498003323,154.53874552396582,25.991293830675072,1045.9153325795387,6.269717197003147,2011,51.1385330525507,473.84327767734646,Sprinkler,8.261332031805347
Punjab,Sugarcane,Red Soil,DAP,99.2738769614572,28.20353258907649,86.71770190625183,125.30117490840428,37.82733348209734,326.09617462571526,7.047264593407329,2014,44.04346650104995,465.5233420126344,Drip,4.594025252624641
Tamil Nadu,Cotton,Loamy,Urea,69.74776201094751,117.8387857022268,155.8924724775169,148.29572104098423,33.43534359628812,324.49629154554964,6.814770224695132,2006,32.986860091382624,457.2165784282128,,1.0058702083987594
Tamil Nadu,Cotton,Clay,Organic,26.73402871665819,90.82063993168428,72.3385486836662,194.8959579071668,37.96082829906544,175.99951428945872,7.409240649579807,2001,46.11000457184972,700.2947084076286,Sprinkler,4.179339321945459
Tamil Nadu,Groundnut,Sandy,DAP,109.57595995560486,102.452880593504,39.67461012663118,231.05059515442528,37.16913784135697,457.200267746575,7.392292209975396,2014,69.25414679671908,455.96743153238094,Flood,0.066605842712159
Punjab,Maize,Sandy,Compost,30.21988771670919,117.78021919135828,110.22248881284604,76.8048198226998,34.54648873871894,486.06745512466324,7.482227543250629,2013,62.01701587855265,419.1736174933075,Flood,0.7543503690595125
Maharashtra,Cotton,Red Soil,Organic,76.7249211565942,52.69208734853851,130.2287097130898,178.17238094196753,29.665644344802924,316.407066177688,7.277888900918438,2000,86.64247669685565,423.7418570502952,Drip,2.5951890393532917
Odisha,Soybean,Red Soil,Urea,79.87003486043076,77.46829215583422,29.52679423764906,228.98765976341497,28.232223754278035,345.224916724233,7.21168002369781,2019,53.776635749502034,604.3776956401755,Drip,0.5006499099854973
Uttar Pradesh,Sugarcane,Loamy,Urea,139.96830819811333,66.49698244929232,19.410050355323197,297.831391526313,24.72810383015273,699.5480807325146,6.9080969769549565,2019,71.63180053970368,334.7897668307065,Drip,0.4422685213010185
Punjab,Soybean,Sandy,DAP,80.84748419470777,15.282697864194644,53.41456744107015,202.0782068066142,28.334933669264032,185.84370656259784,6.49500066467259,2002,59.35936484850728,423.737708356448,Flood,3.9582159418151135
Uttar Pradesh,Wheat,Black Soil,Urea,35.20949940902528,63.81117551925602,121.2973951145169,117.10279136354907,18.38228850177414,488.8281363305687,5.815603794717687,2011,60.7545729554527,644.6822840111533,Flood,1.913985681103384
Andhra Pradesh,Sugarcane,Loamy,DAP,23.703257060736643,53.20599987579619,91.03125588188938,141.0942992670454,31.11162411387471,353.09591340101855,6.666490797791767,2004,46.066458876247054,524.3986187997647,Sprinkler,9.023854885906568
Haryana,Cotton,Loamy,Compost,62.62192756881501,11.6022044480985,67.37865100150799,135.95761925084688,37.94714427648659,104.40072910632973,7.770013151599688,2014,57.29704661051999,519.1922005036113,Drip,0.2892879356256806
Punjab,Sugarcane,Sandy,Urea,77.81954714446006,73.29060779282179,132.24287977803436,49.0443675552069,37.7100153866251,401.87355313833746,6.9009944893757575,2021,58.24709982076244,713.2146460143701,Drip,0.8805119257444333
Tamil Nadu,Maize,Red Soil,Organic,14.04869244143674,81.43494961555452,138.9271028865347,152.8391374870764,37.89351977625704,498.02823418896617,6.803060020047576,2022,72.39855130493603,524.6347952948499,Flood,0.7456474784894992
Odisha,Wheat,Loamy,Compost,95.41708496834656,28.094049285046445,38.846664911996726,218.70926429213355,26.736141153339325,283.144061425364,5.454828367153334,2009,86.43839995116683,429.1813838640418,,4.242732249636989
Madhya Pradesh,Maize,Black Soil,Urea,107.2793732554435,81.30048068587662,62.290462771842456,273.9481240691581,28.037700288360316,450.0482386578267,7.355203107998746,2016,49.759276648950255,471.79229431236513,Drip,0.5895383066230347
Uttar Pradesh,Groundnut,Black Soil,DAP,72.99392087762051,90.32315340806188,70.82468187265516,54.74963478565052,29.20943441222448,269.07203171162837,7.439771207458978,2020,32.5320281148779,386.4567690969432,Drip,0.872243508332707
Karnataka,Soybean,Black Soil,Organic,83.39229117201054,38.60446527887858,29.21724727178081,71.1792793516491,32.01206729742234,172.8714667499708,7.015269737228088,2017,59.777707530038384,625.5937040015697,Sprinkler,0.3082470703006876
Maharashtra,Rice,Clay,DAP,84.6572495490987,73.00703700935819,113.2440108286328,223.0982995117444,30.36498707942681,1713.9698632963905,6.77842134379297,2007,62.66767992895012,557.4561717536716,Drip,2.9868772235901093
Haryana,Maize,Loamy,Compost,17.547051898136523,36.40818911027012,141.8303472224409,205.06390842811444,28.657563272907925,448.51819491295925,7.510855362209834,2019,40.106433067914914,612.4414149970889,Flood,0.5428388159168555
Gujarat,Maize,Sandy,Urea,66.38341008981304,83.16800635042136,96.35099060143594,291.58649693804506,28.51584137216816,597.2404201516453,7.884298099109871,2003,75.627876376564,621.2983928549371,Sprinkler,0.1415323261767009
Karnataka,Sugarcane,Sandy,Urea,35.662636450887035,51.90519565143961,48.8834406478886,108.30201486187993,23.15507119285732,244.72085494568532,6.439610324078462,2008,89.09574650648949,458.5789219072468,Sprinkler,1.1422440271931351
Gujarat,Rice,Red Soil,Compost,60.17463629518826,63.052124772861895,126.4267647847026,215.11702256588288,23.72429200401596,1388.0886029753365,6.457785188720471,2015,86.74648302050765,405.5247147991111,Sprinkler,0.9933791009066156
Gujarat,Maize,Alluvial,Compost,86.69269444846735,100.62680285362856,79.79183548529004,187.08340114594432,25.0596277718352,393.47480358625023,6.980609611570702,2022,41.82636232941913,494.8286888691954,Sprinkler,0.3910791526988619
Andhra Pradesh,Cotton,Loamy,Compost,63.66704896619338,86.83261373002537,124.98183928989852,49.01647683097188,26.08530416118001,318.5527707923486,6.645578470061228,2015,82.52179439404564,412.72389292114616,Drip,0.2868115338562979
Punjab,Soybean,Red Soil,DAP,140.3993694248321,80.11654890728354,47.49592638280531,246.95626696101928,35.66618636441787,553.9510075025748,6.681738867788378,2019,72.26961818470107,516.4956875409025,Flood,4.537473210862188
Gujarat,Rice,Sandy,Compost,28.10006284254116,77.92605694086777,32.13515280328238,221.73058144889197,35.12712809350412,765.7551875480524,7.294980405914991,2021,57.23079382841469,613.2096880834689,Sprinkler,0.1405112365850843
Madhya Pradesh,Groundnut,Black Soil,Urea,118.14261063770344,77.50260892719349,148.45853128812493,172.20419721187386,24.07002883923285,986.8919389210137,6.512445666224033,2024,62.43665965948375,483.1860353950833,Sprinkler,0.2091904098241218
Madhya Pradesh,Sugarcane,Loamy,Urea,92.11026921267592,67.68898797718484,135.4154399101834,163.34130147373034,35.5054291971031,646.9081759983836,6.533290167794199,2006,80.97601049894749,514.999508990774,Sprinkler,0.5622003114369145
Andhra Pradesh,Maize,Clay,DAP,138.70620327204688,26.22544775555208,181.91314306963827,134.47553802880802,32.79888761366836,687.3752426624751,6.754379417368677,2004,58.8080963783024,490.61543837766334,Drip,6.108384041208804
Maharashtra,Sugarcane,Red Soil,Compost,69.80081826177096,85.48290500627022,64.68597075226032,97.12785737091912,24.401408877774514,285.57122199077355,6.791216615769143,2019,52.392442146307616,580.2727572437698,Drip,0.1785024934771657
Uttar Pradesh,Cotton,Alluvial,Compost,124.8404804403546,78.28983076910062,102.04471090882672,186.89702945712364,29.99642175518432,578.7278682480933,6.7642424604301965,2009,59.594849581559146,433.221760571171,Sprinkler,3.385800209488528
Maharashtra,Groundnut,Red Soil,Organic,57.47185173752745,80.59529256433592,175.39764675836523,192.3637539830976,29.05514391833528,558.915756800915,7.5763429563344,2015,64.74778824210296,280.3553738356901,Sprinkler,4.45221413918491
Haryana,Cotton,Clay,Compost,101.62015514094568,74.53572933002191,101.17081253500128,196.39733944143435,36.196320262741935,352.64607726092225,6.384820936295384,2020,41.34465922670093,547.0868859375381,Sprinkler,0.9492051490461918
Tamil Nadu,Cotton,Loamy,Urea,48.38015057373585,92.3913296605837,113.09563548423696,77.42472281566336,23.62028643774369,253.76312638648506,6.9108735019404905,2005,84.05446381601945,598.7834421307994,Flood,0.6959809547303222
Karnataka,Wheat,Clay,Organic,19.31907321496829,98.7872231877795,132.56352559964867,154.47955716669716,21.21909360113844,560.3994585529664,5.598501596273628,2000,70.45121692977682,544.6374244758535,Sprinkler,2.26254615482864
Haryana,Groundnut,Loamy,Organic,89.83640087472457,72.14678024088424,110.477157552574,222.55784749564705,17.893410454826764,683.6251785563392,5.432221420213033,2011,67.99613504024933,435.9769504531986,Sprinkler,2.42558719080766
Andhra Pradesh,Groundnut,Red Soil,Compost,22.527683939503035,93.01926172360552,59.114449763079314,171.1975336059816,25.33730701442816,271.618606713993,8.028920619217578,2015,35.969773570838285,386.49879018139313,Drip,3.02804786534486
Maharashtra,Maize,Sandy,Compost,87.81882148887763,80.41898443415047,38.7167635277802,270.6908904999374,31.48368536840357,314.5180323848411,7.077803176085857,2011,66.25043629035551,549.4497531780321,Flood,3.550592839874589
Haryana,Sugarcane,Red Soil,DAP,104.50365210457012,37.69962700733098,9.546481208949151,279.50526274187587,23.94942270797159,336.3638448047357,6.99649926274268,2016,37.25763973430954,514.1478952934674,Sprinkler,0.6250303029145909
Andhra Pradesh,Cotton,Black Soil,Organic,138.87019400683826,75.30183756925396,101.01007976931692,291.4556609592612,20.16532013509264,766.4101234332595,5.594660989302535,2024,34.721860511723946,487.420737234167,Drip,2.3228588365756746
Karnataka,Soybean,Loamy,Compost,23.81477038009434,57.8155594594685,93.41694659724864,151.83021845409968,35.11858515681996,445.0340633624907,7.623010991899264,2013,61.6386537385436,682.2463342993791,Sprinkler,0.2898335774457704
Maharashtra,Maize,Black Soil,Compost,86.64437476115828,72.17034750885907,98.20908043163271,225.78001941026645,20.756077875821248,621.4216665437573,6.926936406753109,2001,54.1671320427897,405.3199905818668,Sprinkler,1.4296870322808388
Gujarat,Wheat,Sandy,DAP,74.27435204312734,112.62616005103231,124.68126877355954,230.73824145630093,20.174406677503768,660.1761104694222,7.175537985719324,2006,65.3286162093734,677.5037021127466,Flood,1.8980768464844475
Haryana,Cotton,Alluvial,DAP,50.76449102852398,61.44297683615369,113.9857232994668,264.78534092715586,26.4554939156434,389.98426636592075,5.975627574474513,2023,35.353330083434315,503.178390487064,,0.3528346900360887
Punjab,Rice,Alluvial,DAP,64.21824002363005,62.42047316909937,200.09441930430248,120.3990054023098,28.25595874911048,1314.1192903026886,7.203126143413241,2006,55.85898377083551,316.4429523129125,Sprinkler,0.1591831216368407
Madhya Pradesh,Cotton,Clay,Organic,92.02053730857357,15.90411397569047,43.71107263975638,268.8551834504143,29.501875429833003,161.23432661019854,6.28589266245631,2003,40.48720290270948,482.07973456808594,Flood,0.4331957577844557
Maharashtra,Soybean,Sandy,Compost,103.6198520393787,46.63849323833615,163.51746052664473,184.8234428010509,23.023675748244838,657.0936444232929,7.126257567153822,2015,89.226005155447,595.9496076599441,Drip,1.0914855469818168
Madhya Pradesh,Cotton,Alluvial,Organic,67.08557252682228,57.13418260252463,140.82975175165382,236.19086392216,34.81800702222597,347.81716135330595,7.005155124471659,2020,63.66901274611046,463.4944967195029,Sprinkler,4.375675147547868
Punjab,Sugarcane,Red Soil,DAP,99.7286300475947,29.841523705938908,83.96370022620155,136.55453386696286,38.284159081537545,306.6716723265017,6.99957215549242,2014,71.24621165645203,352.5221458761605,Flood,1.5182082924437783
Karnataka,Rice,Alluvial,Organic,40.02988902494636,49.20848161979509,106.49286797890036,125.39615548190756,23.395327458469776,993.9121567379442,8.000857785694034,2023,49.52509684095647,483.548546820383,Sprinkler,2.7605680527172183
Tamil Nadu,Maize,Clay,Urea,116.7521567080072,45.341867978942005,46.54570409372731,290.06742658745173,18.29917276507811,424.5102236276299,7.772261647785222,2013,35.68433488676065,414.2827626108294,Sprinkler,0.3826709889786085
Maharashtra,Cotton,Loamy,Urea,103.8852860325186,36.08501217796651,20.596968793986456,300.47563328407364,25.29776050533028,195.0059276389539,7.568879868891468,2007,88.5522517670122,549.1814401087962,Flood,0.22405023428629
Odisha,Cotton,Black Soil,Compost,106.3605663468335,76.54982445848947,17.495956505571602,300.8801844213049,35.47784198417143,308.16602201701534,7.183385901895043,2001,47.17554212299099,577.3399816067612,Drip,0.5478669912079877
Punjab,Soybean,Red Soil,Compost,83.92356415938215,95.28198923882928,10.534520284441257,183.76469706332844,22.908095517200746,350.28506381611993,7.258619183188056,2003,55.428491110414456,394.3729592251894,Drip,0.7534066821413392
Punjab,Rice,Alluvial,Compost,111.8239651089758,50.46313865936816,55.39396342754662,104.85650910499892,32.590328004374925,900.0193237813685,5.598189035795073,2007,68.9918353021545,429.4195944884351,Sprinkler,1.588597659968084
Haryana,Cotton,Black Soil,Urea,52.60348178776396,42.46626825400452,155.41924981312528,220.00618129856883,27.46293814942157,286.57516248671294,6.713956718130103,2009,31.48183786116668,575.6642465106938,Flood,4.261357176173459
Odisha,Wheat,Clay,Compost,116.54687703409734,4.938689913494975,76.51541119621837,139.1053083027237,20.57248720067876,292.5176574227032,6.239971311093478,2014,78.61554783103722,414.1155721701041,Flood,1.110574497904163
Haryana,Groundnut,Loamy,Organic,89.57316761738349,74.41365535575171,107.65728293285144,217.03265098297936,17.8440620796534,631.9311651777542,5.5296134878579934,2011,62.194691401717215,391.7841864172005,Sprinkler,1.4629370579609915
Madhya Pradesh,Sugarcane,Alluvial,Organic,46.74923744707976,74.53647463451462,147.18760373749106,245.56131877535225,20.599846270459267,641.9217694108382,5.891613081333657,2006,46.69303122412933,382.13088682037454,Flood,0.0092484223766811
Haryana,Sugarcane,Clay,Urea,84.21633980039776,6.447660303138424,74.32644237821326,88.7184096331287,30.328660046417703,174.82830386122933,6.4846840556944585,2002,33.69647911754816,535.2038612958121,Flood,0.0677590960243963
Madhya Pradesh,Rice,Red Soil,Organic,76.62428217723081,24.847500640623178,114.90289371591903,149.88777316273604,33.91688438207925,900.5733138122526,6.458773784285548,2014,39.749904928466485,530.9157719517464,Drip,0.174973961802588
Uttar Pradesh,Rice,Sandy,Organic,74.44062550356607,68.94126784426535,112.10047061425368,156.7054860561804,18.03619084950235,1218.4380682350268,8.022107368885864,2021,83.70203153120622,431.59539696209583,Flood,2.401250729709957
Andhra Pradesh,Soybean,Clay,DAP,93.84929115705104,34.73957882735184,89.91502530453852,126.6946153052539,31.993137847344855,322.9788900855277,6.297895284926882,2002,71.16145343615347,500.5085396128234,Drip,1.3318087912768328
Punjab,Soybean,Red Soil,Urea,91.9935046981809,48.62404736221828,31.293995417252447,119.05450036016168,31.01169790672165,316.65914494957656,6.419396416540163,2022,44.99410329821339,652.713238415513,Drip,0.4287670614854356
Uttar Pradesh,Sugarcane,Red Soil,Organic,142.20855111006077,30.627786485665247,132.67058393893944,115.7379860135589,27.85168592130357,577.2541826832502,5.726380062418813,2011,33.93604589670177,402.5939843081778,Sprinkler,1.795916794807954
Uttar Pradesh,Soybean,Sandy,Urea,51.460992760254726,90.70361991247071,77.45553282617117,210.56053151363977,19.539232171559824,412.54958008843283,7.08783936925702,2003,71.43691874319818,304.82573909895507,Sprinkler,1.57321161908957
Tamil Nadu,Soybean,Loamy,Organic,25.381416328998974,17.28176689371795,64.56841041338323,211.6005321927772,33.758028440417405,205.04515465694814,6.653933258075337,2015,64.34446355806591,545.5075575720371,Sprinkler,0.1859842012362205
Madhya Pradesh,Wheat,Loamy,Organic,70.60569023849943,32.65059067839156,125.30306633250092,158.90007273189698,32.3507727528587,345.62521752915154,6.906635295525192,2020,54.2711714674941,488.95988360984114,Drip,2.045596992502326
Karnataka,Sugarcane,Loamy,DAP,78.95923435062998,76.98069344280246,69.25512825576848,275.091154325993,31.654794313854804,374.72140386039086,6.827603199971866,2022,51.81668695140383,428.9974913184899,Drip,2.914763471643412
Andhra Pradesh,Cotton,Loamy,Organic,52.56125699022736,56.02298056216642,158.5918913566926,107.14106201839374,23.29871576506443,351.41672033072587,7.06336696644814,2004,43.0088565557465,565.2080237354908,Drip,0.6752981992913143
Andhra Pradesh,Sugarcane,Red Soil,Compost,12.43864429617268,118.1102672025886,158.30417433411222,47.23477942596824,32.18736141980894,426.1367005495422,5.800013769598982,2005,70.17667539225106,583.922514466879,Sprinkler,2.326230337645225
Punjab,Groundnut,Loamy,Compost,62.71245284529071,26.57425457095261,127.2824187938765,218.31145488825877,35.75551991802468,416.78288221644834,5.840179827509582,2015,88.24008166763224,279.1721980119908,Flood,0.4455860180446373
Odisha,Soybean,Black Soil,DAP,27.247633932943756,30.728225751278767,98.3081723307257,297.8589264265507,24.91397900837252,292.64394203329397,7.108038204818774,2008,40.54291475020955,434.7402090668512,Flood,2.8271569298860624
Gujarat,Maize,Clay,Urea,52.64928707695618,80.68274176653105,150.9667403565009,245.88323504171456,28.431294175143147,714.8757487692449,7.415985999007785,2024,65.82699720093021,731.7516231196855,Flood,4.855710983514493
Madhya Pradesh,Sugarcane,Sandy,Compost,85.69405950805285,71.66405317948553,86.24982718397807,123.81847275568128,27.8895136028191,470.68636656081765,5.8180633310447964,2018,55.45110334475857,558.3404915798191,Sprinkler,1.1663164311227985
Odisha,Rice,Alluvial,Organic,82.71058787601278,25.574637529644598,59.97533831552818,305.8712008165133,29.218713778486308,577.7283432933889,7.143454351604339,2003,56.8013233046799,567.610363829715,Flood,0.5610741926213977
Haryana,Groundnut,Loamy,DAP,77.82907994015846,61.87181328573146,107.99305231510924,260.09700459468246,23.33319957057951,596.442545902735,5.583803610370437,2014,45.24883680766887,617.2894278631478,Drip,1.018908802635026
Madhya Pradesh,Groundnut,Clay,DAP,22.742094057801506,16.834308607712774,175.14696495167152,70.6434880088967,21.354278057428168,308.36561350987444,7.988577577773468,2002,79.50809253968515,501.7068825199726,Drip,0.5755707493231194
Gujarat,Rice,Black Soil,Compost,96.05753452493816,54.34883838917165,7.469277043108573,273.8802351100169,19.369867427532675,1210.5189652874014,7.926117317011375,2003,59.11533624883447,579.668416009162,Sprinkler,0.002480288855386
Madhya Pradesh,Cotton,Red Soil,Urea,45.028465937587846,59.27373094640281,136.70279597652163,117.4413067514766,23.226775315456507,253.165269015766,6.688397537431726,2017,62.60435113189585,571.8062043837202,Sprinkler,2.1022551627848194
Gujarat,Wheat,Red Soil,Compost,57.78184589805795,74.44278912631606,127.51018703557268,230.2309045050781,30.96463126924414,672.7215204140674,6.001356312210812,2022,48.285654767839546,553.9041496752759,Flood,0.0869147656360891
Maharashtra,Sugarcane,Black Soil,DAP,25.91805634035465,43.94806993817436,9.837231872885576,192.59466727180788,23.11622111049516,213.02308095828448,7.959903072143848,2020,40.90850794001699,467.79880293825954,Sprinkler,0.4724341274996063
Tamil Nadu,Rice,Sandy,Urea,50.8449810545059,94.71382117586704,70.18109816127775,50.85771763775128,22.92392632124169,607.8892929094486,6.067845368124242,2004,35.15462329216923,517.2058922366259,Drip,2.563505165206443
