State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year
Uttar Pradesh,Pulses,Red Soil,Urea,70,41,122,219,27.5,1080,7.24,2022
Andhra Pradesh,Soybean,Black,Compost,113,92,92,198,24.73,2227,6.9,2005
Haryana,Jute,Loamy,DAP,51,53,52,128,36.41,1503,6.47,2001
Tamil Nadu,Maize,Loamy,Urea,34,23,125,258,18.24,7257,6.55,2012
Maharashtra,Sugarcane,Red Soil,Compost,48,119,172,71,29.06,1576,6.91,2012
Bihar,Tea,Clay,Compost,44,93,87,215,32.81,1730,5.51,2018
Karnataka,Jute,Black,Urea,117,89,67,148,27.7,3866,5.7,2017
Maharashtra,Cotton,Red Soil,NPK,111,16,42,286,19.71,1273,7.7,2018
Haryana,Wheat,Clay,DAP,107,65,23,257,37.45,1738,5.69,2000
Tamil Nadu,Coffee,Sandy,Urea,21,45,171,57,28.36,3656,7.27,2007
Gujarat,Groundnut,Sandy,DAP,28,37,198,239,30.28,1565,7.8,2021
Uttar Pradesh,Barley,Clay,DAP,110,54,141,224,22.73,829,6.18,2015
Uttar Pradesh,Sugarcane,Loamy,Urea,53,72,68,66,27.67,3873,6.43,2001
Tamil Nadu,Cotton,Loamy,Compost,58,110,166,66,26.58,2105,6.92,2007
Haryana,Coffee,Sandy,NPK,26,75,92,295,19.5,1986,7.7,2005
Odisha,Jute,Loamy,DAP,83,90,143,139,20.12,4031,7.85,2015
Maharashtra,Maize,Loamy,DAP,66,37,130,190,34.75,2056,7.35,2022
Maharashtra,Barley,Clay,Compost,64,85,186,194,22.8,1137,5.72,2010
West Bengal,Jute,Clay,Urea,56,28,177,215,21.9,3140,7.17,2016
West Bengal,Groundnut,Loamy,NPK,21,65,92,130,28.1,1676,6.53,2022
Tamil Nadu,Coffee,Clay,DAP,71,65,36,289,33.37,1727,6.68,2018
Maharashtra,Maize,Black,DAP,89,102,89,127,19.24,5660,5.62,2010
Odisha,Groundnut,Sandy,Urea,92,32,143,222,29.54,2746,5.98,2007
Uttar Pradesh,Groundnut,Black,Compost,17,62,22,55,20.38,2034,7.48,2021
Gujarat,Wheat,Black,Organic,90,47,73,212,18.73,4698,6.63,2003
Rajasthan,Barley,Loamy,Compost,127,45,199,159,19.05,977,6.25,2010
Uttar Pradesh,Coffee,Loamy,DAP,34,43,156,63,34.68,1958,6.46,2007
Kerala,Pulses,Black,DAP,98,90,89,288,20.36,1534,7.64,2008
Punjab,Soybean,Black,NPK,21,53,132,121,18.9,1343,7.37,2001
Punjab,Jute,Red Soil,Compost,68,21,52,238,26.76,2478,6.18,2015
Uttar Pradesh,Coffee,Red Soil,Organic,118,102,98,192,34.88,1533,5.79,2005
Odisha,Soybean,Sandy,NPK,35,74,157,103,23.25,2346,6.13,2020
Rajasthan,Sugarcane,Black,Organic,56,114,104,76,26.43,1841,7.8,2020
Gujarat,Groundnut,Clay,NPK,41,74,181,62,18.8,1831,6.95,2018
Maharashtra,Coffee,Red Soil,Compost,19,102,160,290,26.98,1287,6.83,2007
Punjab,Sugarcane,Loamy,DAP,25,69,11,208,29.55,5835,6.99,2013
Punjab,Barley,Black,Organic,35,78,129,294,29.42,1079,6.42,2023
Punjab,Groundnut,Clay,Compost,95,89,31,297,24.65,1533,7.52,2015
Haryana,Groundnut,Clay,Organic,23,9,124,212,24.31,3233,6.81,2011
Bihar,Cotton,Clay,Compost,88,6,66,109,20.13,1731,5.79,2004
Madhya Pradesh,Tea,Loamy,NPK,126,26,81,55,25.34,2281,5.82,2023
West Bengal,Soybean,Red Soil,Compost,16,116,16,246,19.99,3201,6.84,2023
Kerala,Barley,Clay,NPK,124,61,193,263,33.33,1927,7.84,2018
Kerala,Maize,Red Soil,DAP,81,70,128,107,37.33,2051,6.27,2017
Kerala,Maize,Sandy,NPK,68,78,123,98,37.4,2729,7.67,2008
West Bengal,Pulses,Loamy,Urea,91,102,25,200,35.3,2515,7.41,2001
Odisha,Coffee,Red Soil,DAP,125,20,92,266,30.02,1313,6.12,2024
Uttar Pradesh,Rice,Red Soil,Compost,112,116,188,211,32.02,4381,5.59,2019
Rajasthan,Barley,Clay,Compost,26,55,81,75,23.7,824,5.75,2011
Uttar Pradesh,Coffee,Clay,Urea,23,43,133,96,30.62,1718,7.32,2001
Madhya Pradesh,Rice,Loamy,Compost,117,90,122,54,27.11,2921,6.0,2009
Punjab,Cotton,Red Soil,DAP,54,80,21,267,27.64,1087,6.43,2000
Tamil Nadu,Maize,Black,DAP,107,92,135,69,33.16,734,6.75,2003
Haryana,Barley,Clay,NPK,46,115,62,183,23.64,7031,7.31,2024
Madhya Pradesh,Groundnut,Clay,Organic,117,44,84,247,24.36,3157,5.78,2011
Odisha,Tea,Sandy,Compost,48,42,142,108,36.49,2480,6.52,2008
Gujarat,Wheat,Loamy,Urea,24,64,36,241,19.12,1356,6.71,2003
West Bengal,Tea,Red Soil,DAP,129,63,149,291,27.71,1973,6.85,2008
Bihar,Coffee,Red Soil,DAP,13,14,154,195,36.26,1391,7.55,2005
Kerala,Pulses,Red Soil,DAP,102,103,143,181,30.21,3436,5.93,2000
Bihar,Maize,Clay,Organic,25,68,106,66,28.93,2969,7.52,2009
Maharashtra,Sugarcane,Loamy,Organic,117,119,14,298,22.99,2189,7.23,2013
Haryana,Sugarcane,Red Soil,Compost,135,67,66,63,24.87,2731,6.89,2021
Andhra Pradesh,Wheat,Black,Urea,64,53,165,255,35.04,2360,7.25,2024
Bihar,Jute,Sandy,Organic,43,68,87,62,29.18,1142,6.53,2017
Rajasthan,Maize,Sandy,NPK,22,36,78,184,28.29,819,5.85,2005
Madhya Pradesh,Jute,Red Soil,Organic,27,11,127,177,19.99,2951,7.16,2017
Gujarat,Barley,Clay,DAP,105,25,129,93,18.32,3421,6.81,2019
Andhra Pradesh,Groundnut,Sandy,Urea,132,24,68,168,37.27,1405,7.1,2015
Gujarat,Pulses,Sandy,Compost,48,30,42,192,25.54,5047,6.34,2014
Kerala,Sugarcane,Sandy,Organic,55,72,71,68,30.06,2118,7.77,2015
Bihar,Wheat,Sandy,DAP,38,114,59,112,19.59,726,6.97,2007
Kerala,Tea,Red Soil,NPK,71,90,121,284,31.66,2779,5.71,2012
Uttar Pradesh,Groundnut,Loamy,NPK,25,19,28,288,36.65,6407,6.62,2022
Bihar,Sugarcane,Loamy,Compost,130,108,132,285,29.51,1870,7.39,2010
Uttar Pradesh,Tea,Clay,Compost,19,89,56,212,20.52,2354,7.49,2024
Punjab,Barley,Black,Organic,112,83,176,130,29.63,5051,6.74,2006
Karnataka,Jute,Loamy,Compost,93,90,42,212,33.33,718,7.74,2016
Maharashtra,Tea,Black,DAP,74,96,150,196,26.13,877,6.17,2017
Odisha,Groundnut,Loamy,DAP,12,18,93,197,35.6,2138,6.53,2021
Odisha,Tea,Loamy,DAP,129,31,191,149,30.97,1436,7.75,2022
Punjab,Barley,Clay,Organic,77,109,144,212,35.98,2141,7.74,2018
Uttar Pradesh,Pulses,Sandy,Organic,46,44,88,209,30.47,1239,7.21,2024
Punjab,Jute,Clay,Compost,82,62,23,171,20.63,4202,7.65,2012
Tamil Nadu,Groundnut,Loamy,Organic,58,32,156,225,24.19,2874,5.72,2014
Madhya Pradesh,Pulses,Sandy,DAP,130,30,137,93,22.04,2680,7.66,2022
Kerala,Jute,Sandy,Urea,97,117,63,153,36.18,1876,6.3,2021
Madhya Pradesh,Wheat,Sandy,DAP,46,67,157,201,33.21,1760,5.95,2021
Rajasthan,Maize,Black,Urea,70,70,38,110,31.53,1035,6.1,2000
Bihar,Jute,Loamy,Compost,133,29,33,174,24.02,4344,6.54,2015
Uttar Pradesh,Tea,Red Soil,NPK,48,7,91,194,21.68,2618,6.13,2004
Karnataka,Cotton,Clay,Organic,72,76,72,120,33.13,1572,6.3,2002
Tamil Nadu,Pulses,Black,Organic,55,48,114,156,27.48,3062,5.84,2022
Tamil Nadu,Barley,Clay,DAP,97,101,66,99,22.52,3031,6.24,2009
Uttar Pradesh,Sugarcane,Red Soil,DAP,20,46,145,114,30.33,2556,6.93,2018
Madhya Pradesh,Pulses,Sandy,Urea,71,103,71,148,18.81,4865,6.6,2004
Andhra Pradesh,Sugarcane,Red Soil,Organic,86,10,166,81,24.52,3770,6.37,2006
Madhya Pradesh,Coffee,Clay,Compost,61,43,26,213,27.37,2932,7.37,2013
Rajasthan,Tea,Red Soil,DAP,13,56,75,190,20.96,1727,7.73,2002
Rajasthan,Wheat,Loamy,Organic,68,27,15,247,37.69,1653,7.39,2012
Uttar Pradesh,Soybean,Red Soil,NPK,81,93,67,107,22.18,3753,6.33,2012
Maharashtra,Groundnut,Loamy,Urea,102,54,78,177,20.61,4108,7.36,2009
Maharashtra,Sugarcane,Red Soil,DAP,72,47,165,191,22.07,6826,5.88,2001
Karnataka,Coffee,Loamy,DAP,63,23,71,214,33.38,2076,5.83,2005
Bihar,Coffee,Loamy,Compost,126,73,178,161,26.51,2102,6.36,2007
Maharashtra,Sugarcane,Red Soil,DAP,119,55,91,256,29.31,993,7.52,2003
Kerala,Coffee,Black,Organic,83,15,178,288,18.42,4848,6.12,2024
Gujarat,Groundnut,Sandy,Organic,116,16,186,117,18.69,2524,5.66,2011
Gujarat,Soybean,Sandy,Organic,66,78,186,89,26.92,5026,5.83,2014
Kerala,Tea,Sandy,NPK,12,12,80,236,34.33,931,7.65,2007
Odisha,Barley,Loamy,NPK,129,28,140,257,35.7,1868,7.08,2006
Bihar,Jute,Sandy,DAP,15,96,19,269,19.73,1798,6.13,2013
Haryana,Maize,Loamy,NPK,14,45,107,193,28.77,61551,6.89,2022
Kerala,Jute,Black,NPK,14,40,98,239,36.26,2440,6.82,2018
Gujarat,Sugarcane,Red Soil,Compost,63,105,44,181,25.76,2691,7.14,2013
Andhra Pradesh,Soybean,Red Soil,NPK,56,89,11,222,34.59,1437,6.08,2021
Bihar,Soybean,Loamy,Urea,18,76,133,139,20.67,2491,7.66,2012
West Bengal,Wheat,Loamy,Urea,108,59,33,77,36.71,3020,6.27,2020
Andhra Pradesh,Sugarcane,Black,Urea,29,13,83,145,33.03,2016,7.24,2000
Andhra Pradesh,Coffee,Sandy,DAP,131,51,175,286,36.83,53257,5.54,2018
Gujarat,Coffee,Black,Organic,70,19,31,243,31.53,1105,6.43,2000
Karnataka,Pulses,Red Soil,Compost,132,52,163,80,25.27,3363,6.38,2003
Kerala,Tea,Red Soil,DAP,91,114,180,52,36.76,2543,6.86,2009
Madhya Pradesh,Barley,Sandy,Organic,71,108,192,295,23.51,7177,5.68,2002
Uttar Pradesh,Soybean,Red Soil,Compost,12,86,48,185,24.64,3707,7.48,2019
Punjab,Wheat,Loamy,Compost,22,46,166,73,32.02,919,6.04,2008
Odisha,Wheat,Red Soil,Compost,129,64,29,64,33.31,940,7.19,2002
Rajasthan,Groundnut,Clay,Urea,134,88,50,220,36.59,3067,7.51,2005
Tamil Nadu,Sugarcane,Sandy,Urea,98,74,191,208,22.1,3089,6.9,2005
Rajasthan,Soybean,Sandy,Urea,82,16,157,250,33.96,36297,7.35,2022
Bihar,Barley,Sandy,Compost,77,6,117,280,32.77,3322,7.15,2024
Odisha,Pulses,Clay,Compost,110,11,156,94,19.28,2532,6.39,2011
Rajasthan,Cotton,Black,Urea,107,84,93,243,25.74,2201,7.52,2022
Madhya Pradesh,Cotton,Loamy,Compost,20,7,120,57,23.66,3645,6.24,2000
Rajasthan,Pulses,Sandy,Urea,114,113,75,120,24.09,625,6.93,2015
Haryana,Coffee,Red Soil,Urea,76,7,167,297,37.66,71839,7.36,2023
Rajasthan,Soybean,Loamy,Urea,132,31,62,157,30.86,5714,6.45,2004
Madhya Pradesh,Sugarcane,Red Soil,Organic,38,118,43,164,32.35,963,6.26,2008
Bihar,Barley,Loamy,Compost,85,111,159,152,37.53,3076,6.65,2009
Madhya Pradesh,Jute,Loamy,DAP,18,44,76,283,25.54,1135,7.54,2012
Gujarat,Groundnut,Red Soil,Urea,49,106,143,174,34.04,1398,7.82,2014
Madhya Pradesh,Sugarcane,Red Soil,DAP,34,37,36,106,26.69,30537,6.86,2011
Punjab,Maize,Loamy,Organic,14,96,19,257,35.39,2538,7.15,2004
Maharashtra,Sugarcane,Sandy,Compost,133,5,82,276,21.61,2377,7.76,2004
Punjab,Sugarcane,Red Soil,Urea,47,12,105,79,36.95,1781,5.75,2017
Haryana,Tea,Clay,Urea,81,105,57,251,22.38,756,6.08,2011
Rajasthan,Soybean,Clay,Urea,99,36,79,279,24.52,1567,7.27,2002
Punjab,Groundnut,Loamy,DAP,46,52,196,195,33.12,4643,7.56,2024
Odisha,Tea,Black,Organic,69,111,109,163,25.88,3072,7.64,2006
Uttar Pradesh,Soybean,Loamy,Compost,37,105,68,246,30.16,1192,6.54,2016
Maharashtra,Rice,Loamy,Organic,90,8,11,166,26.89,2240,5.72,2018
Uttar Pradesh,Groundnut,Sandy,Urea,123,98,166,270,32.85,1813,6.59,2017
Bihar,Soybean,Sandy,Organic,49,74,74,216,22.57,4865,6.08,2000
Tamil Nadu,Cotton,Black,DAP,54,114,92,109,19.17,1814,6.23,2024
Punjab,Tea,Black,NPK,71,23,163,147,24.0,1013,7.43,2023
Uttar Pradesh,Rice,Black,NPK,102,36,19,220,27.49,1776,5.69,2004
Madhya Pradesh,Coffee,Black,Compost,124,13,62,175,21.36,42719,7.57,2001
Karnataka,Groundnut,Black,Compost,76,16,88,222,25.1,3816,6.57,2000
Karnataka,Maize,Loamy,Organic,65,15,68,200,26.0,2155,6.99,2006
Bihar,Barley,Loamy,Compost,49,50,159,246,19.15,1146,5.72,2010
Bihar,Maize,Clay,DAP,107,20,188,143,29.67,3016,6.34,2010
Madhya Pradesh,Cotton,Clay,Urea,49,5,57,183,35.69,1072,5.72,2017
Bihar,Cotton,Red Soil,Urea,100,67,158,233,21.03,2394,7.9,2016
Uttar Pradesh,Pulses,Loamy,Organic,42,113,132,171,29.96,2860,7.52,2001
Bihar,Coffee,Black,Urea,15,25,31,287,31.29,977,6.65,2006
Rajasthan,Pulses,Red Soil,Organic,89,34,109,157,26.39,1807,6.06,2006
Madhya Pradesh,Maize,Sandy,Compost,101,17,107,53,32.02,2523,7.83,2009
Maharashtra,Tea,Loamy,Compost,106,38,167,142,26.21,2748,6.36,2021
Andhra Pradesh,Sugarcane,Clay,DAP,68,8,34,200,28.09,2822,5.9,2020
Odisha,Soybean,Loamy,Urea,68,32,37,55,18.15,1365,6.91,2002
Haryana,Jute,Loamy,DAP,57,106,122,81,31.83,1539,7.86,2011
Rajasthan,Barley,Loamy,NPK,22,99,54,155,31.23,1575,5.51,2002
Maharashtra,Rice,Loamy,DAP,116,63,77,195,18.77,573,6.1,2010
Uttar Pradesh,Barley,Sandy,Organic,54,31,16,64,25.37,4165,7.85,2011
Rajasthan,Cotton,Clay,Organic,98,73,58,217,37.58,1841,5.93,2024
Rajasthan,Pulses,Loamy,DAP,109,29,146,171,26.41,3517,5.78,2003
Uttar Pradesh,Sugarcane,Sandy,Compost,16,7,173,145,28.04,3616,6.93,2024
West Bengal,Coffee,Red Soil,NPK,54,101,92,250,36.2,5649,7.65,2015
Madhya Pradesh,Wheat,Loamy,DAP,67,72,138,278,32.35,1093,6.69,2019
Uttar Pradesh,Groundnut,Sandy,Compost,40,29,147,251,29.64,2611,7.99,2017
Punjab,Wheat,Black,DAP,32,24,173,261,33.96,1887,7.2,2003
Bihar,Wheat,Red Soil,Urea,116,38,82,55,35.29,2045,5.69,2021
Punjab,Tea,Clay,Organic,48,30,55,161,27.14,2874,7.98,2005
Odisha,Tea,Loamy,Urea,91,9,115,169,27.5,1402,6.52,2020
Karnataka,Pulses,Loamy,Urea,109,103,169,172,25.72,1724,6.22,2014
Gujarat,Wheat,Sandy,NPK,11,65,41,240,37.33,650,6.89,2000
Odisha,Rice,Clay,Compost,86,96,15,116,31.94,1435,6.26,2002
Kerala,Cotton,Black,Organic,21,97,185,155,19.66,4886,5.72,2004
Kerala,Wheat,Red Soil,Urea,48,13,175,188,35.26,3017,5.5,2021
Odisha,Sugarcane,Clay,Organic,22,106,154,92,27.61,2836,6.62,2016
Bihar,Groundnut,Loamy,Compost,55,54,83,194,19.38,3132,7.59,2013
Haryana,Soybean,Sandy,DAP,122,10,123,145,28.99,1999,6.93,2008
Haryana,Pulses,Black,Urea,26,87,36,181,26.34,3634,8.0,2002
Andhra Pradesh,Pulses,Sandy,Compost,113,64,63,240,35.55,31982,6.22,2012
Gujarat,Maize,Red Soil,Organic,107,48,187,245,22.08,1828,6.2,2002
Karnataka,Sugarcane,Clay,Compost,97,15,172,130,34.53,1807,5.9,2010
Rajasthan,Tea,Sandy,DAP,118,70,94,90,29.15,3770,5.91,2001
Kerala,Coffee,Sandy,Compost,79,51,136,260,19.09,1350,6.21,2023
Gujarat,Cotton,Loamy,Organic,83,112,162,182,37.44,1730,7.48,2014
Andhra Pradesh,Rice,Sandy,Urea,72,112,165,209,28.25,1506,7.76,2012
Tamil Nadu,Jute,Black,Urea,69,77,120,263,23.82,4761,7.94,2018
Odisha,Sugarcane,Clay,NPK,88,89,24,297,27.39,3617,6.08,2021
Uttar Pradesh,Barley,Red Soil,Organic,46,92,141,247,35.16,2636,7.7,2015
Haryana,Soybean,Sandy,NPK,31,102,102,84,24.1,3115,6.32,2017
Odisha,Groundnut,Black,NPK,105,90,132,71,21.85,1174,5.78,2006
Haryana,Maize,Red Soil,DAP,77,7,82,242,20.58,40649,7.68,2012
Madhya Pradesh,Sugarcane,Black,Organic,26,80,164,261,23.96,2462,7.09,2003
Andhra Pradesh,Maize,Sandy,Urea,21,96,163,199,33.6,1326,5.91,2008
Bihar,Soybean,Sandy,Organic,127,34,156,161,27.43,858,6.57,2009
West Bengal,Wheat,Clay,DAP,31,94,101,296,22.55,2151,6.22,2008
Odisha,Maize,Loamy,Organic,129,116,26,60,21.32,2044,7.34,2006
Odisha,Pulses,Black,Organic,59,25,52,254,24.65,803,6.63,2014
Gujarat,Tea,Loamy,NPK,23,32,130,283,36.8,2352,7.97,2007
Gujarat,Wheat,Loamy,Organic,38,94,50,52,24.86,3032,5.64,2018
Bihar,Sugarcane,Red Soil,NPK,134,66,179,186,37.76,3539,6.39,2010
Uttar Pradesh,Coffee,Red Soil,NPK,16,37,187,109,27.7,1902,6.7,2004
Bihar,Groundnut,Black,Compost,38,89,177,125,21.58,2305,6.76,2001
Maharashtra,Pulses,Loamy,DAP,42,39,48,136,35.82,3521,6.29,2009
Madhya Pradesh,Soybean,Clay,NPK,120,56,122,63,27.21,1995,7.32,2015
Uttar Pradesh,Wheat,Loamy,Organic,88,38,160,274,32.19,1371,7.69,2022
Bihar,Pulses,Red Soil,NPK,67,45,120,67,37.67,1376,7.85,2012
Tamil Nadu,Tea,Loamy,NPK,35,55,189,162,19.0,3197,7.51,2007
Bihar,Wheat,Sandy,NPK,38,51,56,282,19.93,2283,7.63,2008
Madhya Pradesh,Cotton,Sandy,Urea,13,86,72,122,32.41,1697,6.88,2010
Gujarat,Cotton,Clay,Urea,108,62,119,72,23.64,1311,7.56,2010
Odisha,Wheat,Black,Urea,48,79,78,251,21.69,1680,6.26,2022
Rajasthan,Wheat,Loamy,Urea,24,61,52,132,18.79,2177,6.5,2015
Odisha,Cotton,Sandy,Compost,128,27,185,174,18.44,4587,6.29,2009
Karnataka,Sugarcane,Black,NPK,38,52,43,224,33.49,3836,6.67,2023
Uttar Pradesh,Maize,Sandy,Compost,84,26,49,118,20.69,4963,6.21,2011
Madhya Pradesh,Coffee,Black,Organic,125,21,70,96,27.35,1534,7.9,2024
Rajasthan,Groundnut,Black,DAP,41,73,187,165,30.12,749,6.28,2005
Karnataka,Pulses,Sandy,Compost,139,112,71,264,26.57,1804,5.75,2011
Tamil Nadu,Pulses,Red Soil,Urea,93,15,67,79,18.54,2784,6.82,2009
Odisha,Soybean,Black,Urea,31,98,170,74,33.67,2398,5.64,2017
Maharashtra,Groundnut,Loamy,Organic,36,19,84,205,18.21,6746,5.78,2017
Bihar,Rice,Sandy,NPK,90,95,25,275,33.24,3123,6.05,2003
Haryana,Cotton,Red Soil,DAP,135,39,91,286,35.87,1452,6.66,2008
Andhra Pradesh,Jute,Sandy,Compost,101,37,103,297,26.66,3861,6.58,2006
Karnataka,Jute,Clay,NPK,30,88,57,161,28.71,847,7.5,2017
Odisha,Rice,Loamy,NPK,56,20,147,288,27.54,1591,7.35,2007
Odisha,Coffee,Clay,Compost,110,38,91,74,25.78,1678,6.57,2010
Madhya Pradesh,Tea,Black,Compost,93,70,47,123,35.75,4014,6.33,2006
Madhya Pradesh,Groundnut,Black,Compost,15,103,136,255,35.88,2493,6.29,2008
Maharashtra,Barley,Clay,Compost,10,44,28,283,24.72,1321,7.43,2007
Haryana,Coffee,Clay,Urea,67,32,173,298,30.3,1066,5.63,2002
West Bengal,Soybean,Black,NPK,133,51,196,287,36.54,2716,5.53,2016
Karnataka,Wheat,Red Soil,NPK,24,43,72,107,37.24,6629,7.49,2001
Haryana,Tea,Loamy,Urea,73,74,86,143,28.18,1877,6.69,2014
Bihar,Maize,Sandy,NPK,34,77,183,168,27.06,28380,5.83,2013
Gujarat,Barley,Clay,Compost,33,24,140,176,23.57,3232,6.09,2017
West Bengal,Groundnut,Loamy,DAP,21,5,111,218,37.18,2673,7.83,2015
Madhya Pradesh,Groundnut,Sandy,NPK,27,76,74,74,20.86,1540,7.65,2019
Haryana,Jute,Sandy,DAP,24,91,129,127,29.6,1012,7.27,2021
Andhra Pradesh,Rice,Clay,DAP,36,67,100,148,23.65,1475,6.71,2003
Odisha,Sugarcane,Red Soil,Urea,81,71,17,165,23.58,2048,6.8,2024
Odisha,Rice,Red Soil,Organic,69,8,188,97,26.1,1792,7.94,2019
Tamil Nadu,Coffee,Loamy,NPK,102,62,82,275,37.98,1064,7.91,2005
Tamil Nadu,Pulses,Loamy,Urea,62,29,143,59,19.1,989,6.04,2005
Maharashtra,Rice,Black,Urea,17,51,116,148,29.57,1336,7.53,2010
Karnataka,Sugarcane,Red Soil,DAP,88,42,98,252,19.65,2907,5.99,2016
West Bengal,Maize,Loamy,NPK,36,19,48,60,21.09,1705,6.03,2023
Bihar,Tea,Black,Urea,59,67,122,134,26.79,35707,7.19,2002
West Bengal,Cotton,Sandy,Compost,102,25,197,198,28.21,1560,6.51,2012
Punjab,Groundnut,Loamy,Urea,33,103,37,263,23.18,3119,7.83,2021
Rajasthan,Coffee,Black,Compost,69,61,106,222,24.33,3040,5.72,2002
Madhya Pradesh,Coffee,Red Soil,Organic,131,57,191,184,19.74,1692,6.78,2015
Karnataka,Wheat,Sandy,Compost,55,50,46,296,24.06,5042,7.8,2014
Odisha,Rice,Loamy,Compost,24,18,146,258,37.33,3206,7.76,2010
Uttar Pradesh,Barley,Red Soil,DAP,26,104,91,241,36.89,3719,5.89,2017
Tamil Nadu,Maize,Sandy,Urea,135,80,65,175,24.7,3110,6.42,2014
Rajasthan,Soybean,Clay,Organic,93,21,196,113,29.42,1689,7.05,2004
Madhya Pradesh,Groundnut,Red Soil,Urea,18,43,94,51,36.19,4696,5.9,2015
West Bengal,Sugarcane,Clay,Compost,72,13,11,125,18.12,3324,7.92,2015
West Bengal,Pulses,Loamy,Compost,126,103,198,170,34.21,2267,7.79,2016
Gujarat,Sugarcane,Black,Urea,139,81,67,91,36.97,3629,5.92,2008
Gujarat,Rice,Loamy,Organic,97,83,116,259,19.83,3863,5.8,2022
Tamil Nadu,Tea,Red Soil,Organic,81,86,132,103,21.23,3532,5.71,2002
Karnataka,Pulses,Clay,DAP,73,119,197,124,37.21,1931,7.77,2019
Madhya Pradesh,Barley,Clay,Compost,81,101,177,65,28.75,1110,5.98,2012
West Bengal,Sugarcane,Sandy,Compost,30,10,173,290,18.28,3152,6.54,2021
Rajasthan,Coffee,Loamy,DAP,27,95,123,292,23.15,2301,6.62,2002
Odisha,Barley,Loamy,Urea,73,27,116,67,27.0,1116,7.0,2006
Karnataka,Soybean,Red Soil,Compost,91,63,46,276,31.86,69428,5.68,2005
Tamil Nadu,Barley,Clay,Urea,119,95,88,294,32.66,2569,6.07,2008
Maharashtra,Groundnut,Red Soil,Organic,104,102,101,236,37.91,2220,7.83,2011
West Bengal,Maize,Red Soil,NPK,41,50,27,139,23.75,2679,7.77,2014
Punjab,Pulses,Clay,DAP,20,42,107,193,28.76,1632,7.45,2020
Karnataka,Groundnut,Red Soil,Compost,54,18,72,55,28.67,1825,5.55,2019
West Bengal,Wheat,Clay,DAP,42,104,159,234,26.11,2861,6.32,2002
Andhra Pradesh,Sugarcane,Red Soil,Organic,111,76,148,157,21.38,1060,7.07,2009
Madhya Pradesh,Jute,Black,Organic,20,66,195,284,37.55,3859,6.19,2000
Kerala,Sugarcane,Red Soil,Organic,97,39,194,224,35.07,1868,7.77,2018
Gujarat,Wheat,Red Soil,Organic,50,23,13,288,27.97,3126,7.08,2018
Andhra Pradesh,Barley,Black,NPK,85,34,144,97,30.06,2820,5.68,2022
Karnataka,Groundnut,Loamy,Urea,130,82,70,91,22.55,2279,7.77,2022
Karnataka,Jute,Clay,Urea,55,88,116,125,28.88,1843,7.89,2012
Andhra Pradesh,Pulses,Sandy,NPK,89,117,63,237,31.9,2572,5.69,2011
Maharashtra,Pulses,Black,Urea,63,29,97,126,28.3,2244,6.83,2000
Andhra Pradesh,Wheat,Loamy,Organic,95,44,77,181,37.81,923,6.26,2018
Odisha,Sugarcane,Red Soil,Urea,101,92,138,280,30.23,797,6.48,2023
Rajasthan,Wheat,Loamy,DAP,106,18,64,295,25.42,2437,5.95,2015
Andhra Pradesh,Jute,Black,Urea,11,30,12,179,33.44,1223,6.95,2024
Haryana,Soybean,Red Soil,DAP,42,106,175,267,21.41,3528,7.89,2022
Haryana,Soybean,Loamy,Compost,86,91,130,108,25.69,805,6.76,2022
Andhra Pradesh,Soybean,Sandy,DAP,125,26,138,204,24.94,3311,5.71,2014
Madhya Pradesh,Cotton,Clay,DAP,112,52,111,76,26.64,3082,7.05,2015
Rajasthan,Maize,Clay,Organic,112,87,47,128,33.64,2126,6.35,2010
Punjab,Jute,Black,Organic,99,114,94,121,27.68,673,7.64,2023
Andhra Pradesh,Tea,Red Soil,Organic,131,55,166,56,33.88,1753,6.59,2005
Bihar,Coffee,Red Soil,DAP,115,7,142,240,29.53,2938,5.98,2010
West Bengal,Rice,Clay,NPK,128,46,101,160,24.84,601,5.98,2002
Andhra Pradesh,Coffee,Loamy,Organic,58,23,30,168,34.2,3085,7.42,2014
Odisha,Cotton,Red Soil,Organic,113,77,118,223,22.77,1103,6.16,2000
Haryana,Pulses,Sandy,DAP,70,32,56,112,22.49,863,7.42,2006
Gujarat,Barley,Sandy,Compost,132,88,93,281,28.09,3068,6.01,2000
Haryana,Sugarcane,Red Soil,Compost,18,49,92,173,23.22,1769,6.3,2016
Haryana,Jute,Red Soil,Urea,15,75,44,61,18.18,2504,6.66,2008
Odisha,Jute,Clay,Compost,82,82,78,190,30.97,2148,7.86,2022
Andhra Pradesh,Barley,Black,Organic,112,67,138,92,28.22,1634,7.83,2012
Madhya Pradesh,Wheat,Clay,NPK,50,77,149,66,26.91,688,6.02,2010
Bihar,Sugarcane,Black,Urea,123,23,197,112,37.34,35346,6.4,2019
West Bengal,Rice,Sandy,NPK,17,51,36,258,29.42,3004,5.87,2005
Odisha,Rice,Black,NPK,81,18,65,169,35.27,2389,6.77,2000
Madhya Pradesh,Groundnut,Clay,Organic,101,42,32,85,20.79,2568,6.65,2006
Kerala,Barley,Red Soil,DAP,71,57,162,262,29.38,2180,7.75,2011
Rajasthan,Tea,Black,DAP,93,65,30,57,35.36,1761,7.83,2021
Madhya Pradesh,Rice,Clay,DAP,71,40,70,118,29.66,3821,6.46,2019
